Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
38,7005865095,6,6,6,6,6,6,6,6,6,6,6,8,2007
75,23008692200,43,43,62,62,62,62,62,62,62,62,62,62,2007
101,7103065327,3,3,3,3,12,12,12,21,34,34,36,36,2007
103,6508252665,4,9,9,9,9,9,9,9,9,9,9,9,2007
112,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
121,18437015900,2,2,2,2,2,2,2,2,2,2,2,2,2007
159,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
183,13005751700,10,10,10,10,10,10,10,10,10,10,10,10,2007
184,6508024595,4,4,4,4,4,4,4,4,4,4,4,4,2007
189,55715631800,4,4,4,4,4,4,4,4,4,4,4,4,2007
190,23100304500,9,9,9,9,9,9,9,9,9,9,9,9,2007
209,56030195400,4,4,4,4,4,4,4,4,4,4,4,4,2007
213,26767632400,1,1,1,1,1,1,1,1,1,1,1,1,2007
237,57194907127,5,5,5,5,5,5,5,5,5,5,5,5,2007
298,26026181500,2,2,3,6,6,6,9,9,9,9,9,9,2007
310,23984606900,3,3,3,3,3,3,3,3,3,3,3,3,2007
317,16178095900,1,1,1,1,1,1,1,1,1,1,1,1,2007
329,24722993500,2,2,2,2,2,2,2,2,2,2,2,2,2007
346,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
350,23397629300,3,3,4,4,4,4,4,4,4,4,4,4,2007
357,8319802300,4,6,6,6,6,6,6,6,6,6,6,6,2007
378,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
396,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
407,16417168600,1,1,1,1,1,1,1,1,1,1,1,1,2007
482,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
497,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
529,22940989000,2,2,2,2,2,2,2,2,2,2,2,2,2007
596,23006340400,3,3,3,3,3,3,3,3,3,3,3,3,2007
661,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
692,54985679700,6,6,6,6,6,6,6,6,6,6,6,6,2007
736,9744913000,6,6,6,6,6,6,6,6,6,6,6,6,2007
785,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
823,7003876431,17,17,17,17,17,17,17,17,17,17,17,17,2007
869,13106009800,65,65,65,65,65,65,65,65,65,65,65,65,2007
873,16204410100,1,1,1,1,1,1,1,1,1,1,1,1,2007
906,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
914,55867065700,15,15,15,15,15,15,15,15,15,15,15,15,2007
918,34770243100,12,12,12,12,12,15,15,15,15,15,15,15,2007
921,56248584000,4,4,4,4,4,4,4,4,4,4,4,4,2007
