Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
12,55376931500,73,73,73,73,2015
17,55719005700,7,7,7,7,2015
18,35444766700,11,11,11,11,2015
28,56781292200,1,1,1,1,2015
36,34870540900,7,7,7,7,2015
45,56411842000,2,2,2,2,2015
46,23397604200,8,8,8,8,2015
85,56002303200,7,7,7,7,2015
130,56513476200,9,9,9,9,2015
144,56939340300,2,3,3,3,2015
145,57192293609,3,3,3,3,2015
149,56114762600,10,10,10,10,2015
153,16309784700,11,11,11,11,2015
160,22236154700,5,5,5,5,2015
165,35318720900,3,3,3,3,2015
177,15070429600,2,2,2,2,2015
215,7004271887,19,19,19,19,2015
246,55961141700,12,12,12,12,2015
281,36003624100,16,22,22,22,2015
289,36805685400,4,4,4,4,2015
315,27867811000,14,14,14,14,2015
316,55974660200,10,10,10,10,2015
342,16679222000,10,10,12,23,2015
351,57203094083,83,83,83,83,2015
394,57188748169,5,9,9,9,2015
400,57189090439,3,3,3,3,2015
404,26531594700,3,3,3,3,2015
408,56968037900,1,1,1,1,2015
427,57188725838,13,13,13,13,2015
432,6701774097,3,3,3,3,2015
433,56190106200,4,4,4,4,2015
440,7402136006,4,4,4,4,2015
441,56517715300,4,5,7,19,2015
463,56594481000,3,3,3,3,2015
471,55803668500,1,1,1,1,2015
476,9245337700,19,19,19,19,2015
488,35965781000,9,9,9,9,2015
491,12784775300,1,1,3,4,2015
534,55440311600,3,3,3,3,2015
545,56639282800,28,28,28,28,2015
555,55949428900,6,6,6,6,2015
570,55973076900,3,5,5,5,2015
580,56735634200,1,1,1,1,2015
615,56203572900,9,9,9,9,2015
641,56822668900,6,6,6,6,2015
654,57188966321,7,7,7,7,2015
657,34870116100,59,70,70,70,2015
669,57192808992,4,4,4,4,2015
676,57196873890,28,28,37,37,2015
679,56156269900,7,7,7,7,2015
720,57035243200,2,2,2,2,2015
760,56682052900,2,2,2,2,2015
779,55143899600,1,1,1,1,2015
784,57023907900,6,6,6,6,2015
815,55323058900,3,3,3,17,2015
824,57190068018,8,8,8,8,2015
833,24528388600,2,2,2,2,2015
834,7202257193,4,4,4,4,2015
846,56986641200,5,5,5,5,2015
849,8704767900,7,7,7,7,2015
895,54790605200,13,18,18,19,2015
902,56960580700,5,5,5,5,2015
912,26424457400,56,56,63,67,2015
916,56100634400,16,16,16,16,2015
929,56463349600,25,25,25,25,2015
937,56769182700,7,7,7,7,2015
947,56779730100,3,4,4,4,2015
950,6603095657,3,3,3,3,2015
973,35607238200,4,4,4,4,2015
975,57016833800,82,82,82,82,2015
991,15765290300,2,2,2,2,2015
1006,55977742700,56,56,56,56,2015
1008,14027991800,7,7,7,7,2015
1022,56879182000,2,2,4,4,2015
1035,56393857000,9,11,12,15,2015
1062,57188962583,4,4,4,4,2015
1073,34168027600,5,5,9,9,2015
1076,23501049900,4,4,4,4,2015
1083,16229169400,10,10,10,10,2015
1096,56890365100,3,3,4,4,2015
1133,7004832773,11,17,17,17,2015
1136,6602838973,1,1,1,1,2015
1150,56529715900,2,2,2,2,2015
1168,7003289125,5,5,5,5,2015
1196,56879056100,6,11,11,11,2015
1197,55944810600,2,2,2,2,2015
1204,27567563000,7,7,7,7,2015
1212,56709343000,13,13,25,25,2015
1223,56472768900,5,5,5,5,2015
1244,36543568900,3,3,3,3,2015
1254,57193160818,2,2,2,2,2015
1258,57170844100,22,22,22,22,2015
1260,25522904400,3,3,3,3,2015
1271,57189319888,10,10,10,10,2015
1273,57193696999,4,4,4,4,2015
1275,7006178644,2,2,2,2,2015
1280,57204318540,8,8,8,8,2015
1281,57189490405,10,10,10,10,2015
1289,36941201600,3,3,3,3,2015
1296,7601482975,3,3,3,3,2015
1315,57170851300,2,2,4,4,2015
1318,56433303600,7,9,11,12,2015
1320,8894760600,4,4,4,4,2015
1328,46461910700,3,3,3,3,2015
1331,55551467600,3,3,3,3,2015
1339,55800383500,4,4,4,4,2015
1352,56606231300,6,6,6,6,2015
1360,50462041300,8,11,11,14,2015
1361,56110276600,7,7,7,7,2015
1403,7404679473,2,6,6,6,2015
1431,56925439000,3,3,4,4,2015
1447,56070111800,3,3,8,12,2015
1456,56646419100,3,3,3,3,2015
1457,56085593800,2,2,2,2,2015
1458,56318768900,2,2,2,2,2015
1473,6506318631,3,3,7,7,2015
1475,9639192600,25,25,25,25,2015
1481,55973005700,4,4,4,4,2015
1493,55352871800,3,4,7,7,2015
1508,56919530000,3,4,4,4,2015
1519,56825987400,2,2,2,2,2015
1575,56606251800,6,6,6,6,2015
1576,56643004500,7,7,7,7,2015
1583,57190965041,2,2,2,2,2015
1589,57003119100,2,2,2,2,2015
1604,56072896600,7,8,8,8,2015
1605,6602901590,2,2,6,6,2015
1637,55869652000,41,41,41,41,2015
1641,54791013000,3,3,3,3,2015
1675,55576500000,15,18,18,18,2015
1703,56695336800,9,9,9,9,2015
1707,35073828000,5,5,5,5,2015
