Unnamed: 0,ID,2018,start_year
11,35575819100,12,2018
14,56985435800,8,2018
54,57205427735,2,2018
62,8525292600,6,2018
78,56079662200,7,2018
80,57204397298,4,2018
111,55452991000,6,2018
118,57203179449,4,2018
126,56245385900,6,2018
140,24464505800,1,2018
143,16070341400,2,2018
162,57203101107,4,2018
174,55629547200,2,2018
192,10044860900,9,2018
202,57205349755,5,2018
206,57206490200,4,2018
223,57203229438,12,2018
228,56305691900,2,2018
232,57204440999,6,2018
260,57193844980,8,2018
262,57195559331,3,2018
269,6603096510,9,2018
282,57190980395,9,2018
306,57194835427,10,2018
308,57207468590,9,2018
330,7103138947,3,2018
360,6603212866,3,2018
364,56548968900,6,2018
370,57190573713,4,2018
405,6602293547,10,2018
414,56452559000,29,2018
417,57202889895,2,2018
420,57163047100,2,2018
428,57021574800,5,2018
445,36240772300,2,2018
453,57203204624,3,2018
486,57195940191,6,2018
494,57206736873,1,2018
496,55346238800,3,2018
535,56747980200,6,2018
554,56257263600,85,2018
558,7410389613,3,2018
568,35579517100,4,2018
571,57194144148,2,2018
590,57203964565,7,2018
625,57202308622,2,2018
630,23501064100,3,2018
631,57202293265,3,2018
639,57190001162,7,2018
653,6506175112,8,2018
675,57203228472,3,2018
683,36177268800,4,2018
691,57205205269,3,2018
693,6602704112,1,2018
710,12647414100,9,2018
712,56135211500,25,2018
717,37091588100,6,2018
732,57192113111,4,2018
741,56086562300,7,2018
748,37080173500,2,2018
763,57189464937,2,2018
766,57194829795,3,2018
773,35335928400,16,2018
778,56500665400,10,2018
814,57189067538,3,2018
816,35608588800,4,2018
828,57205276364,4,2018
829,57193837049,5,2018
843,35097705100,53,2018
847,57193573319,34,2018
852,57202218414,7,2018
861,55198926300,5,2018
886,25031812100,4,2018
908,57190854987,8,2018
917,56195317700,6,2018
932,57203753228,3,2018
949,57204151682,18,2018
960,6503944394,22,2018
964,57192708193,5,2018
993,57204921300,3,2018
995,57132195300,4,2018
996,57205197386,2,2018
1014,55227532300,6,2018
1057,56857628600,5,2018
1064,6506173536,17,2018
1078,7004580383,8,2018
1091,57207659369,5,2018
1093,57202452343,20,2018
1094,56841677200,34,2018
1095,57188925334,7,2018
1097,57193717368,3,2018
1106,14834116500,11,2018
1110,13606583600,3,2018
1114,55647164349,9,2018
1151,24171745600,3,2018
1160,57202463996,2,2018
1191,57205865258,9,2018
1192,55547286400,6,2018
1194,57190765982,17,2018
1198,6506963115,4,2018
1221,57201524269,4,2018
1225,55776619300,3,2018
1245,55920231400,46,2018
1252,57203979023,3,2018
1264,57202195982,4,2018
1285,57199121290,4,2018
1292,16152544600,3,2018
1316,57202019974,3,2018
1329,22835644200,6,2018
1338,55605778823,11,2018
1342,57206328254,5,2018
1350,57200202986,4,2018
1353,56203876600,4,2018
1358,57201895372,31,2018
1362,57203132154,3,2018
1381,55121369800,8,2018
1399,57200935001,2,2018
