Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
22,14619163500,2,2,2,2,2,2,2,2,2,2010
27,11738782000,2,2,2,2,2,2,2,2,2,2010
47,36082756400,3,3,3,3,3,3,3,3,3,2010
64,36816324700,3,3,3,3,8,9,12,12,12,2010
96,7004354274,2,2,2,2,2,2,2,2,3,2010
102,36453712700,5,5,5,5,5,5,5,5,5,2010
108,36190699900,6,6,6,6,6,6,6,6,6,2010
167,55880050400,2,2,2,15,15,15,34,34,34,2010
199,56835894200,3,26,26,28,28,28,28,28,28,2010
207,23567554100,3,5,5,5,5,5,8,8,8,2010
216,36630798700,3,3,3,3,3,3,3,3,3,2010
239,7004173174,2,11,15,15,15,17,17,17,22,2010
243,36713774200,2,2,2,2,2,2,2,3,3,2010
285,54421301400,6,6,6,6,6,6,6,6,6,2010
300,16024795900,4,4,4,4,4,4,4,4,4,2010
304,35773795200,6,6,6,6,6,6,6,6,6,2010
311,36602617400,5,5,5,5,5,5,5,5,5,2010
321,36615299200,4,4,4,4,4,4,4,4,4,2010
338,56417168500,5,5,7,7,8,9,9,9,9,2010
383,8986539700,4,4,4,4,4,4,4,4,4,2010
399,55731374100,5,5,5,5,5,5,5,5,5,2010
416,36664812700,3,3,3,3,3,3,3,3,3,2010
435,55629643800,16,18,18,18,18,18,18,18,18,2010
495,36149156600,14,14,14,14,14,14,14,14,14,2010
501,57196716304,4,4,4,4,4,4,4,4,4,2010
514,36782061800,1,1,1,1,1,1,1,1,1,2010
518,54397760400,3,3,3,3,6,6,6,6,6,2010
541,36060113200,6,6,6,7,7,7,7,7,7,2010
548,6602331414,2,2,2,2,2,2,2,2,2,2010
552,36816589200,3,3,3,3,3,3,3,3,3,2010
566,55617584700,3,3,3,3,3,3,3,3,3,2010
576,36679991000,4,5,5,5,5,5,5,5,5,2010
581,7202920765,33,36,40,40,48,48,102,102,135,2010
605,37061485200,8,12,12,23,23,24,25,25,25,2010
616,6701769322,22,22,22,22,22,22,22,22,22,2010
658,35101799900,1,1,1,3,3,3,3,3,3,2010
680,15760500900,22,22,22,29,40,40,40,56,56,2010
701,6504350389,3,3,3,3,3,3,3,3,3,2010
705,37074222900,4,6,6,6,8,9,9,9,12,2010
719,26041121100,5,5,5,5,5,5,5,5,5,2010
721,57197357863,2,2,2,2,2,2,2,2,2,2010
737,55612084300,3,3,3,3,3,3,3,3,3,2010
762,6602934119,2,5,5,5,5,5,9,9,9,2010
772,36706434100,4,6,6,6,6,6,6,6,6,2010
776,36239540900,9,9,9,9,9,9,9,9,9,2010
789,57205051591,4,10,10,10,10,10,10,10,10,2010
811,35176316700,3,5,7,7,7,7,7,7,7,2010
818,53879643900,2,2,2,2,2,2,2,2,2,2010
826,9040778700,2,3,3,3,3,3,3,3,3,2010
854,8300989400,7,7,7,7,7,7,7,7,7,2010
866,36704068100,6,6,9,9,21,25,25,30,30,2010
901,55256491700,1,3,5,8,8,8,8,10,12,2010
936,37054657100,11,11,11,11,11,11,11,11,11,2010
948,24921132200,9,43,44,58,58,68,83,83,83,2010
970,8859966300,1,1,1,1,1,1,1,1,1,2010
987,36184933300,2,2,2,2,2,2,2,2,2,2010
1002,9842396400,3,3,3,3,3,3,3,5,5,2010
1018,57197793190,7,7,7,7,7,7,7,7,7,2010
1072,24331617300,6,6,6,6,6,6,16,16,16,2010
1105,36622910000,5,5,5,5,5,5,5,5,5,2010
