Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
79,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
137,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
241,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
288,7402790968,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
354,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
382,24766142600,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
398,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
452,6603539998,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2002
468,15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
470,6603646692,2,2,8,8,8,8,8,8,8,10,12,15,15,25,25,25,25,2002
473,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
520,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
574,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
583,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
612,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
622,55813908400,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
768,7201608204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
793,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
836,7003652882,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
868,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
875,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
940,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
969,6507353514,5,5,5,5,7,18,18,18,18,18,18,18,18,18,18,18,18,2002
981,6604061280,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
999,7801552910,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1044,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1193,8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,2002
1255,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
1309,6603060728,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1327,6603614395,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
1412,23098144600,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1433,23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2002
1439,6507573940,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1542,14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70,2002
1566,7201351746,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1568,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
1649,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
1693,7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1740,8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29,2002
1754,6602174692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1763,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1766,6602719731,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1845,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
2029,7006523599,3,3,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2002
2054,6603585567,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2112,7201645571,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
2142,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
2194,7004883672,20,20,20,20,20,20,20,48,61,61,61,61,61,61,61,61,61,2002
2195,55663078600,1,1,1,2,2,2,2,2,2,2,2,7,7,7,7,8,8,2002
2391,55906669600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
2425,6603857535,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2435,23467907100,2,2,2,2,8,8,8,15,17,17,17,17,17,17,17,17,17,2002
2458,6602773226,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,2002
2529,6507545164,1,1,2,2,2,5,5,5,5,5,6,6,6,6,7,7,7,2002
2537,7003821160,2,4,4,4,10,10,11,11,11,11,11,11,11,11,11,11,11,2002
2581,23502006600,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2002
2690,21833890500,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,2002
2722,6507052826,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2753,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
2828,7004408692,21,21,21,21,78,78,78,78,78,78,78,78,89,89,194,194,194,2002
2863,8309001800,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
2865,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
2873,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
2933,23469591600,2,2,2,2,4,5,8,11,11,11,11,11,11,13,14,14,14,2002
2973,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
2997,7003513682,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
3162,57197267116,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,2002
3258,16024863500,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2002
3300,7003765137,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
3420,35801122200,9,9,9,9,11,11,11,14,14,18,18,29,29,29,39,39,39,2002
3421,7006511537,7,7,7,8,8,8,8,8,8,8,8,21,28,28,37,37,37,2002
3435,6504656588,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2002
3496,57193674310,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3520,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
3566,36185608200,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,9,9,2002
3599,6603762778,15,15,49,49,49,49,49,49,49,49,49,49,49,49,77,77,151,2002
3617,55979092400,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
3668,23008795500,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,2002
3678,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
3682,22734966200,2,2,2,2,2,2,2,2,2,2,4,4,7,7,14,14,14,2002
3690,56056677600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3776,15519383700,5,5,5,5,5,5,5,12,14,14,15,15,15,15,15,15,15,2002
3899,22233692500,1,1,1,1,1,5,8,9,11,13,16,17,20,20,20,23,23,2002
3901,12752657500,6,6,6,8,8,10,10,10,10,15,15,15,18,20,21,25,39,2002
3912,7006935878,1,2,2,2,2,4,4,4,4,4,4,4,4,7,10,10,10,2002
3923,57202710626,38,38,38,38,38,38,38,38,38,38,38,38,38,38,46,58,58,2002
3954,6602474518,12,12,12,12,12,12,12,12,38,38,38,38,38,38,38,38,38,2002
4026,6602509654,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
4048,6506144817,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2002
4103,7003299143,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,2002
4172,7005265040,10,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
4173,6603498275,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2002
4226,7003781230,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,2002
4247,55667551800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
4317,6505856692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,2002
4322,7801593197,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2002
4341,23024104800,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,2002
4385,6602076340,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
