Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
16,7003729382,2,2,2,2,2,2014
23,56091446600,5,5,5,5,8,2014
30,6603228789,3,3,3,3,3,2014
57,55892354500,3,3,3,3,3,2014
61,56490304600,2,2,2,2,2,2014
69,57199470231,77,77,77,77,77,2014
73,56003475600,6,6,6,6,6,2014
83,56278368100,4,5,5,5,5,2014
84,55905767600,6,17,24,24,24,2014
115,56764415200,1,1,1,1,1,2014
120,55390323200,2,2,4,4,4,2014
156,55531427200,9,9,9,9,9,2014
204,56080718100,7,7,7,7,7,2014
230,54785262900,4,7,9,9,9,2014
249,7201884734,6,6,6,6,6,2014
271,37110778700,2,2,2,2,2,2014
302,8554454800,8,8,8,8,8,2014
323,55961075000,2,2,2,3,8,2014
324,8920845500,57,57,57,57,57,2014
352,7003376187,14,14,14,14,14,2014
401,7005337879,14,14,14,18,18,2014
410,6506921991,13,13,13,13,13,2014
413,25627283300,6,6,6,6,6,2014
442,35238939800,2,2,2,2,2,2014
456,7101782257,5,5,5,5,5,2014
469,26430482000,1,1,3,3,3,2014
483,7101820325,2,4,6,6,6,2014
502,8210164900,5,5,5,5,5,2014
506,55507392400,4,4,4,4,9,2014
527,7003663098,71,71,104,104,104,2014
530,23989107600,19,19,19,19,19,2014
582,57190798269,12,12,12,12,12,2014
589,7102447001,8,9,9,13,13,2014
600,56323460100,2,4,6,6,7,2014
623,56463148700,63,63,63,63,63,2014
638,7102700855,1,1,1,1,1,2014
656,6603551671,6,6,6,6,6,2014
666,6507989604,4,4,4,4,4,2014
671,56056477500,3,5,5,5,5,2014
697,35292611200,5,5,5,5,5,2014
704,55513194100,6,16,16,16,16,2014
714,56515297200,18,18,18,18,18,2014
724,36170379700,3,3,3,3,3,2014
729,57201265019,4,4,4,4,4,2014
775,55210404700,2,5,5,5,5,2014
798,7103381652,57,57,185,185,223,2014
825,56724226600,3,3,3,3,3,2014
831,34978108100,22,22,22,22,22,2014
864,56368652700,3,3,3,3,3,2014
865,7003288074,69,69,69,69,69,2014
884,36665846700,12,12,12,12,12,2014
894,56442094500,1,1,1,1,1,2014
899,6701814469,4,4,4,4,4,2014
928,55800824800,6,6,6,6,6,2014
974,56303734800,4,4,4,4,4,2014
984,53364401900,1,1,2,2,2,2014
1005,56600628100,2,2,3,3,3,2014
1019,35225209300,1,1,1,1,1,2014
1034,55845598600,1,3,4,4,4,2014
1037,7102504355,68,68,68,68,68,2014
1042,55056139500,2,2,2,2,6,2014
1052,14826391900,10,10,20,20,28,2014
1055,6602070971,3,3,3,3,3,2014
1058,7006055356,5,11,20,23,26,2014
1063,35794846500,8,8,8,8,8,2014
1104,56600853100,2,2,2,2,2,2014
1121,7006300324,6,8,8,8,8,2014
1127,8331410200,29,29,29,29,29,2014
1141,26540948400,1,1,1,1,1,2014
1155,56305144400,7,7,7,7,7,2014
1161,6602131692,3,3,3,3,3,2014
1171,55329916500,3,3,48,48,48,2014
