Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
20,54793525200,4,4,4,4,4,4,2013
26,36059257800,11,11,11,11,11,11,2013
40,8729407200,3,3,3,3,3,3,2013
63,52264444300,3,3,3,5,5,6,2013
97,55920057000,3,3,3,4,4,5,2013
123,7006779373,3,3,3,3,3,3,2013
147,26648420600,10,10,14,14,14,14,2013
161,55270360400,2,2,2,2,2,2,2013
166,55957287600,4,4,4,4,4,4,2013
221,35797185000,5,5,5,15,23,28,2013
233,55371043400,3,3,3,3,3,3,2013
234,6602806420,11,11,11,11,11,23,2013
244,6603322853,2,2,2,2,2,2,2013
292,26435260800,3,3,3,3,3,3,2013
327,25926681900,3,3,3,3,3,3,2013
333,56257600100,5,5,5,5,5,5,2013
347,55858603300,3,3,3,3,3,3,2013
373,55604303000,10,11,11,11,11,11,2013
388,13609644600,1,1,1,1,1,1,2013
397,55838084400,7,8,8,9,9,9,2013
402,56102203000,5,5,5,5,5,5,2013
436,55904512100,4,5,5,5,5,5,2013
438,56541162300,7,7,7,7,7,7,2013
448,8604666200,9,67,67,84,86,86,2013
460,56109985500,2,2,2,2,2,2,2013
475,36473088400,3,3,3,5,5,5,2013
481,56389400700,1,4,4,4,4,4,2013
484,55438117400,2,4,4,13,16,20,2013
505,55903287600,4,4,4,4,4,4,2013
519,7102700826,28,28,28,28,28,28,2013
525,55900690200,3,3,3,4,4,4,2013
538,35253987700,11,11,11,11,11,11,2013
562,8837828900,3,3,3,3,3,7,2013
579,55831215500,4,4,4,4,4,4,2013
584,55761197000,4,4,4,4,4,4,2013
592,56369577300,19,21,21,21,21,21,2013
607,37015515400,6,6,6,6,6,6,2013
619,54781272800,2,3,3,3,3,4,2013
633,36150748300,14,14,14,14,14,14,2013
646,55929318800,2,2,2,2,5,5,2013
681,25927422700,4,9,13,20,20,20,2013
684,56005372600,5,5,7,7,7,7,2013
751,35550570600,13,13,13,13,23,34,2013
757,55750042900,8,8,8,8,8,8,2013
759,15128362900,56,56,56,56,56,56,2013
795,7202287838,7,8,8,8,8,8,2013
821,35280782200,16,16,16,85,85,106,2013
837,20734416800,17,17,17,17,17,17,2013
848,56286839800,14,14,14,14,14,14,2013
892,55807665000,2,3,3,3,3,3,2013
922,55683066300,2,2,2,2,2,2,2013
924,56217035300,11,11,11,11,11,11,2013
931,45561600000,5,5,5,5,5,5,2013
944,57164080900,2,2,2,2,2,2,2013
946,36646743000,6,6,6,6,6,6,2013
956,55970755000,4,4,4,4,4,4,2013
968,57197244479,5,5,5,5,5,5,2013
971,25928517500,5,5,5,5,5,5,2013
1017,55858739400,2,2,2,4,6,6,2013
1043,55709131800,7,7,7,7,15,15,2013
1124,39262374300,26,26,26,26,26,26,2013
1142,9735045400,7,7,7,7,7,7,2013
1169,55931016700,3,7,7,7,7,7,2013
1179,55777480900,1,1,1,1,1,1,2013
1181,55841369000,8,8,8,8,8,8,2013
1219,7007079554,6,6,6,6,6,6,2013
1236,55670793800,1,1,1,1,1,1,2013
1237,57196879231,4,4,4,4,4,4,2013
1239,55931466000,7,7,7,7,7,7,2013
1243,56345862400,1,1,1,1,1,1,2013
1261,55428884500,2,2,2,2,2,2,2013
1263,54909671300,13,13,13,13,13,13,2013
1278,36190041200,2,2,2,2,2,2,2013
1310,55808070264,4,4,4,4,4,4,2013
1317,57193393436,4,4,4,4,4,4,2013
1321,49863868100,6,6,7,7,7,24,2013
1341,8965072400,4,4,4,4,4,4,2013
1356,25928513900,2,2,2,2,2,2,2013
1382,8399247300,21,21,21,21,21,21,2013
1430,6602787035,9,9,9,9,9,9,2013
1460,6602939936,2,2,2,2,2,2,2013
1472,36976154200,2,2,2,2,2,2,2013
1476,7006174947,5,5,14,14,14,14,2013
1505,6602872701,4,4,4,4,4,4,2013
1512,36239838900,6,6,6,6,6,6,2013
1517,7102584852,28,28,28,28,28,28,2013
1531,7102983481,30,30,30,30,30,30,2013
1558,55795114700,1,1,1,1,1,1,2013
1571,7202055375,5,5,5,5,5,5,2013
1580,25930261100,1,1,1,1,1,1,2013
1586,35208956000,6,6,6,6,6,6,2013
1627,36118515400,6,6,9,13,13,13,2013
1667,36995324000,11,11,11,11,11,11,2013
1676,57195223531,3,3,3,3,3,3,2013
1678,55832007200,4,6,6,6,6,6,2013
1689,10641460400,2,2,2,2,2,2,2013
1715,6603830599,4,4,4,4,4,4,2013
1721,56111299400,1,1,1,1,1,8,2013
1725,7202617752,10,10,10,10,10,10,2013
1752,35366753200,4,4,4,4,4,4,2013
1782,37049364000,6,6,6,6,6,6,2013
1802,24377070700,5,5,5,5,5,5,2013
1831,56029229600,3,3,3,3,3,3,2013
1841,55674134300,6,6,6,6,10,10,2013
1849,24832842100,4,4,4,4,4,4,2013
1850,57202728026,10,10,10,10,10,10,2013
1852,55923917000,3,3,3,3,3,3,2013
1854,54956611300,16,16,16,16,16,16,2013
1863,55320816500,3,3,3,3,3,3,2013
1929,8727472200,7,7,7,7,7,11,2013
1939,15078106100,5,5,6,6,6,6,2013
1993,55987946100,3,3,3,3,3,3,2013
2014,7003374609,5,5,5,5,5,5,2013
2035,55640254200,3,6,6,6,6,6,2013
2039,34568899900,2,3,3,3,3,3,2013
2083,23009446000,1,1,1,1,1,1,2013
2097,15074252500,2,5,7,18,21,25,2013
2107,55837664100,11,13,13,13,13,13,2013
2110,55903521500,3,3,3,3,3,3,2013
2114,6701477696,5,5,5,5,8,8,2013
2140,55955445300,2,3,3,3,3,3,2013
2143,55021679700,5,5,5,5,5,5,2013
2162,14422458400,1,1,1,1,1,1,2013
2175,57198168106,4,4,4,4,4,4,2013
2186,7004171185,8,8,8,8,8,8,2013
2187,10041238300,1,2,2,3,3,3,2013
2227,35615666700,2,2,2,2,2,2,2013
2271,57007439300,3,3,3,3,3,3,2013
2319,6701737326,7,7,7,7,7,7,2013
2320,55871289700,3,3,3,3,3,3,2013
2363,55917877700,2,2,2,2,2,2,2013
2366,23478400900,5,5,5,5,5,5,2013
2371,41961372400,2,2,2,4,4,9,2013
2379,55975998700,8,8,8,8,8,8,2013
2396,7003634626,2,2,2,2,2,2,2013
2448,7003515926,4,4,4,4,4,4,2013
2456,31767646100,2,2,2,2,2,2,2013
2496,55485122200,3,3,3,3,3,3,2013
2508,55571509800,2,2,2,2,2,5,2013
2543,35564861900,3,3,3,3,3,3,2013
2561,55603262100,2,2,3,4,4,4,2013
2567,35181960300,5,9,9,9,9,18,2013
2575,57200721544,3,3,3,3,3,3,2013
2586,8513414100,4,7,10,15,20,20,2013
2615,57198463577,3,3,3,3,3,3,2013
2626,56591443100,2,2,2,2,2,2,2013
2655,16237841500,2,2,2,2,2,2,2013
2656,55869182000,3,3,3,3,3,3,2013
2662,55246289100,2,2,2,2,2,2,2013
2663,8703209000,3,3,3,3,3,3,2013
2696,36161830500,26,26,26,30,30,30,2013
2761,36094694600,5,5,5,5,5,5,2013
2764,36855362600,10,10,10,16,16,16,2013
2768,6505966240,1,1,1,1,1,3,2013
2814,6508002705,9,9,9,9,16,16,2013
2852,6602751489,12,12,12,12,12,12,2013
2864,6701689134,2,2,2,2,2,2,2013
2871,6506901500,10,10,10,10,10,10,2013
2882,43660905100,18,18,18,18,18,18,2013
2896,6602555468,6,6,6,6,6,6,2013
2928,55597090100,1,1,1,1,1,1,2013
2939,55233920300,9,9,9,9,9,9,2013
2941,57203626571,11,18,18,18,18,18,2013
2954,55904511300,6,6,6,6,6,6,2013
2971,36660402800,4,4,4,4,4,4,2013
2979,55489559800,4,4,4,4,4,4,2013
3000,35747438500,14,14,14,14,14,14,2013
3009,57201763346,15,15,15,15,15,15,2013
3050,54683658600,2,2,3,3,3,3,2013
3070,54785844700,7,8,8,8,8,8,2013
3073,23135435500,4,4,4,4,4,4,2013
3089,36161869800,1,1,1,1,1,1,2013
3132,23567665900,2,2,2,2,2,2,2013
3138,56031575900,4,4,4,4,4,4,2013
3176,25822734300,9,9,13,13,13,13,2013
3191,55614124800,7,7,7,7,7,7,2013
3195,57203337551,4,4,4,16,16,16,2013
3196,55409675400,14,19,19,19,19,19,2013
3220,42761053200,7,7,7,8,8,8,2013
