Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
70,7003667638,1,1,1,1,1,1,1,1,1,1,2009
72,7005152559,2,2,2,4,4,4,4,4,4,4,2009
89,7102067286,2,2,2,2,2,2,2,2,2,2,2009
94,14631570600,10,10,10,10,10,10,10,10,10,10,2009
95,57159978600,3,3,3,3,3,3,3,3,3,3,2009
99,24288728800,8,11,13,16,26,28,37,39,50,50,2009
113,7801486018,6,6,6,6,6,6,6,6,6,6,2009
134,7101647136,8,8,8,8,8,8,8,8,8,8,2009
136,36069432900,1,1,1,1,1,1,1,1,1,1,2009
193,35114583400,8,8,8,8,8,8,8,8,8,8,2009
218,26430511700,3,3,3,3,3,3,3,3,3,3,2009
257,6506844420,4,4,4,4,4,4,4,4,4,4,2009
283,23009028700,2,4,4,8,8,8,8,8,8,8,2009
295,15925920700,3,3,3,3,3,3,3,3,3,3,2009
303,7403291857,3,3,3,3,3,3,3,3,3,3,2009
331,7102555799,6,6,65,65,65,65,66,66,66,66,2009
359,35225421300,7,7,7,7,7,7,7,7,7,7,2009
362,36103964500,7,7,7,7,7,13,13,13,13,13,2009
376,7006495003,4,4,4,4,4,4,4,4,4,4,2009
391,15835646600,3,3,3,3,3,3,3,3,5,5,2009
424,35070019100,2,2,2,4,4,4,5,5,5,7,2009
455,26321761100,1,1,3,5,5,5,5,5,5,5,2009
498,9740828000,7,7,7,7,7,7,7,7,7,7,2009
515,56641408700,2,2,2,2,2,2,2,2,2,2,2009
537,57196302792,4,4,4,4,4,4,4,4,4,4,2009
543,57197695978,5,5,5,5,5,5,5,5,5,5,2009
550,24922890200,3,3,3,3,3,3,3,3,3,3,2009
572,36115275500,16,16,16,16,16,16,16,16,16,16,2009
578,56175534000,5,5,5,5,5,5,5,5,5,5,2009
594,6506116372,7,7,7,22,22,22,35,35,35,35,2009
599,24484862400,6,6,6,6,6,6,6,6,6,6,2009
604,7005810184,2,2,2,2,2,5,5,5,5,5,2009
618,35168696400,4,6,6,6,6,6,6,6,6,6,2009
628,57193510529,3,3,3,3,21,21,21,21,21,21,2009
663,35146083500,6,6,6,6,6,6,6,6,6,6,2009
708,36715149800,3,3,3,9,9,13,14,22,22,22,2009
733,6507056350,2,2,2,6,10,10,10,10,10,10,2009
752,56393147900,4,4,4,4,4,4,4,4,4,4,2009
788,23393096300,18,18,18,19,19,19,19,19,19,19,2009
801,7003479767,3,3,3,3,9,9,9,9,9,34,2009
820,7005125073,4,4,4,4,4,4,4,4,4,4,2009
822,26435119700,3,3,3,6,6,6,9,9,9,9,2009
832,7403518693,9,9,9,9,9,9,9,9,9,9,2009
839,6701689507,3,3,3,3,3,3,3,3,3,3,2009
855,6506579443,10,10,10,10,10,10,10,10,10,13,2009
860,36022789600,5,5,9,9,9,9,9,9,9,9,2009
871,16175168500,15,15,21,21,21,21,21,21,21,21,2009
874,56854900700,3,3,3,3,3,3,3,3,3,3,2009
909,6602752766,7,7,7,8,8,8,8,8,8,8,2009
923,57192816670,4,4,4,4,4,4,4,4,4,4,2009
933,6505792378,6,6,6,6,6,6,6,6,6,6,2009
941,55788281700,12,12,12,12,12,12,12,12,12,12,2009
953,57197475266,3,3,3,3,3,3,3,3,3,3,2009
965,7003713793,3,3,3,3,3,3,3,3,3,3,2009
967,7004058432,1,1,1,1,1,1,1,1,17,17,2009
988,55617514600,6,7,7,7,7,7,7,7,7,7,2009
989,22035688000,2,2,2,2,2,2,2,2,2,2,2009
997,35191179100,1,3,3,5,5,5,5,5,5,5,2009
1012,55445085200,2,2,2,4,5,5,6,9,9,9,2009
1026,55497329900,1,1,1,1,1,1,1,1,1,1,2009
1065,35168386600,4,4,4,4,4,4,4,4,4,4,2009
1099,56618197800,2,8,10,11,11,11,11,11,11,11,2009
1103,57131392800,2,2,2,2,2,2,9,9,9,13,2009
