Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
26,55782381000,4,4,4,4,4,4,4,4,2011
30,26326181300,5,5,5,5,5,5,5,5,2011
35,55703470300,5,5,5,5,5,5,5,5,2011
36,21834460700,2,2,2,2,5,5,5,5,2011
59,23992392000,3,3,3,9,20,23,34,47,2011
60,56130684200,1,1,1,2,2,2,2,2,2011
77,36470798500,2,2,2,2,2,2,2,2,2011
91,6507052437,2,2,2,2,2,2,2,2,2011
105,36968078200,3,3,3,3,3,3,3,3,2011
130,7402390313,6,6,23,23,34,34,34,34,2011
171,7004075579,2,2,2,2,2,2,2,2,2011
218,55697141200,3,3,3,3,3,3,3,3,2011
230,7801501276,2,3,3,3,3,3,3,3,2011
306,54782929300,3,6,8,8,8,8,8,8,2011
314,55365525700,3,4,4,4,4,4,4,4,2011
327,36630293400,5,5,5,8,8,8,11,18,2011
331,25655625500,5,5,5,6,6,6,6,6,2011
349,54418970200,3,4,4,4,4,4,4,4,2011
375,54385715900,2,2,2,2,2,2,2,2,2011
417,35147655600,2,2,2,2,2,2,2,2,2011
455,54581450400,3,3,3,3,3,3,3,3,2011
459,57204251333,2,2,2,2,2,5,5,5,2011
463,8548822000,2,2,2,2,2,21,21,21,2011
466,37098567800,2,2,2,2,2,2,2,2,2011
474,56630223900,6,6,6,6,6,6,6,6,2011
494,52063624000,2,2,2,7,7,7,7,7,2011
518,55879881900,5,5,5,5,5,5,5,5,2011
527,20436676300,10,10,10,10,10,10,10,10,2011
557,57197368654,3,3,3,3,3,3,3,3,2011
574,6701530007,2,2,2,2,2,2,2,2,2011
576,6602777491,5,5,5,5,5,5,5,5,2011
620,55949278200,19,19,19,19,19,19,19,19,2011
647,26664442500,4,4,4,4,7,7,7,7,2011
649,18039116600,3,3,3,3,3,5,5,5,2011
662,36604994100,11,20,20,20,20,20,20,20,2011
681,7007101008,1,1,1,1,1,1,1,1,2011
700,47561820800,1,1,2,2,2,2,2,2,2011
713,6507554768,4,4,4,4,4,4,4,4,2011
720,23394147700,1,1,1,1,1,1,1,1,2011
731,37078850100,2,2,2,2,2,2,2,2,2011
747,35179399600,1,1,1,1,1,1,4,4,2011
774,54787423300,2,2,2,2,2,2,2,2,2011
809,55604995900,83,83,83,83,83,83,83,83,2011
886,55012140900,2,2,2,2,2,2,2,2,2011
930,6601978855,6,6,6,6,6,6,6,6,2011
978,37014450100,2,2,2,2,2,2,2,2,2011
997,55485710100,5,5,5,5,5,5,5,5,2011
998,57194379165,22,22,22,22,22,22,22,22,2011
1015,55037267000,5,5,6,6,6,6,6,6,2011
1022,55243567700,27,27,43,43,43,43,43,43,2011
1036,9842095300,23,23,23,23,23,23,23,23,2011
1053,36470629500,4,4,4,4,4,4,4,4,2011
1061,51160988500,4,4,4,4,4,4,4,4,2011
1101,7005019635,5,5,5,5,5,5,5,5,2011
1150,7101999997,1,1,1,1,1,1,1,1,2011
1163,57198958092,30,30,30,30,30,30,30,30,2011
1169,7101622901,11,11,11,11,11,11,11,11,2011
1199,6603604335,21,21,21,21,21,21,21,21,2011
1217,56264752700,2,2,2,2,2,2,2,2,2011
1218,15065466400,27,27,27,27,27,27,27,27,2011
1220,36006997600,3,3,3,3,3,3,3,3,2011
1233,15827964300,3,3,4,4,4,4,4,4,2011
1236,57204338494,2,2,9,9,9,9,9,9,2011
1253,53866336800,4,4,4,4,4,4,4,4,2011
1272,35114206300,4,4,4,4,4,4,4,4,2011
1277,7202272125,6,6,6,6,6,6,6,6,2011
1278,8706839200,5,5,5,5,5,5,5,5,2011
1284,6603385975,19,33,33,33,33,33,33,33,2011
1299,57198949453,2,2,2,2,2,2,2,2,2011
1335,9278228200,7,7,7,7,7,7,7,7,2011
1343,6602651468,1,6,6,6,9,9,9,31,2011
1351,37019846000,3,6,6,6,6,6,6,6,2011
1358,49961119100,3,3,3,3,3,3,3,3,2011
1373,22034668700,7,10,10,10,15,15,20,23,2011
1380,6603406483,7,20,24,34,44,44,46,46,2011
1418,55545555900,7,7,7,7,7,7,7,7,2011
1445,8944381100,6,7,7,7,7,10,13,15,2011
1458,54685089900,6,6,6,6,6,6,6,6,2011
1486,36477425800,4,4,4,4,4,4,4,4,2011
1518,24802097000,2,2,2,2,2,2,2,2,2011
1534,56229122400,9,9,9,9,9,9,9,9,2011
1558,55994382800,16,16,16,16,16,16,16,16,2011
1568,54414075600,5,5,5,5,5,5,5,5,2011
1581,56221193200,3,3,3,3,3,3,3,3,2011
1587,57198487436,9,9,9,19,19,19,19,19,2011
1599,55377127000,3,3,3,3,3,3,3,3,2011
1608,8227179100,5,5,5,5,11,11,11,11,2011
1631,55400445700,4,4,4,4,4,4,4,4,2011
1658,25647614400,1,1,1,1,1,1,1,1,2011
1672,7004283739,31,31,31,31,31,31,31,31,2011
1674,9435414200,5,5,5,5,106,106,106,106,2011
1681,54784727400,7,9,9,9,9,9,9,9,2011
1707,6507183828,3,3,3,3,3,3,3,3,2011
1722,57204984529,8,8,8,8,8,8,8,8,2011
1742,23004694400,4,4,4,4,4,4,4,4,2011
1745,15044594600,8,8,8,12,12,12,12,12,2011
1755,55151451200,8,8,8,8,8,8,8,8,2011
1791,42061239000,1,1,1,1,1,1,1,1,2011
1809,36623560000,4,7,7,8,8,8,8,8,2011
1838,36946560600,4,4,4,4,4,4,4,4,2011
1851,55332747500,4,4,4,4,4,4,4,4,2011
1861,23994216000,3,3,3,3,3,3,3,3,2011
1881,57197623278,5,5,5,5,5,5,5,5,2011
1910,24167042300,8,8,8,8,8,8,8,21,2011
1915,7201968190,3,3,4,4,4,4,4,4,2011
1947,7401671525,8,8,8,8,8,8,8,8,2011
1959,7102450485,25,45,45,45,45,45,45,45,2011
1970,24466625100,7,7,7,7,7,7,7,7,2011
1991,16053572300,22,22,22,22,22,22,22,22,2011
2027,7401962189,6,6,6,6,6,6,6,6,2011
2038,54784244900,5,5,5,5,5,5,5,5,2011
2044,7006393973,1,1,1,1,1,1,1,1,2011
2114,24822396600,7,7,7,7,7,7,7,7,2011
2145,13609434300,3,3,3,3,3,3,3,3,2011
2168,25932354300,5,5,6,6,6,6,6,6,2011
2175,49861227900,5,5,6,6,6,6,6,6,2011
2196,42861031600,5,5,5,5,5,5,5,5,2011
2197,55408018500,3,3,3,3,3,3,3,3,2011
2219,35789654300,8,8,8,8,8,8,8,8,2011
2260,52663141600,6,6,6,6,6,6,6,6,2011
2274,55364554500,2,2,2,2,2,2,2,6,2011
2278,50862036300,2,2,2,2,2,2,2,2,2011
2282,49962436100,3,3,3,3,3,3,3,3,2011
2289,48361077400,3,3,3,3,3,3,3,3,2011
2294,57198286325,4,4,4,4,4,4,4,4,2011
2315,53879853400,4,4,9,9,9,9,9,9,2011
2325,41461553900,3,3,3,3,3,3,3,3,2011
2333,55351571300,3,3,3,3,3,3,3,3,2011
2345,57202700125,2,2,2,2,2,2,2,2,2011
2365,7005556216,4,4,4,4,4,4,4,4,2011
2367,55290799900,2,2,3,3,3,3,3,3,2011
2374,12042097500,8,8,8,8,8,8,8,8,2011
2420,26423751700,2,5,5,5,5,5,5,5,2011
2421,7004401312,6,6,6,6,6,6,6,6,2011
2494,37029140600,9,9,9,9,9,9,9,9,2011
2509,51261004400,9,9,9,9,9,9,9,16,2011
2513,23111927200,3,3,3,3,3,3,5,11,2011
2525,23668851400,2,2,2,2,2,2,2,2,2011
2532,56359185800,4,4,4,4,4,4,4,4,2011
2536,57196994175,9,9,9,9,9,9,9,9,2011
2544,22135401000,12,31,34,47,51,54,54,67,2011
2586,55890911000,3,3,3,3,3,3,3,3,2011
2595,49964684100,4,4,4,4,4,4,4,4,2011
2604,54783392500,4,4,4,4,4,4,4,4,2011
2673,54279354400,2,2,3,8,11,11,12,12,2011
2741,52365240600,2,2,2,2,2,2,2,2,2011
2764,7005674149,2,2,2,2,2,2,2,2,2011
2768,57205013279,4,9,14,16,19,22,30,33,2011
2770,36801266700,3,3,4,4,4,4,4,4,2011
2780,54954314500,2,2,2,2,2,3,3,3,2011
2785,50861918300,1,2,2,2,2,6,6,6,2011
2787,54390851400,5,5,5,5,5,5,5,5,2011
2856,8521225800,14,14,14,14,14,14,14,14,2011
2870,6701620580,31,31,31,31,31,31,31,31,2011
2874,7005350867,1,1,1,4,4,4,4,4,2011
2883,54397650200,4,4,20,24,25,25,25,25,2011
2886,10041139900,19,19,19,19,19,19,19,19,2011
2891,22434005800,11,11,11,11,11,11,11,11,2011
2906,26423926500,3,3,3,3,3,3,3,4,2011
2935,44461016500,6,6,6,6,6,6,6,6,2011
2941,57196581075,2,2,2,3,3,3,3,9,2011
2948,23566461000,28,28,28,28,28,28,28,28,2011
2966,36719811900,4,4,4,5,5,5,5,5,2011
2972,6701612707,25,25,25,25,25,25,25,25,2011
2974,35914730700,6,6,6,6,6,6,6,6,2011
2977,7407540363,8,8,8,8,8,8,8,8,2011
2978,23006238400,5,5,5,5,5,5,5,5,2011
2983,54782089500,3,3,3,3,3,3,3,3,2011
2984,17433927500,2,2,2,2,2,2,2,2,2011
2987,36894943500,6,6,6,6,6,6,6,6,2011
2990,7202407853,4,4,4,4,4,4,7,7,2011
2999,36895551700,2,2,2,2,2,2,2,2,2011
3000,7005367847,4,4,4,4,4,4,4,4,2011
3012,37029286800,6,6,6,6,6,6,6,6,2011
3027,8613497700,2,2,2,4,4,4,4,6,2011
3053,8684899100,1,4,4,4,4,4,4,4,2011
3066,36560648100,6,6,6,6,6,6,6,6,2011
3067,54386864900,2,2,2,2,2,2,2,2,2011
3074,57195736387,2,2,4,4,4,5,5,5,2011
3127,35911137100,3,3,3,3,3,3,3,3,2011
3158,42760967800,3,3,3,3,3,3,3,3,2011
3162,6602877914,5,5,5,5,5,5,5,5,2011
3163,35218669700,3,3,3,3,3,3,3,3,2011
3186,50262394700,4,4,6,6,6,6,6,6,2011
3192,7004246625,13,13,13,13,13,13,13,13,2011
3200,6602093177,2,2,2,2,2,2,2,5,2011
3212,7004640909,34,35,35,35,35,35,35,35,2011
3227,56219133500,2,2,2,2,2,2,2,2,2011
3236,35549610800,7,7,7,7,7,19,19,19,2011
3244,41761306000,6,6,9,11,11,11,20,20,2011
3248,7005948509,3,3,3,3,3,3,3,3,2011
3266,36241395400,2,2,2,2,2,2,2,2,2011
3273,54408408300,5,5,5,5,5,5,5,5,2011
3286,6602459379,4,4,4,4,4,4,4,4,2011
3296,55102895800,2,2,2,2,2,2,2,2,2011
3303,6603754749,4,4,4,4,4,4,4,4,2011
3312,39960920400,10,10,10,10,10,10,10,10,2011
3358,16176698800,3,3,3,3,3,3,3,3,2011
3370,26664445300,4,4,4,4,4,4,7,14,2011
3391,56614550100,4,4,4,4,4,4,4,4,2011
3398,56241738400,4,4,4,4,4,4,4,4,2011
3400,14034379500,5,5,5,5,5,5,5,5,2011
3405,35203239100,6,6,6,6,6,6,10,10,2011
3429,53880698700,4,11,11,11,11,11,11,11,2011
3440,54387180500,3,3,3,3,3,5,7,7,2011
3442,54894894800,6,6,6,6,6,6,6,6,2011
3446,55414263600,4,6,10,10,10,10,10,10,2011
3475,8596697100,83,83,83,83,83,83,83,83,2011
3479,54782256100,3,3,3,17,17,17,17,17,2011
3501,7003525284,8,10,10,10,10,12,12,12,2011
3520,35516283100,7,7,7,7,7,7,7,7,2011
3540,38662366200,3,3,4,4,4,4,4,4,2011
3569,22986910200,13,25,25,25,25,25,25,25,2011
3590,8213202100,6,6,6,6,6,6,6,6,2011
3606,22936171000,1,3,3,3,3,4,4,4,2011
3636,35510519500,21,30,36,37,46,46,46,46,2011
3737,57199208151,9,9,9,9,9,9,9,9,2011
3754,12804868900,44,44,44,44,44,44,44,44,2011
3757,23974416400,3,3,3,3,3,3,3,3,2011
3763,24438065100,5,5,5,5,6,11,11,11,2011
3768,6508309923,1,1,2,2,3,3,3,3,2011
3816,22233631200,4,4,4,4,4,4,4,4,2011
3821,35932001900,3,3,3,3,6,6,6,6,2011
3830,36703884500,18,18,18,18,18,18,18,18,2011
3834,36451587700,2,2,2,2,2,2,2,2,2011
3877,35318766200,18,18,18,18,18,18,18,18,2011
3885,56021708900,3,3,3,3,3,3,6,6,2011
3930,35546193800,5,5,5,5,5,5,5,5,2011
3935,9240440400,3,4,4,7,7,7,7,7,2011
3964,35076902200,2,2,2,5,9,9,11,13,2011
3969,7004859994,5,5,5,5,5,5,5,5,2011
4000,54420469800,3,4,4,4,6,6,6,6,2011
4010,55026398600,3,3,3,3,3,3,3,3,2011
4039,55989034700,3,3,3,3,3,3,3,3,2011
4041,7004105025,60,60,60,60,60,60,60,60,2011
4064,50861582000,4,4,4,4,4,10,10,20,2011
4088,57197232107,2,2,3,3,3,3,3,3,2011
4107,6602935643,4,4,5,5,5,5,5,5,2011
4119,36967581400,2,2,2,2,2,2,2,2,2011
4148,36627499100,5,5,5,5,5,5,5,5,2011
4152,52063134100,6,6,6,6,6,6,6,6,2011
4153,54684373900,2,3,3,3,6,6,8,8,2011
4177,6701741232,1,1,1,1,1,2,2,2,2011
4195,54584924900,2,2,2,2,2,2,2,2,2011
4211,26532458800,12,12,12,12,12,12,12,12,2011
4239,38361356300,5,5,5,5,5,5,5,5,2011
4252,7003527247,3,3,3,3,3,3,3,3,2011
4258,48862067500,3,3,3,3,3,3,3,3,2011
4279,55030331800,2,2,2,2,2,2,2,2,2011
4293,49061068500,3,3,3,3,3,3,3,3,2011
4316,6701344150,83,83,83,83,83,83,83,83,2011
4335,36342837600,5,5,5,10,10,10,16,16,2011
4353,8950100000,4,4,7,7,7,7,10,10,2011
4357,57188756558,28,28,28,28,28,28,28,28,2011
4375,55391395500,2,2,2,2,2,2,2,2,2011
4377,56131633400,5,5,5,6,6,6,6,6,2011
4403,54917581400,1,2,2,2,2,2,2,2,2011
4419,56839604800,3,3,3,3,3,3,3,3,2011
4421,7003771208,3,3,3,3,3,3,3,3,2011
4452,35253501500,3,3,3,3,3,3,3,3,2011
4526,55875407100,8,10,15,35,44,74,76,113,2011
4538,23977452100,10,10,10,10,10,10,10,10,2011
4573,48861364100,4,4,4,6,6,6,6,6,2011
4599,49864608600,3,3,3,3,3,3,3,5,2011
4609,26655966100,13,17,17,17,17,17,17,17,2011
4619,6602389278,13,13,13,13,13,13,13,13,2011
4639,37085117000,4,4,4,4,4,11,11,11,2011
