Unnamed: 0,ID,2016,2017,2018,start_year
43,42061855800,4,64,64,2016
44,57190745554,4,4,4,2016
51,56365987700,3,5,5,2016
68,56707356100,2,2,4,2016
88,7006062519,9,9,9,2016
89,57194657295,11,11,11,2016
93,6602350090,72,72,72,2016
107,10639679200,6,6,6,2016
128,6507310196,4,4,4,2016
129,55892431600,5,5,5,2016
153,57189664712,11,11,11,2016
170,55210333600,3,4,4,2016
184,57190943852,7,7,7,2016
200,55505575800,3,9,11,2016
203,8702625800,3,3,3,2016
207,57189213486,3,3,3,2016
214,6505920789,4,4,4,2016
216,56383419500,36,36,100,2016
221,56146573000,2,2,4,2016
224,57188342600,3,3,3,2016
265,56045574200,13,13,13,2016
269,57191039090,3,3,3,2016
270,57192371813,3,3,3,2016
278,55256351900,4,4,4,2016
282,7201365464,3,3,3,2016
288,57189311190,14,14,14,2016
290,57192295130,21,21,21,2016
294,57197672885,3,7,10,2016
301,57189344824,82,82,82,2016
319,57189072926,3,3,3,2016
323,31767729700,9,9,9,2016
324,42261460000,2,2,2,2016
350,56593116100,26,26,26,2016
354,57190300756,5,5,5,2016
368,23995705900,3,3,3,2016
370,6506951919,1,1,1,2016
378,55601764600,10,10,10,2016
385,55825941600,18,18,18,2016
427,57193573205,41,41,41,2016
431,57192384032,3,3,7,2016
439,57160175300,17,17,17,2016
509,57188752250,15,29,34,2016
514,56365321500,22,22,22,2016
523,57188733509,6,6,6,2016
532,52364876700,16,16,16,2016
570,18041833800,4,4,4,2016
571,6701834930,4,6,6,2016
599,54987307300,45,92,92,2016
613,57188671611,4,4,4,2016
618,57192593045,11,11,11,2016
629,37120574600,5,5,5,2016
632,6506564716,27,27,27,2016
656,57200630510,19,33,33,2016
673,16176209200,5,5,5,2016
685,57191052229,3,3,3,2016
687,6603757179,38,38,38,2016
738,57115512200,3,3,3,2016
742,57204698668,82,82,82,2016
756,22333378700,3,3,3,2016
760,7404782905,33,33,33,2016
771,8966521400,27,27,27,2016
780,57193797107,3,3,3,2016
788,57191737813,5,5,5,2016
799,57207661131,5,5,8,2016
807,57188678994,4,5,5,2016
814,35406320300,50,50,83,2016
820,36184972700,8,8,8,2016
825,56786364600,8,8,8,2016
831,7004053293,2,2,2,2016
859,57192701376,4,4,4,2016
896,57192237482,14,14,14,2016
901,57186398400,5,5,5,2016
902,57192834926,15,15,15,2016
919,56078096600,3,3,3,2016
924,55991728800,33,33,33,2016
934,56489833200,81,81,81,2016
938,35477147000,8,8,8,2016
949,57188754440,5,5,5,2016
957,36614634800,3,3,3,2016
979,16418291100,1,1,1,2016
981,7003429854,8,8,8,2016
1031,54683397000,4,4,4,2016
1045,57191363595,4,4,4,2016
1066,51061122800,15,15,15,2016
1081,57191475737,6,6,11,2016
1093,57190124242,3,3,3,2016
1103,57188590869,8,8,8,2016
1111,36623493800,3,3,16,2016
1140,56568363800,4,7,8,2016
1145,57193699117,4,4,4,2016
1157,56158697000,5,5,5,2016
1166,56074173200,2,2,2,2016
1202,57190948026,2,2,2,2016
1232,56103590300,4,4,8,2016
1262,55967652800,10,10,10,2016
1273,57189220123,32,32,32,2016
1298,57191711457,87,87,120,2016
1322,56419270600,6,6,6,2016
1334,57192682800,2,2,2,2016
1377,57202228246,4,4,8,2016
1403,35590499600,5,5,5,2016
1417,35520065000,5,5,5,2016
1428,57197478894,3,3,3,2016
1439,57191628140,3,3,4,2016
1444,9635513900,7,7,7,2016
1455,57193659335,4,4,8,2016
1459,57184343300,9,9,9,2016
1474,56624557600,4,4,4,2016
1478,55844557900,4,4,4,2016
1504,56736946700,9,9,9,2016
1524,56963453400,7,7,10,2016
1598,57202489667,19,19,19,2016
1635,57190340575,1,2,5,2016
1667,57189355666,3,3,3,2016
1690,55062598600,4,4,5,2016
1697,15846905100,8,8,8,2016
1714,56192356300,18,18,18,2016
1733,8955025700,7,9,9,2016
1780,6506436548,3,3,3,2016
1794,57191380147,3,7,7,2016
1819,8649715100,4,4,4,2016
1825,57194184772,11,11,11,2016
1836,16022100400,8,8,8,2016
1849,57189645750,16,16,16,2016
1850,56495282900,22,22,22,2016
1853,54681636500,3,3,3,2016
1870,55356244300,3,3,3,2016
1884,55349497100,5,14,24,2016
1887,56031368800,9,9,9,2016
1901,57199036373,6,6,6,2016
1905,7202599202,5,5,5,2016
1917,36816879400,4,4,4,2016
1918,12782079400,49,49,49,2016
1925,56705583200,4,4,4,2016
1928,57190133665,5,5,5,2016
1946,55553489100,5,5,5,2016
1952,25959932700,16,16,16,2016
1956,56928312300,1,1,4,2016
1957,7003644286,53,53,53,2016
1976,56427921400,5,5,5,2016
1981,57188706549,5,5,5,2016
2012,6506118014,15,15,15,2016
2030,57189216489,1,1,1,2016
2060,6603684704,4,4,6,2016
2061,57194113582,55,55,55,2016
2067,57194111411,1,1,1,2016
2084,55935951000,16,16,16,2016
2098,57191708967,4,4,4,2016
2107,57189327719,6,6,6,2016
2108,57189232454,2,2,2,2016
2109,57130587700,2,2,2,2016
2118,56286799400,7,8,8,2016
2121,57188648856,3,3,3,2016
2127,57188584502,81,81,81,2016
2135,57191404306,3,3,3,2016
2154,55586567800,3,3,3,2016
2220,36824260400,9,9,9,2016
2222,49962225000,3,3,3,2016
2224,57206276045,14,14,14,2016
2229,57191579613,3,3,3,2016
2234,57190943172,24,32,33,2016
2240,7003488915,11,32,32,2016
2243,55553743050,2,2,2,2016
2249,7006214520,2,2,2,2016
2250,57192839213,6,12,13,2016
2272,37040970300,8,8,8,2016
2273,6603384576,13,13,13,2016
