Unnamed: 0,ID,2018,start_year
11,35575819100,12,2018
14,56985435800,8,2018
55,57205427735,2,2018
63,8525292600,6,2018
79,56079662200,7,2018
81,57204397298,4,2018
112,55452991000,6,2018
119,57203179449,4,2018
127,56245385900,6,2018
142,24464505800,1,2018
145,16070341400,2,2018
164,57203101107,4,2018
177,55629547200,2,2018
195,10044860900,9,2018
205,57205349755,5,2018
210,57206490200,4,2018
227,57203229438,12,2018
232,56305691900,2,2018
236,57204440999,6,2018
264,57193844980,8,2018
266,57195559331,3,2018
273,6603096510,9,2018
286,57190980395,9,2018
311,57194835427,10,2018
313,57207468590,9,2018
335,7103138947,3,2018
365,6603212866,3,2018
369,56548968900,6,2018
376,57190573713,4,2018
413,6602293547,10,2018
422,56452559000,29,2018
425,57202889895,2,2018
428,57163047100,2,2018
436,57021574800,5,2018
454,36240772300,2,2018
462,57203204624,3,2018
495,57195940191,6,2018
503,57206736873,1,2018
505,55346238800,3,2018
546,56747980200,6,2018
565,56257263600,85,2018
569,7410389613,3,2018
580,35579517100,4,2018
583,57194144148,2,2018
602,57203964565,7,2018
637,57202308622,2,2018
642,23501064100,3,2018
643,57202293265,3,2018
651,57190001162,7,2018
666,6506175112,8,2018
688,57203228472,3,2018
696,36177268800,4,2018
704,57205205269,3,2018
706,6602704112,1,2018
724,12647414100,9,2018
727,56135211500,25,2018
733,37091588100,6,2018
748,57192113111,4,2018
757,56086562300,7,2018
764,37080173500,2,2018
779,57189464937,2,2018
783,57194829795,3,2018
790,35335928400,16,2018
795,56500665400,10,2018
832,57189067538,3,2018
834,35608588800,4,2018
846,57205276364,4,2018
847,57193837049,5,2018
861,35097705100,53,2018
866,57193573319,34,2018
871,57202218414,7,2018
880,55198926300,5,2018
905,25031812100,4,2018
927,57190854987,8,2018
936,56195317700,6,2018
951,57203753228,3,2018
969,57204151682,18,2018
980,6503944394,22,2018
984,57192708193,5,2018
1014,57204921300,3,2018
1016,57132195300,4,2018
1017,57205197386,2,2018
1035,55227532300,6,2018
1078,56857628600,5,2018
1086,6506173536,17,2018
1100,7004580383,8,2018
1114,57207659369,5,2018
1116,57202452343,20,2018
1117,56841677200,34,2018
1118,57188925334,7,2018
1120,57193717368,3,2018
1131,14834116500,11,2018
1135,13606583600,3,2018
1139,55647164349,9,2018
1177,24171745600,3,2018
1189,57202463996,2,2018
1221,57205865258,9,2018
1222,55547286400,6,2018
1224,57190765982,17,2018
1228,6506963115,4,2018
1252,57201524269,4,2018
1256,55776619300,3,2018
1276,55920231400,46,2018
1283,57203979023,3,2018
1295,57202195982,4,2018
1317,57199121290,4,2018
1324,16152544600,3,2018
1348,57202019974,3,2018
1362,22835644200,6,2018
1371,55605778823,11,2018
1375,57206328254,5,2018
1383,57200202986,4,2018
1386,56203876600,4,2018
1391,57201895372,31,2018
1395,57203132154,3,2018
1414,55121369800,8,2018
1432,57200935001,2,2018
