Unnamed: 0,ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
22,14630284000,36,46,46,51,51,51,51,51,51,51,51,51,51,2006
54,55885827600,2,2,2,2,2,2,2,2,2,2,10,10,10,2006
69,25724071900,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
108,24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28,2006
115,14832176000,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
140,55663177200,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
143,14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22,2006
166,7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
223,7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35,2006
229,23491998900,3,3,6,6,6,6,6,6,6,6,6,6,6,2006
235,6506090140,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
272,7004477118,3,6,12,12,12,12,12,12,12,12,17,17,17,2006
344,9533160300,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
353,7005980187,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
361,15925154000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
363,15044954200,3,3,3,3,3,3,3,3,3,5,5,5,5,2006
396,24725214300,5,5,5,5,20,20,20,20,20,20,20,20,20,2006
402,14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25,2006
433,7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14,2006
460,6603723384,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
537,14821793100,65,65,65,65,65,65,65,65,65,65,65,76,76,2006
589,13104737800,9,9,14,14,14,14,14,14,14,14,14,14,14,2006
600,14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23,2006
609,56307908100,15,15,15,15,15,15,15,15,15,15,15,15,15,2006
621,16032874200,2,2,2,2,2,2,2,2,2,2,2,4,4,2006
655,22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22,2006
675,55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48,2006
686,6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8,2006
702,15835176100,4,4,4,4,4,4,4,4,6,6,6,47,47,2006
784,14630524700,17,17,17,17,17,17,17,17,17,17,17,17,17,2006
794,56821087600,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
823,12242880500,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
830,16174785200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
837,7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11,2006
856,35091064100,2,2,2,2,2,2,2,2,3,3,3,3,3,2006
869,14031122700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
876,56960442100,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
878,7006166884,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
889,55324593200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
891,15754181000,2,3,4,4,4,7,7,7,7,7,7,7,7,2006
899,55489301500,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
906,23089081700,2,5,8,8,8,8,8,8,8,8,8,8,8,2006
923,25634054000,1,1,3,3,3,3,3,3,3,3,3,3,3,2006
926,35280489500,7,7,7,7,7,7,13,13,13,13,13,20,20,2006
953,35550506900,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
972,6506932379,2,2,2,2,2,2,2,2,2,2,7,12,12,2006
1024,8252143000,3,4,6,7,9,10,11,22,34,34,34,34,34,2006
1060,14034501600,3,3,3,3,3,7,9,9,9,9,9,9,9,2006
1104,15041968800,1,2,2,2,2,2,2,2,2,2,2,2,2,2006
1136,13906968300,6,6,6,6,9,9,9,12,12,12,15,17,27,2006
1154,6506651931,2,2,5,5,5,5,5,5,5,8,8,8,8,2006
1161,7004674392,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
1175,8886329100,2,2,4,4,6,6,6,6,6,6,6,6,6,2006
1205,14824534600,59,59,59,59,59,59,59,59,59,59,59,59,59,2006
1219,14521406500,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
1248,57203044284,19,19,19,19,19,19,19,19,31,31,31,31,31,2006
1261,6602544484,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1320,6506397347,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1331,13205173700,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1388,15020848200,3,4,6,6,6,6,6,6,6,6,6,6,6,2006
1451,57202899613,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1483,23767097400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1484,36185069000,2,2,2,2,3,3,3,3,3,3,3,3,3,2006
1488,18041110300,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
1522,7005574339,3,3,3,3,6,6,6,6,6,6,6,6,6,2006
1552,7402283467,6,6,6,6,6,6,6,6,6,14,14,18,38,2006
1583,14629987400,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1606,17434126700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1640,57197056895,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1645,16177341700,2,2,2,2,2,2,2,2,2,5,8,9,10,2006
1650,7405692762,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1663,7401663002,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
1691,14027844000,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1703,6504615513,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
1738,24722436600,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
1749,12767075900,4,4,7,7,7,7,7,7,10,10,10,10,10,2006
1751,57197026496,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1752,6701806568,24,24,24,24,24,24,24,24,24,24,24,24,24,2006
1762,7801486844,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
1804,36999037900,35,35,35,35,35,35,35,35,35,35,35,38,38,2006
1818,35614222400,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
1839,13407832400,4,4,6,6,6,6,8,8,8,8,10,10,11,2006
1868,56122628700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1899,55682655514,9,9,9,9,9,9,9,9,9,9,9,9,9,2006
1934,7102179317,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1960,7004946351,35,35,46,46,59,59,119,122,132,132,132,132,132,2006
1975,8091994200,17,17,17,17,17,17,17,17,17,17,17,17,17,2006
2025,23390547500,9,14,14,16,18,20,25,25,25,28,28,28,29,2006
2035,14034788700,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
2071,23397569300,3,3,4,4,6,7,10,11,11,11,11,11,11,2006
2088,16178831800,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
2096,8333037300,16,16,16,16,16,16,16,16,16,16,16,16,16,2006
2125,57199988221,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
2137,12779243300,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
2152,6603067743,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
2169,6602158058,2,2,2,2,2,4,4,6,6,6,6,8,8,2006
2253,57198187926,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
2263,56624733600,10,10,10,13,13,19,19,19,19,19,19,19,19,2006
2271,14039822300,3,3,5,5,8,8,8,8,8,8,8,8,8,2006
2305,6602915260,12,12,12,12,12,12,12,12,12,12,12,12,12,2006
2318,55727951800,16,16,16,16,16,16,16,16,16,16,16,16,16,2006
2328,24377055000,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
2338,7004198790,1,1,2,2,2,6,6,6,6,6,6,6,6,2006
2341,7006637893,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
2357,7102363841,3,4,4,4,4,4,4,4,4,4,4,4,4,2006
2387,24723021800,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
2458,24172609400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
2464,6508185208,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
2535,14822553900,13,14,14,14,14,14,14,14,14,14,14,17,17,2006
2547,7006694350,10,10,88,88,88,88,88,88,88,111,112,112,112,2006
2574,55395216900,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
2580,22733889500,4,6,6,11,11,13,13,13,13,13,13,13,13,2006
2602,16067925000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
2639,14054979500,1,2,2,2,2,5,6,6,10,13,13,15,17,2006
2646,8566129000,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
2661,15022007900,26,26,26,26,26,26,26,26,26,26,26,26,26,2006
2702,35563252500,7,9,15,24,24,25,30,30,30,30,32,32,32,2006
2716,23397474200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
2728,55936474200,2,2,4,4,4,4,4,4,4,4,4,4,4,2006
2734,15021393100,2,2,2,2,2,5,6,9,9,9,9,10,10,2006
2751,23398124500,2,3,3,3,3,3,3,3,3,3,3,3,3,2006
2815,8504856600,59,59,59,59,91,91,230,230,230,230,230,230,230,2006
2832,8646379600,9,9,9,9,9,9,9,9,9,9,9,9,9,2006
2894,16021641800,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
2901,7101829072,23,23,23,23,65,65,65,65,75,75,75,75,75,2006
2917,7201522331,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
2919,55574201549,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
2937,6701326531,2,2,3,3,3,3,3,3,3,3,3,3,3,2006
2947,56212421600,3,3,3,3,9,9,10,10,10,10,10,10,10,2006
2971,7102121832,2,3,4,4,4,4,5,12,16,32,37,42,50,2006
2975,22958284300,2,4,4,4,4,4,4,4,4,4,4,4,4,2006
3013,15134859000,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
3020,14032976000,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3022,56247682500,16,16,16,16,16,16,16,16,16,16,16,16,16,2006
3037,57042242700,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
3051,26531120400,11,11,11,11,11,11,11,11,11,11,11,11,11,2006
3081,14040307300,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3101,55504214600,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
3106,54890584900,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
3117,7401830131,11,12,12,12,12,12,12,12,12,12,12,12,20,2006
3152,24166179800,9,9,11,11,11,13,18,19,21,23,25,29,31,2006
3164,7004372882,2,2,2,2,2,2,2,3,3,3,3,3,3,2006
3182,14832495700,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
3225,8255024300,59,59,59,59,105,105,109,109,114,114,178,178,178,2006
3237,55666574500,11,14,36,41,47,55,76,100,125,145,169,199,216,2006
3239,14053949900,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
3251,15849405000,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
3357,24923068200,2,2,13,16,21,21,23,23,23,23,23,23,23,2006
3368,22236169700,3,3,3,3,3,12,12,12,12,12,12,12,12,2006
3392,14034290400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3395,57188822515,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
3408,56410842800,2,2,2,2,4,5,6,6,6,6,6,6,6,2006
3418,24070671100,3,3,3,8,10,14,16,17,18,27,29,29,34,2006
3451,6507739557,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
3452,57189361715,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
3487,14833885600,1,2,3,3,4,4,4,4,4,4,4,4,4,2006
3500,57197228404,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
3535,7003570500,5,5,5,5,5,5,5,5,7,7,7,7,7,2006
3603,8390339900,3,3,3,3,3,3,3,3,3,3,37,37,37,2006
3609,6602210951,1,4,4,4,4,4,4,4,4,4,4,4,4,2006
3660,14826595000,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3661,6507611931,9,9,9,9,9,9,9,9,9,9,9,9,9,2006
3664,7003475031,4,8,8,8,8,8,8,8,8,8,8,8,8,2006
3674,15019258400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3749,6701603259,49,49,49,49,49,49,49,49,49,49,49,49,49,2006
3760,14015639400,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
3796,7004299544,18,18,18,18,18,18,18,18,18,18,18,18,18,2006
3813,14028738100,3,4,4,4,4,4,4,4,4,4,4,4,4,2006
3845,14017660200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
3860,6602523499,4,6,6,6,7,7,7,7,7,11,11,13,13,2006
3865,57196178882,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
3917,6505933658,33,33,33,33,33,33,33,33,33,33,33,33,33,2006
3955,56960374500,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
3960,24829681600,6,6,15,15,17,17,17,17,17,17,17,17,17,2006
3986,35566894200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
4014,55059470800,34,34,37,37,37,37,85,85,91,91,97,97,97,2006
4031,17434532400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
4070,56021441500,2,2,2,4,4,4,7,9,9,9,9,9,9,2006
4074,7102112349,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
4125,14029968200,13,14,14,14,14,14,14,16,16,16,16,16,16,2006
4135,7006711679,49,49,70,79,79,79,80,80,86,86,100,100,116,2006
4146,22236030800,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
4207,7006151112,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
4208,6602313112,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
4209,23670353700,3,3,4,5,5,10,10,10,10,10,10,10,10,2006
4310,7102464308,4,4,4,4,5,7,7,7,7,7,7,7,7,2006
4453,6506834342,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
4492,6602380062,4,13,13,21,21,21,21,21,21,21,21,21,21,2006
4515,12139656400,1,1,1,1,3,3,3,3,7,7,7,8,12,2006
4530,35588613700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
4601,24463641300,5,5,12,20,20,21,22,24,37,37,37,38,42,2006
4635,23398386600,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
4651,7005605401,4,4,4,4,4,4,5,5,5,5,5,5,5,2006
4654,14016438900,33,33,33,33,33,33,33,33,33,33,33,33,33,2006
4667,7005093220,3,3,3,3,3,5,5,5,5,6,6,6,6,2006
4678,55257637200,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
4679,15755666000,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
4685,6506254313,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
4702,57192101437,3,3,3,3,5,5,5,5,8,11,18,22,24,2006
4719,15043041800,2,2,2,10,30,44,54,69,69,69,69,69,69,2006
4724,14121838200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
4757,6602322296,2,2,2,2,7,7,7,7,7,7,7,7,7,2006
4770,22958823500,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
4776,14034909200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
4784,7005535757,12,12,12,12,12,12,12,12,12,12,12,12,12,2006
4806,24528321700,1,3,5,5,5,5,5,5,5,5,5,5,5,2006
4816,8120735200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
4852,14037391900,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
4854,55271986400,49,49,49,49,49,49,49,49,49,49,53,53,53,2006
4905,56839343500,2,5,5,5,5,6,6,6,6,6,6,6,6,2006
4985,6505944583,8,8,8,9,9,9,9,9,9,9,9,9,9,2006
5026,26432515100,9,9,9,9,9,15,18,35,41,45,45,54,54,2006
5030,6603084175,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
5053,57192667057,43,43,43,43,43,43,43,43,43,43,43,43,43,2006
5081,24829685300,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
5083,15064784600,3,3,4,4,4,4,4,4,4,4,4,5,5,2006
5114,23478151500,1,3,7,9,11,17,25,31,34,36,48,58,65,2006
5119,16176381000,12,12,12,12,12,12,12,12,12,12,12,12,12,2006
5158,6506068171,9,9,9,9,9,9,9,9,9,9,9,9,9,2006
5165,7006879596,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
5177,6603005537,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
5182,7005085258,12,12,12,12,12,12,12,12,12,12,12,12,12,2006
5191,10341317600,17,17,17,17,17,24,24,24,24,24,24,24,24,2006
5207,7102154502,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
5212,8434276100,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
5267,55189514300,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
