Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
7,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
9,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
67,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
75,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
144,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
256,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
257,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
260,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
317,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
325,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
360,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
394,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
419,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
458,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
473,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
488,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
508,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
524,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
539,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
568,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
572,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
664,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
715,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
716,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
728,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
755,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
786,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
804,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
821,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
853,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
977,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
1013,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1025,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
1041,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1071,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1090,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1134,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1214,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1240,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1264,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1266,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1287,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1398,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1413,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1460,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1503,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1506,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1509,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1533,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1559,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1574,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1589,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1597,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1609,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1651,56668817000,3,3,3,3,3,10,10,10,10,10,10,10,10,10,2005
1682,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1719,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1728,16743922100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1747,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1748,24178846200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1771,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1792,6508250671,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1885,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
1891,57197906415,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2005
1922,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
1961,8596314500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
1972,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
2006,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
2054,6505586309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2110,8588520200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2151,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
2171,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
2192,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
2270,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
2299,14039765600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2311,7003595227,1,1,1,7,7,7,7,7,7,7,7,33,33,33,2005
2326,6602159947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2336,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
2366,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
2384,56635026400,7,7,7,7,7,7,7,7,7,7,7,7,7,18,2005
2411,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
2475,13613875100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2476,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
2498,6506485127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2501,35787936200,4,5,5,5,5,5,7,7,7,7,7,7,7,11,2005
2507,13008204000,2,2,2,8,8,8,8,8,8,8,8,8,8,8,2005
2529,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2560,14032993800,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2627,16177563000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2631,21739690800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
