Unnamed: 0,ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1000,7005243284,2,4,6,6,7,9,13,13,20,22,24,28,29,31,34,34,35,40,42,47,48,50,52,52,52,52,55,1992
1099,35609544900,1,1,1,2,11,16,20,20,21,21,21,21,26,29,29,36,41,46,48,50,51,64,68,71,71,71,73,1992
1185,55154987800,4,4,4,4,4,4,4,8,14,17,17,22,23,31,37,37,37,47,52,56,64,64,64,68,68,73,73,1992
1376,6602821958,2,2,2,3,3,4,5,5,5,5,5,7,7,7,8,10,10,11,11,11,18,18,20,25,29,30,32,1992
1405,6701814154,5,5,5,7,8,8,10,10,11,17,18,24,24,29,37,38,46,51,52,53,54,61,65,70,70,70,71,1992
1443,15923108000,3,3,5,8,8,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1992
1479,6602976495,1,1,1,3,4,10,10,10,10,13,13,13,13,14,18,20,22,24,24,27,27,27,27,27,27,27,28,1992
1685,55708373600,1,1,1,1,1,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1992
1843,7006099867,2,2,2,2,2,2,3,3,3,20,25,30,30,39,41,41,47,53,53,53,58,58,58,59,59,59,59,1992
2622,6602102248,3,3,3,4,5,8,8,10,12,16,18,20,22,27,28,32,33,36,44,48,50,54,61,66,68,69,69,1992
2730,7003273112,2,2,2,5,5,6,7,7,7,7,7,7,7,11,11,11,13,13,15,15,17,17,17,17,17,17,17,1992
2732,6701777142,3,3,3,6,6,8,9,9,15,16,16,16,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,1992
3486,7405456051,2,2,10,10,10,10,10,10,10,10,10,10,12,16,17,19,24,27,28,30,32,33,33,34,35,35,39,1992
4022,6701376975,1,1,2,6,9,9,9,9,9,10,10,13,22,22,23,23,23,25,25,25,27,27,30,30,31,35,35,1992
4355,55888273100,1,1,1,3,6,8,8,8,9,9,9,9,9,56,57,57,60,62,62,64,64,64,70,73,73,81,91,1992
4733,8909440200,2,2,2,2,3,3,3,3,3,3,3,3,7,9,9,10,12,15,16,17,17,17,17,17,20,22,22,1992
4875,13102622900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1992
5155,7005102331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1992
5219,6701630033,4,4,4,4,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1992
5581,7003638379,2,2,4,4,4,4,4,4,4,4,4,27,27,27,27,33,33,33,33,33,36,36,36,36,36,38,38,1992
5590,7003628036,3,9,9,10,16,16,16,21,24,26,27,30,42,45,47,51,51,51,53,54,57,57,57,58,58,59,59,1992
6331,55026725400,3,5,5,5,5,5,5,5,5,9,9,11,12,14,14,22,22,22,23,25,25,28,28,28,30,39,39,1992
6391,7005796864,1,1,2,10,10,10,20,20,20,24,26,27,29,31,40,40,40,40,40,40,40,40,40,40,40,40,40,1992
6455,7005263186,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1992
6501,6603717783,1,2,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,8,9,11,25,25,25,25,25,25,1992
6665,7003654105,3,7,7,7,9,10,14,16,16,17,20,20,27,27,33,47,54,56,71,76,83,105,115,132,135,153,177,1992
6869,6506279603,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1992
7053,7004679521,2,2,2,2,2,17,26,27,31,32,48,48,57,71,76,77,89,90,95,99,100,111,121,123,123,126,127,1992
7195,36964203800,3,4,5,5,5,7,8,8,8,8,8,8,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,1992
7223,7003440423,8,15,15,24,24,24,24,24,24,24,46,46,63,63,109,116,169,170,208,213,257,275,320,325,486,488,522,1992
7377,23004022500,2,3,3,3,3,3,4,8,11,16,18,23,27,32,37,55,59,65,72,79,83,87,92,97,109,118,130,1992
7552,6506193859,2,2,2,4,6,6,7,7,7,7,7,7,7,8,8,11,14,17,31,31,37,37,40,61,61,64,68,1992
8387,6602828964,1,2,4,5,7,9,10,13,13,14,14,26,29,38,41,46,47,52,52,55,61,76,80,83,85,98,100,1992
8434,6601931950,2,2,2,2,3,5,5,5,5,5,5,5,6,6,6,11,17,20,25,25,25,25,25,29,29,29,29,1992
8524,6603935992,1,2,4,4,5,5,5,5,6,8,8,10,29,30,31,36,38,38,38,42,42,42,46,46,64,65,65,1992
8769,7004152332,1,1,1,1,1,4,4,4,4,4,8,8,9,11,12,17,19,19,23,23,35,38,40,43,47,47,49,1992
8770,35606867000,6,6,6,9,14,17,19,19,21,21,22,22,23,25,32,32,32,32,32,35,39,39,40,40,40,40,40,1992
9166,7005692975,4,4,4,11,11,11,25,25,28,35,49,54,61,66,67,89,107,115,118,118,131,131,169,175,189,193,193,1992
9212,57198175247,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1992
9873,7003653678,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,7,8,8,8,1992
10767,7006199667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,11,11,11,11,11,11,11,1992
11014,6602268031,2,2,2,2,5,5,5,6,6,6,6,6,6,7,7,7,7,13,13,15,18,22,23,31,32,37,39,1992
11166,7004283294,2,3,3,5,5,7,7,9,9,9,9,11,11,11,11,11,12,13,13,13,17,17,17,17,17,17,17,1992
11662,56615490200,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,7,7,7,7,1992
12193,14020742700,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,7,7,8,8,8,8,10,1992
12201,7003849149,1,1,3,3,8,20,21,21,26,30,34,35,54,57,60,72,79,85,88,95,95,110,112,117,150,155,156,1992
12222,57199671186,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1992
12510,6603832921,3,3,3,3,9,10,13,13,14,15,18,19,21,21,33,36,38,40,46,48,63,64,66,69,71,73,77,1992
13044,7801614054,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,19,26,26,30,31,31,31,31,31,1992
13188,6602414466,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,1992
13574,6601917771,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,1992
13761,6603957654,1,1,2,3,4,6,6,9,10,10,12,12,15,17,17,20,20,20,32,34,34,53,58,62,62,63,64,1992
14225,57203069180,2,2,2,2,2,2,2,3,4,5,5,9,11,11,12,12,15,18,20,27,29,50,68,71,71,72,72,1992
14261,12760377600,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,11,16,16,16,16,16,16,16,17,17,17,19,1992
14280,6701619203,3,10,10,14,14,17,17,17,17,17,17,17,17,19,21,22,25,25,25,25,26,28,28,31,33,33,33,1992
14433,6701494620,1,1,1,1,2,2,4,5,5,5,5,8,8,10,12,16,19,21,21,21,26,31,31,35,35,36,36,1992
14664,7005650131,5,5,5,5,5,5,5,5,9,9,9,9,9,14,14,14,19,34,34,34,46,46,46,46,46,46,46,1992
15180,15924762400,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,14,18,22,30,32,39,42,43,48,49,50,1992
15193,16245240900,4,4,4,4,4,4,4,4,4,4,5,5,5,8,8,8,11,23,25,25,30,30,32,32,32,33,33,1992
15242,7006258365,1,1,1,1,2,6,8,9,11,13,13,13,23,27,28,32,39,43,48,55,57,64,73,77,86,95,100,1992
15949,6601906257,3,3,6,6,10,12,14,14,27,28,30,33,34,38,42,42,53,57,57,57,59,64,65,71,73,83,87,1992
16460,7004986177,2,4,4,5,6,7,8,8,9,10,11,12,13,13,14,14,18,18,18,22,22,26,26,26,26,33,43,1992
16643,6602879815,2,2,3,3,4,7,7,7,7,8,8,8,8,10,10,10,10,10,10,10,10,14,17,17,17,17,17,1992
16654,6603057317,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1992
17116,57204279874,2,2,2,3,3,11,11,12,12,12,12,12,12,13,13,13,15,15,15,15,21,21,21,21,21,21,21,1992
17905,23016588700,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,19,19,19,1992
18589,7004075040,2,3,3,6,7,7,8,8,8,10,10,10,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,1992
18734,7102270813,1,2,3,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,10,11,11,11,11,11,11,11,11,1992
19322,6701874716,1,1,2,2,4,4,6,6,7,7,7,7,8,9,11,14,16,16,18,18,18,18,20,21,21,24,28,1992
19329,7103332714,1,1,1,1,1,1,4,4,4,5,5,5,8,8,11,11,11,15,15,15,16,22,22,22,22,22,22,1992
19469,7003918220,1,1,1,1,2,5,6,7,25,26,27,27,27,27,30,31,31,32,33,34,35,36,37,37,38,38,38,1992
19508,6603416618,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,5,7,13,16,17,17,17,17,1992
20157,7003490310,3,3,3,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1992
20197,14054986200,3,9,11,16,27,33,36,42,52,55,58,66,66,77,82,88,96,101,127,133,144,149,150,158,158,158,158,1992
20544,8268671300,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1992
21405,6603955456,2,2,2,2,2,2,5,6,6,6,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,1992
22076,55886269500,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1992
22081,57203073258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,1992
22158,6603103577,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1992
22307,7006155779,4,4,4,4,4,4,4,4,4,8,20,20,20,20,28,35,35,35,35,35,35,35,35,35,35,35,35,1992
22378,24825849600,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,9,10,10,10,10,10,10,1992
22408,7004062005,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1992
22427,57189021996,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1992
22734,35616699900,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1992
23798,6602363550,1,4,4,4,5,5,5,5,5,6,6,7,11,14,20,20,20,20,20,20,20,20,20,20,20,20,20,1992
24694,6701642530,4,7,7,10,10,11,23,25,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1992
24792,6603593802,3,3,3,3,5,5,5,7,7,18,18,18,18,22,26,31,35,45,45,45,47,47,47,47,47,47,47,1992
24813,6602661964,4,4,4,4,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1992
24833,55961161300,2,2,2,2,2,3,3,5,7,7,8,8,8,14,17,20,29,34,41,44,48,53,54,54,54,55,59,1992
25165,6603269962,2,5,5,5,5,6,8,10,10,10,12,12,12,12,12,12,16,16,16,16,19,22,22,23,27,29,32,1992
25257,7003787118,2,2,2,2,5,5,5,6,9,13,19,20,21,25,30,32,32,32,33,33,33,33,33,34,34,34,34,1992
26280,7003848425,1,1,1,2,2,5,6,11,12,12,12,12,12,12,12,13,13,13,13,15,16,16,16,16,16,16,16,1992
26858,7007037928,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1992
27291,7004147851,2,5,5,5,7,7,8,8,8,8,9,10,11,11,11,11,11,11,11,18,18,18,18,20,22,22,22,1992
27294,6602174721,1,1,1,2,3,5,5,5,6,6,7,10,10,92,93,94,97,101,102,104,105,105,105,107,108,108,112,1992
