Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
21,54793525200,4,4,4,4,4,4,2013
27,36059257800,11,11,11,11,11,11,2013
41,8729407200,3,3,3,3,3,3,2013
64,52264444300,3,3,3,5,5,6,2013
98,55920057000,3,3,3,4,4,5,2013
124,7006779373,3,3,3,3,3,3,2013
149,26648420600,10,10,14,14,14,14,2013
163,55270360400,2,2,2,2,2,2,2013
168,55957287600,4,4,4,4,4,4,2013
225,35797185000,5,5,5,15,23,28,2013
237,55371043400,3,3,3,3,3,3,2013
238,6602806420,11,11,11,11,11,23,2013
248,6603322853,2,2,2,2,2,2,2013
297,26435260800,3,3,3,3,3,3,2013
332,25926681900,3,3,3,3,3,3,2013
338,56257600100,5,5,5,5,5,5,2013
352,55858603300,3,3,3,3,3,3,2013
379,55604303000,10,11,11,11,11,11,2013
395,13609644600,1,1,1,1,1,1,2013
405,55838084400,7,8,8,9,9,9,2013
410,56102203000,5,5,5,5,5,5,2013
445,55904512100,4,5,5,5,5,5,2013
447,56541162300,7,7,7,7,7,7,2013
457,8604666200,9,67,67,84,86,86,2013
469,56109985500,2,2,2,2,2,2,2013
484,36473088400,3,3,3,5,5,5,2013
490,56389400700,1,4,4,4,4,4,2013
493,55438117400,2,4,4,13,16,20,2013
515,55903287600,4,4,4,4,4,4,2013
530,7102700826,28,28,28,28,28,28,2013
536,55900690200,3,3,3,4,4,4,2013
549,35253987700,11,11,11,11,11,11,2013
573,8837828900,3,3,3,3,3,7,2013
591,55831215500,4,4,4,4,4,4,2013
596,55761197000,4,4,4,4,4,4,2013
604,56369577300,19,21,21,21,21,21,2013
619,37015515400,6,6,6,6,6,6,2013
631,54781272800,2,3,3,3,3,4,2013
645,36150748300,14,14,14,14,14,14,2013
658,55929318800,2,2,2,2,5,5,2013
694,25927422700,4,9,13,20,20,20,2013
697,56005372600,5,5,7,7,7,7,2013
767,35550570600,13,13,13,13,23,34,2013
773,55750042900,8,8,8,8,8,8,2013
775,15128362900,56,56,56,56,56,56,2013
812,7202287838,7,8,8,8,8,8,2013
839,35280782200,16,16,16,85,85,106,2013
855,20734416800,17,17,17,17,17,17,2013
867,56286839800,14,14,14,14,14,14,2013
911,55807665000,2,3,3,3,3,3,2013
941,55683066300,2,2,2,2,2,2,2013
943,56217035300,11,11,11,11,11,11,2013
950,45561600000,5,5,5,5,5,5,2013
964,57164080900,2,2,2,2,2,2,2013
966,36646743000,6,6,6,6,6,6,2013
976,55970755000,4,4,4,4,4,4,2013
988,57197244479,5,5,5,5,5,5,2013
991,25928517500,5,5,5,5,5,5,2013
1038,55858739400,2,2,2,4,6,6,2013
1064,55709131800,7,7,7,7,15,15,2013
1149,39262374300,26,26,26,26,26,26,2013
1168,9735045400,7,7,7,7,7,7,2013
1198,55931016700,3,7,7,7,7,7,2013
1208,55777480900,1,1,1,1,1,1,2013
1210,55841369000,8,8,8,8,8,8,2013
1250,7007079554,6,6,6,6,6,6,2013
1267,55670793800,1,1,1,1,1,1,2013
1268,57196879231,4,4,4,4,4,4,2013
1270,55931466000,7,7,7,7,7,7,2013
1274,56345862400,1,1,1,1,1,1,2013
1292,55428884500,2,2,2,2,2,2,2013
1294,54909671300,13,13,13,13,13,13,2013
1310,36190041200,2,2,2,2,2,2,2013
1342,55808070264,4,4,4,4,4,4,2013
1349,57193393436,4,4,4,4,4,4,2013
1353,49863868100,6,6,7,7,7,24,2013
1374,8965072400,4,4,4,4,4,4,2013
1389,25928513900,2,2,2,2,2,2,2013
1415,8399247300,21,21,21,21,21,21,2013
1464,6602787035,9,9,9,9,9,9,2013
1494,6602939936,2,2,2,2,2,2,2013
1507,36976154200,2,2,2,2,2,2,2013
1512,7006174947,5,5,14,14,14,14,2013
1541,6602872701,4,4,4,4,4,4,2013
1548,36239838900,6,6,6,6,6,6,2013
1553,7102584852,28,28,28,28,28,28,2013
1567,7102983481,30,30,30,30,30,30,2013
1594,55795114700,1,1,1,1,1,1,2013
1607,7202055375,5,5,5,5,5,5,2013
1616,25930261100,1,1,1,1,1,1,2013
1623,35208956000,6,6,6,6,6,6,2013
1665,36118515400,6,6,9,13,13,13,2013
1709,36995324000,11,11,11,11,11,11,2013
1718,57195223531,3,3,3,3,3,3,2013
1720,55832007200,4,6,6,6,6,6,2013
1731,10641460400,2,2,2,2,2,2,2013
1758,6603830599,4,4,4,4,4,4,2013
1764,56111299400,1,1,1,1,1,8,2013
1768,7202617752,10,10,10,10,10,10,2013
1796,35366753200,4,4,4,4,4,4,2013
1827,37049364000,6,6,6,6,6,6,2013
1847,24377070700,5,5,5,5,5,5,2013
1876,56029229600,3,3,3,3,3,3,2013
1886,55674134300,6,6,6,6,10,10,2013
1895,24832842100,4,4,4,4,4,4,2013
1896,57202728026,10,10,10,10,10,10,2013
1898,55923917000,3,3,3,3,3,3,2013
1900,54956611300,16,16,16,16,16,16,2013
1909,55320816500,3,3,3,3,3,3,2013
1977,8727472200,7,7,7,7,7,11,2013
1987,15078106100,5,5,6,6,6,6,2013
2042,55987946100,3,3,3,3,3,3,2013
2064,7003374609,5,5,5,5,5,5,2013
2085,55640254200,3,6,6,6,6,6,2013
2089,34568899900,2,3,3,3,3,3,2013
2134,23009446000,1,1,1,1,1,1,2013
2148,15074252500,2,5,7,18,21,25,2013
2158,55837664100,11,13,13,13,13,13,2013
2161,55903521500,3,3,3,3,3,3,2013
2165,6701477696,5,5,5,5,8,8,2013
2191,55955445300,2,3,3,3,3,3,2013
2194,55021679700,5,5,5,5,5,5,2013
2213,14422458400,1,1,1,1,1,1,2013
2226,57198168106,4,4,4,4,4,4,2013
2237,7004171185,8,8,8,8,8,8,2013
2238,10041238300,1,2,2,3,3,3,2013
2279,35615666700,2,2,2,2,2,2,2013
2324,57007439300,3,3,3,3,3,3,2013
2372,6701737326,7,7,7,7,7,7,2013
2373,55871289700,3,3,3,3,3,3,2013
2416,55917877700,2,2,2,2,2,2,2013
2419,23478400900,5,5,5,5,5,5,2013
2424,41961372400,2,2,2,4,4,9,2013
2432,55975998700,8,8,8,8,8,8,2013
2449,7003634626,2,2,2,2,2,2,2013
2504,7003515926,4,4,4,4,4,4,2013
2512,31767646100,2,2,2,2,2,2,2013
2552,55485122200,3,3,3,3,3,3,2013
2564,55571509800,2,2,2,2,2,5,2013
2599,35564861900,3,3,3,3,3,3,2013
2618,55603262100,2,2,3,4,4,4,2013
2624,35181960300,5,9,9,9,9,18,2013
