ID,2012,2013,2014,2015,2016,2017,2018
36059257800,0,11,11,11,11,11,11
52264444300,0,3,3,3,5,5,6
56340131200,56,62,71,71,71,71,71
55531427200,0,0,9,9,9,9,9
56016849700,3,3,3,3,3,3,3
55505575800,0,0,0,0,3,9,11
55390131000,2,2,2,2,2,2,2
55256351900,0,0,0,0,4,4,4
55811800700,4,4,4,4,4,4,4
24335475600,7,10,10,10,10,15,15
9436849500,3,3,24,24,29,29,29
57199066122,39,39,72,72,72,72,72
55438117400,0,2,4,4,13,16,20
12242450800,2,3,3,3,7,7,7
55053435400,1,1,1,1,2,2,2
54781272800,0,2,3,3,3,3,4
35226710600,5,5,5,5,5,5,5
36177268800,0,0,0,0,0,0,4
36715149800,9,9,13,14,22,22,22
55143899600,0,0,0,1,1,1,1
55547464700,3,4,4,4,4,4,4
6602654044,11,11,11,26,33,33,33
6701652404,0,0,0,0,0,2,2
55227532300,0,0,0,0,0,0,6
55387308700,4,4,4,4,4,4,4
35423489200,3,3,3,3,3,3,3
57203105218,5,5,5,5,5,7,7
57202654476,6,6,7,7,7,7,9
6602823587,6,6,6,6,6,7,7
55195600600,0,0,0,0,0,3,3
55255344600,0,0,0,0,0,2,2
49863868100,0,6,6,7,7,7,24
8965072400,0,4,4,4,4,4,4
35520065000,0,0,0,0,5,5,5
55545451400,2,2,2,2,2,4,6
6506961099,7,7,7,7,7,7,7
55562055200,0,0,3,3,3,3,3
55498650000,4,5,5,5,5,5,5
56085593800,0,0,0,2,2,2,2
55250026100,0,0,0,0,0,0,5
7102983481,0,30,30,30,30,30,30
55355619500,2,3,4,4,4,5,7
8227179100,5,5,5,11,11,11,11
56702274900,0,0,0,0,0,7,7
55832007200,0,4,6,6,6,6,6
6603830599,0,4,4,4,4,4,4
55581804600,0,0,0,2,2,3,3
36622219400,2,2,2,2,6,6,10
36570451600,2,2,7,7,7,7,7
6506078081,12,12,12,12,12,12,12
22951839000,6,9,9,9,9,9,9
55356244300,0,0,0,0,3,3,3
56243911300,2,2,2,2,2,2,2
55320816500,0,3,3,3,3,3,3
56023454200,3,3,3,3,3,3,3
55987946100,0,3,3,3,3,3,3
7005984473,54,54,125,125,125,125,125
24725611200,2,2,5,5,6,6,10
56286799400,0,0,0,0,7,8,8
15074252500,0,2,5,7,18,21,25
25927774800,5,5,10,10,15,16,17
14017585800,11,11,11,11,11,11,11
55440105200,1,1,1,1,1,1,1
35770021700,7,23,23,23,23,23,23
35725963200,8,10,10,10,10,10,10
23090829200,0,0,0,0,0,3,4
55364554500,2,2,2,2,2,2,6
55325698800,0,0,3,3,3,3,3
55743950600,0,0,0,0,0,0,6
55460991000,3,3,3,3,3,3,3
54968739700,5,5,6,6,6,6,6
6701896819,9,10,10,10,10,10,10
56526691400,8,11,11,11,11,11,11
46161352900,13,13,13,13,13,13,13
54279354400,2,3,8,11,11,12,12
55207330400,2,4,4,4,18,18,18
8568874300,1,1,1,3,3,3,3
55444174100,3,3,3,3,3,3,3
55365446500,3,3,3,3,3,3,3
36801266700,3,4,4,4,4,4,4
55822742700,0,0,0,0,1,1,1
12753945200,0,0,41,41,41,41,41
56112940300,0,0,11,45,49,49,49
7006321608,0,0,4,5,5,5,5
55220832800,7,7,7,7,7,7,7
43660905100,0,18,18,18,18,18,18
8886204500,0,0,0,0,0,0,5
55233920300,0,9,9,9,9,9,9
55488929900,4,4,4,4,4,4,4
7004602618,4,4,4,6,10,11,11
55268968500,2,2,2,2,2,2,2
55361625500,1,2,2,2,2,2,2
55533899000,7,7,7,7,7,7,7
55575328700,5,11,11,14,14,14,14
41761306000,6,9,11,11,11,20,20
56027778300,4,16,16,21,21,21,21
18042484900,4,4,7,9,13,13,15
55542737400,59,59,59,59,59,59,59
8569127200,30,30,40,40,40,40,40
55886405600,2,2,2,2,2,2,2
24476273800,19,24,24,24,24,24,24
55414263600,6,10,10,10,10,10,10
55326383600,0,0,0,0,0,4,4
55232398000,0,0,0,5,5,5,5
55111049900,7,7,29,34,34,34,34
55364829300,1,1,3,3,3,3,3
56275791600,8,10,10,12,12,12,12
55331331600,2,2,3,3,3,3,3
57203131591,31,31,31,31,31,31,31
56085168200,3,14,14,14,14,14,14
26425260900,0,0,3,3,3,3,3
55303419200,5,5,5,5,5,5,5
56189616200,0,0,5,5,5,5,5
55703770200,4,4,4,8,8,8,8
7005863798,6,6,6,6,6,6,6
35227260700,62,70,82,82,88,88,88
24779815600,0,1,1,2,3,7,7
36241067100,4,4,4,4,4,4,4
7005674425,2,4,4,4,4,4,4
7003830512,0,0,17,17,17,17,17
23033204800,28,28,30,30,31,31,31
15129167000,0,0,18,18,18,18,18
54684373900,3,3,3,6,6,8,8
23394017400,0,0,0,6,6,6,6
56253769500,7,7,7,7,7,7,7
6505923699,11,11,11,11,11,11,11
57194571217,6,6,7,7,7,7,7
36666230100,0,0,0,9,18,18,18
8946987000,0,0,3,8,8,8,10
36470166200,4,4,5,9,9,9,12
56367282000,0,3,3,11,11,11,11
57198290813,3,3,3,3,3,3,3
6508062795,0,0,2,2,2,2,2
35248278400,0,5,9,9,9,9,9
36473870800,0,0,4,4,4,4,4
7005444229,2,2,2,2,2,2,2
8935567300,4,4,4,4,6,6,19
35578724300,0,14,14,14,14,14,14
50861179800,6,6,6,7,7,7,7
57198919746,4,4,4,4,4,4,4
7101712588,4,5,5,5,5,5,5
13610256500,8,8,8,8,8,11,11
23466949700,9,11,11,11,11,11,11
7006404174,0,0,93,93,93,93,93
56027769000,0,0,0,0,0,3,3
50162526500,8,8,8,17,17,18,18
55317844600,0,0,0,0,4,4,4
55431220900,2,2,8,8,8,8,8
36439147500,12,12,12,15,15,18,18
27867636900,3,4,4,4,4,4,4
35088272100,0,5,5,5,5,5,5
36092845600,0,3,3,3,3,3,3
55474846900,0,0,2,2,2,2,2
54685015700,0,0,3,3,3,3,3
48761088500,0,0,0,0,1,1,1
36871478800,0,0,0,0,0,0,9
57198696154,6,6,6,6,6,6,6
55480850100,0,1,1,1,1,1,1
55262544600,7,7,7,7,7,7,7
55748813300,0,0,4,4,4,4,4
36805188500,9,9,14,16,19,20,20
57197023056,0,0,0,0,10,10,10
30867575800,2,2,2,2,2,2,2
