Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
10,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
44,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
52,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
67,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
114,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
401,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
406,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
554,7006345844,5,13,13,13,15,15,20,20,20,24,24,2008
760,22951743400,3,3,3,3,3,3,3,3,3,3,7,2008
1035,55943063100,7,7,7,7,7,7,19,19,19,19,19,2008
1113,25522407700,6,6,6,7,7,7,7,7,7,7,7,2008
1246,24529065400,2,2,2,4,4,4,4,8,11,11,11,2008
1269,14628714600,8,8,11,11,11,11,13,20,20,20,23,2008
1648,13805803800,3,3,3,3,3,3,3,3,3,11,11,2008
1652,14622218300,2,5,7,8,10,14,17,19,19,23,24,2008
1701,7004712588,74,74,74,74,74,74,92,114,115,115,115,2008
1716,24512498300,8,8,9,10,12,14,17,18,24,24,28,2008
1831,24802040500,4,4,4,4,4,26,26,26,54,67,81,2008
1859,7006723602,24,24,24,24,24,24,24,27,30,30,31,2008
1862,7006659832,46,46,46,46,46,46,51,51,51,53,53,2008
1876,26023367100,2,4,15,19,23,26,26,28,32,35,41,2008
1920,8888655800,1,32,72,72,289,289,383,383,485,485,532,2008
2148,23989863900,11,11,11,21,21,21,21,21,21,21,21,2008
2328,12445890100,6,6,10,10,14,14,19,26,29,29,33,2008
2331,10939518900,5,7,7,7,7,10,10,16,18,18,18,2008
2397,35243418500,24,24,30,37,37,37,40,42,46,46,46,2008
2400,55847458900,25,35,38,44,131,136,209,209,284,292,300,2008
2402,25654364800,5,6,8,27,42,51,53,53,53,53,81,2008
2433,7003375548,24,24,29,29,29,29,29,29,94,94,114,2008
2458,7006569893,9,9,9,9,9,9,9,9,9,9,9,2008
2462,15831481700,26,26,26,26,26,26,26,26,30,30,42,2008
2540,23098785900,1,1,1,2,2,2,2,2,2,8,8,2008
2563,7201392834,7,7,7,7,7,7,7,7,14,14,14,2008
2590,57205068660,11,11,11,19,44,54,85,90,91,91,91,2008
2679,6602210584,2,4,4,4,4,4,4,4,4,4,4,2008
2790,24468755400,4,4,6,9,9,11,12,12,15,15,15,2008
2983,13205427700,3,13,22,30,32,35,35,35,50,50,57,2008
3218,26424260600,3,6,6,6,6,6,6,6,12,12,12,2008
3535,24071720600,10,11,11,13,13,13,21,21,23,24,24,2008
3683,23485637300,3,6,6,7,11,12,14,17,17,23,25,2008
3798,34879544900,2,2,2,2,2,2,2,2,2,5,6,2008
4007,16202666500,3,3,6,6,9,11,18,18,26,28,34,2008
4038,24481806300,5,5,5,5,5,5,5,5,5,5,5,2008
4042,35773690500,35,40,59,59,59,59,82,84,84,84,84,2008
4148,36081402600,4,5,78,91,96,97,106,117,134,139,151,2008
4425,8899714600,4,4,4,4,4,4,4,4,8,8,8,2008
4437,12241901000,5,5,5,5,5,5,5,5,5,5,5,2008
4462,24080710600,2,2,2,2,2,2,2,2,2,2,2,2008
4569,7004654248,3,3,3,3,3,3,3,3,3,3,3,2008
4882,55127695300,1,3,3,9,9,18,20,23,25,25,27,2008
5042,36092591800,7,7,7,7,7,7,7,7,7,7,7,2008
5241,23013620900,2,5,8,8,13,13,17,17,18,18,18,2008
5273,23388195100,4,4,8,8,9,11,14,20,20,21,21,2008
5377,35587027700,4,4,6,6,6,20,20,25,25,25,25,2008
5626,23005111800,6,6,6,7,7,7,7,7,7,7,7,2008
5677,55605133800,3,4,4,4,4,21,28,33,49,65,71,2008
5727,7005592644,3,3,3,3,3,3,3,3,3,5,8,2008
5901,26643098300,3,7,7,7,7,7,7,7,7,7,7,2008
5948,7401550398,7,7,7,7,7,7,7,11,11,11,11,2008
6101,8922054400,6,6,6,6,6,6,6,6,6,6,6,2008
6126,6602484331,8,8,8,8,8,8,8,8,8,8,8,2008
6225,26423996700,4,4,4,4,4,4,4,4,4,12,14,2008
6268,7102504411,9,9,9,9,9,9,9,9,21,21,21,2008
6570,34976337300,3,6,6,7,15,28,41,49,51,59,62,2008
6748,16403114000,3,3,3,3,3,3,3,3,3,10,11,2008
6861,7005034076,24,24,24,24,24,24,24,27,27,27,27,2008
6915,8525492800,12,12,15,15,15,15,15,15,33,37,48,2008
6944,6602538833,7,7,7,14,23,33,33,33,38,38,38,2008
6960,57198009659,3,7,7,9,9,9,17,17,17,17,17,2008
6965,7006435367,3,3,3,3,3,3,3,3,3,3,3,2008
6971,8907930600,1,9,13,17,21,22,23,24,28,29,30,2008
7226,15925476400,1,1,1,1,1,1,1,1,1,1,1,2008
7295,23484342500,6,23,23,24,32,47,121,127,298,298,359,2008
7297,8651106000,18,18,22,25,27,29,36,43,50,59,82,2008
7310,15926614600,5,5,5,6,6,8,16,19,22,26,26,2008
7334,24339160300,3,7,7,10,12,14,22,25,29,30,33,2008
7360,16029393700,6,6,6,6,6,6,6,6,6,6,6,2008
7386,7402408602,2,2,2,2,2,2,2,2,2,2,2,2008
7556,22035925200,5,6,11,32,47,52,61,61,61,61,61,2008
7953,35176729700,2,2,2,2,2,2,2,2,8,8,10,2008
7964,8604854800,6,6,6,6,6,6,6,6,12,12,12,2008
8033,57201825715,1,1,1,2,2,4,4,4,4,4,5,2008
8048,36705319600,1,2,2,6,8,9,18,27,29,30,33,2008
8316,55900251400,2,2,4,5,5,7,7,10,13,13,13,2008
8355,56256948200,14,14,39,44,99,99,107,107,116,116,116,2008
8709,24390733100,22,25,29,32,56,61,65,67,68,75,75,2008
8728,16313756700,3,3,9,9,9,9,9,9,9,9,9,2008
8788,23393105100,12,12,15,21,25,25,30,32,34,39,39,2008
8852,7003974897,4,6,10,11,11,15,15,16,16,16,16,2008
8939,11140842700,3,3,3,3,3,3,3,3,3,3,9,2008
8969,25628955300,3,5,6,7,7,16,16,23,31,36,39,2008
9149,6602753781,24,30,31,33,33,39,39,39,42,44,44,2008
9322,9271519500,2,2,2,2,2,2,2,2,2,2,2,2008
9466,22135510100,2,5,6,10,13,33,39,42,47,55,61,2008
9501,25930970100,8,8,10,10,10,10,10,10,16,16,16,2008
9505,25638182100,3,7,7,7,8,12,21,21,23,24,24,2008
9549,7102063564,2,2,2,2,2,2,2,2,2,2,2,2008
9701,7005235994,5,5,5,5,5,5,5,7,7,7,7,2008
9704,34879510400,3,3,3,3,3,3,3,3,3,7,7,2008
9771,35468727800,2,4,5,5,5,7,7,9,9,9,9,2008
9825,23393725300,6,6,6,6,14,17,33,34,34,36,50,2008
9961,6507294478,3,4,9,11,18,27,34,34,43,49,52,2008
9993,7005470229,4,4,7,7,7,7,7,7,7,7,7,2008
10141,8863526700,46,46,93,93,93,93,93,93,93,93,96,2008
10238,7003275319,3,3,3,3,6,6,6,6,6,6,6,2008
10266,6701522247,6,6,7,30,34,38,41,48,49,51,52,2008
10336,23501575300,3,3,3,3,3,3,3,9,9,9,9,2008
10410,36545478700,1,1,4,6,6,7,7,7,8,8,8,2008
10473,26664300400,26,26,26,26,26,26,26,26,26,26,26,2008
10499,6603881281,14,24,26,27,38,49,54,73,76,89,100,2008
10580,24740865400,4,6,22,25,25,29,31,41,45,60,73,2008
10604,36680110300,14,18,18,44,73,90,90,108,148,163,174,2008
10702,6507287257,4,4,4,4,4,4,4,4,4,4,4,2008
10742,6603638653,5,5,5,5,5,5,5,5,5,5,5,2008
10791,35605206400,2,3,4,5,13,17,30,39,47,61,63,2008
11172,7006367840,3,3,3,3,3,3,3,3,3,3,3,2008
11205,56494644200,6,6,7,7,7,7,7,8,10,13,13,2008
11342,8921239300,7,7,7,7,7,7,10,12,12,12,12,2008
11361,16025777800,3,3,3,3,3,8,9,23,32,40,40,2008
11362,24722465900,3,3,8,8,8,8,8,8,8,8,8,2008
11596,6602091733,4,4,7,10,13,22,29,29,32,32,32,2008
11669,34882282100,2,3,4,13,17,23,34,36,37,97,99,2008
11824,24734467900,4,4,4,4,7,7,9,9,10,10,14,2008
11900,24072893100,9,9,9,9,9,9,9,9,9,9,9,2008
11933,16506123700,14,14,39,39,39,39,39,39,51,51,51,2008
12004,7404945944,105,105,107,107,107,107,107,107,107,112,115,2008
12128,36055688000,19,29,36,43,55,67,84,84,96,101,112,2008
12386,57203025952,4,14,23,31,34,45,49,52,57,62,64,2008
12639,7004143543,4,4,4,5,5,5,8,8,8,8,8,2008
12708,25638681400,7,7,7,8,10,10,18,24,24,26,26,2008
12753,26424758900,3,6,7,7,7,9,9,16,16,18,27,2008
12788,6506132589,4,7,9,12,13,20,26,28,36,45,50,2008
13071,56250076500,2,7,13,16,21,21,25,26,32,36,41,2008
13222,7007056828,2,2,2,2,2,2,2,2,2,2,2,2008
13227,6603906189,4,4,5,5,5,5,5,5,5,5,5,2008
13264,55099201800,2,2,6,6,6,6,10,13,15,15,16,2008
13590,11840477700,11,11,11,11,17,17,24,24,24,24,26,2008
13591,35192186700,3,5,5,5,8,14,15,17,27,27,27,2008
13617,9240469400,1,3,3,11,11,14,14,14,14,16,16,2008
13618,7003886149,48,48,48,48,58,58,58,58,58,58,58,2008
13815,56517950600,2,5,5,5,5,5,5,14,14,17,17,2008
13819,24329308700,4,4,5,5,5,5,5,5,8,10,11,2008
13834,24461438300,2,3,29,51,56,72,74,74,79,81,81,2008
13900,6507900140,4,6,10,10,12,12,16,16,16,16,18,2008
13941,13609649600,3,3,3,3,3,3,3,3,3,3,3,2008
14019,23988307700,1,1,3,3,3,4,4,4,4,4,4,2008
14026,7004111214,24,37,61,65,65,82,86,86,94,107,119,2008
14043,23486421800,3,7,7,7,10,10,13,16,16,16,16,2008
14250,25025893600,2,2,2,2,2,2,2,2,2,2,2,2008
14398,7003368127,9,10,15,15,17,17,22,22,22,22,22,2008
14483,57203252786,9,11,11,11,11,11,11,11,11,11,11,2008
14648,6603734959,74,74,74,74,74,74,74,74,74,74,74,2008
14661,8693731800,3,6,6,7,11,12,14,16,22,26,32,2008
14726,7004618124,6,6,6,6,6,6,6,10,10,10,10,2008
14852,14819059200,8,37,37,37,37,37,37,37,74,78,78,2008
14895,23134450600,3,4,7,10,10,10,10,14,14,14,14,2008
14957,16305439000,4,4,4,4,4,12,12,12,12,23,23,2008
15147,7006724146,4,4,4,4,4,4,4,4,4,4,4,2008
15186,6603123270,9,9,9,9,9,9,9,9,9,9,9,2008
15302,22135741900,4,4,4,4,6,6,6,6,6,6,6,2008
15412,7101694616,2,2,2,2,2,2,2,2,2,2,2,2008
15502,25636992600,5,5,37,37,50,50,65,65,126,126,143,2008
15540,8245566000,3,3,9,9,9,9,14,21,24,24,24,2008
15565,56186567400,10,10,10,10,10,10,10,10,10,10,10,2008
15592,7004031477,3,3,3,3,3,3,3,3,3,9,9,2008
15655,56234075800,5,5,5,5,5,5,5,53,53,53,53,2008
15681,24341511400,3,5,8,17,20,23,24,25,34,40,44,2008
15755,7003410839,15,15,15,15,15,15,33,33,33,33,33,2008
15885,54790519800,3,3,3,3,3,3,3,3,3,3,3,2008
16093,6701526252,8,8,8,8,8,8,8,8,42,42,46,2008
16242,24831974900,3,6,10,15,17,19,23,23,23,23,23,2008
16371,9737430000,21,21,21,21,21,21,21,21,24,30,30,2008
16644,16311973400,7,9,9,19,22,22,46,46,69,106,117,2008
16720,7005756764,7,7,7,10,10,17,18,22,24,24,26,2008
16838,7102756596,2,2,2,11,11,11,11,11,11,11,11,2008
16940,35229553600,3,3,3,3,7,7,7,7,7,7,7,2008
16974,25824011500,2,3,4,7,8,9,11,11,12,12,14,2008
17061,24733894400,4,4,5,5,5,5,5,5,8,8,8,2008
17121,23569239400,36,46,82,82,82,91,97,105,113,113,113,2008
17174,25823469100,2,2,4,4,4,4,4,6,6,9,9,2008
17204,7003581537,13,15,18,32,46,60,60,76,84,90,90,2008
17245,56878233900,7,7,7,7,7,7,7,7,7,7,7,2008
17368,24558865700,16,20,27,31,36,40,40,40,45,48,55,2008
17421,24482903600,9,15,32,32,32,42,45,46,50,60,60,2008
17449,57203691605,2,5,5,5,5,5,5,5,5,5,8,2008
17532,26422540600,1,1,1,1,1,1,1,1,1,1,3,2008
17635,23110068700,2,2,14,24,28,31,31,43,45,52,60,2008
