Unnamed: 0,ID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
473,7003389028,1,2,6,7,10,10,13,13,14,14,18,20,24,24,24,24,26,30,32,38,39,39,41,43,45,45,45,45,46,1990
933,7202580103,2,4,9,12,18,18,22,26,30,37,42,45,46,48,48,56,83,87,89,91,92,95,101,102,108,108,109,112,129,1990
1303,7003924858,4,5,5,7,10,11,15,20,20,21,24,30,34,39,44,52,55,55,57,64,65,66,75,85,88,91,108,115,117,1990
1429,7004970514,3,3,3,3,11,14,14,14,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1990
1560,7101921631,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,1990
1731,7003993073,19,19,21,25,25,29,32,32,39,44,53,60,62,72,74,79,86,93,98,105,117,118,127,127,128,139,139,139,141,1990
2730,7003952036,5,5,6,7,10,11,20,23,27,27,33,34,39,48,56,61,68,74,78,88,91,93,98,106,132,143,148,161,169,1990
3680,55574349600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
3969,7005814193,7,7,10,12,17,17,24,39,48,63,63,80,82,100,107,111,123,138,140,140,142,178,178,178,178,198,198,207,207,1990
3983,23118728100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1990
5263,7007131545,6,8,8,8,8,8,14,19,33,33,35,36,48,49,62,69,76,77,92,92,98,99,99,107,114,114,132,132,135,1990
5335,7103102263,2,2,2,2,4,5,5,5,6,6,6,6,6,6,6,7,7,10,10,10,10,13,13,13,13,13,13,13,13,1990
7890,7006343367,7,7,9,9,18,26,26,31,31,48,48,53,54,55,55,55,55,67,69,69,74,75,77,82,82,83,85,85,85,1990
8377,7003640025,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,1990
9013,7004163692,1,3,3,3,3,4,6,11,12,15,17,17,18,21,24,25,31,37,44,52,56,58,59,66,72,84,90,97,101,1990
9685,7006216850,4,4,4,4,4,6,6,9,9,21,31,31,31,36,56,77,85,95,95,107,125,129,145,161,171,184,189,189,190,1990
11653,57203078256,7,7,10,10,17,17,24,40,49,49,49,49,49,60,76,76,95,113,118,122,126,135,135,138,152,155,172,176,181,1990
13317,7102350179,9,9,13,13,19,19,22,27,35,37,38,39,42,45,46,50,52,97,100,107,114,140,145,153,161,169,174,181,191,1990
15461,7007094494,7,7,7,7,19,21,21,21,21,25,25,25,25,25,25,25,26,28,32,35,35,35,35,46,53,53,53,53,53,1990
16180,35554137300,18,18,18,18,18,18,18,18,18,18,18,18,18,18,22,22,50,55,64,64,64,64,69,69,69,69,72,72,80,1990
16840,55534323100,2,2,2,2,2,2,2,2,2,2,2,5,9,9,12,12,12,12,23,23,31,31,31,33,39,39,39,39,39,1990
17351,35576964400,2,6,13,13,13,13,14,16,22,26,27,28,33,48,50,55,57,60,68,70,74,86,95,100,103,103,106,110,111,1990
18264,7005691376,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,1990
18850,23066670400,3,4,9,10,11,22,30,42,47,60,70,73,78,83,100,114,132,135,151,155,163,170,177,179,182,184,188,195,198,1990
21338,55936783300,1,5,6,11,12,20,24,29,34,41,46,62,69,75,78,90,95,102,111,112,120,129,138,145,153,163,170,172,175,1990
22124,7101741272,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,13,13,15,15,15,15,15,15,1990
22788,56208284000,2,3,4,4,7,7,8,8,8,8,9,11,11,13,13,13,14,14,16,16,16,17,18,21,21,21,23,32,32,1990
23746,7006641004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1990
24609,7006225966,6,6,6,6,6,6,12,17,23,23,25,26,29,29,33,40,45,46,66,72,72,72,74,116,116,119,119,119,119,1990
25229,35592054100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
25410,35499432400,15,15,15,15,15,15,15,15,15,15,15,15,20,35,45,45,45,45,49,49,49,54,60,63,63,64,64,64,64,1990
25933,7006123114,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,8,8,8,9,9,11,11,11,11,11,11,11,11,1990
26027,7005792728,4,4,5,7,9,9,11,12,14,14,17,17,24,24,24,24,29,29,34,37,39,39,44,54,54,54,61,63,63,1990
27609,7402761532,2,3,5,6,6,6,6,9,10,12,13,17,20,22,26,30,31,32,33,38,39,39,42,49,49,52,61,63,68,1990
30474,7007171277,3,3,7,15,15,17,21,23,26,36,42,47,65,76,79,81,81,90,92,99,101,103,110,115,116,116,116,126,128,1990
30810,7003417813,2,2,3,3,3,3,3,4,9,10,25,25,28,31,31,32,34,38,44,53,64,73,85,91,100,102,115,134,143,1990
31128,7006214135,7,7,8,8,12,12,15,20,20,29,29,30,31,37,52,52,56,75,78,78,87,97,97,106,107,109,112,113,113,1990
31258,8645963300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,20,20,20,20,20,20,34,37,37,1990
31931,7005088393,8,11,11,11,11,11,14,22,23,23,27,31,31,41,47,47,47,51,52,54,55,57,57,58,58,58,59,61,61,1990
32368,7102593253,5,5,5,5,5,5,5,5,5,5,5,5,5,10,16,24,24,24,24,32,32,32,32,32,49,52,52,52,52,1990
32811,7005274396,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
34696,7005668908,4,4,6,8,8,8,8,12,12,12,12,12,13,16,17,23,27,42,42,48,50,54,72,72,72,73,73,81,85,1990
35470,7006034211,4,7,7,7,7,7,7,7,7,7,13,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1990
35647,7006433595,1,4,6,11,11,17,22,28,34,37,41,57,62,69,75,81,86,95,105,112,123,129,144,149,156,167,178,185,190,1990
35802,7005911606,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,25,25,56,56,56,60,1990
