Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
6,23992392000,3,3,3,9,20,23,34,47,2011
93,55879881900,5,5,5,5,5,5,5,5,2011
192,7101999997,1,1,1,1,1,1,1,1,2011
211,53866336800,4,4,4,4,4,4,4,4,2011
214,35114206300,4,4,4,4,4,4,4,4,2011
259,8944381100,6,7,7,7,7,10,13,15,2011
429,26423751700,2,5,5,5,5,5,5,5,2011
486,57205013279,4,9,14,16,19,22,30,33,2011
488,54954314500,2,2,2,2,2,3,3,3,2011
564,35549610800,7,7,7,7,7,19,19,19,2011
685,35076902200,2,2,2,5,9,9,11,13,2011
752,36342837600,5,5,5,10,10,10,16,16,2011
757,8950100000,4,4,7,7,7,7,10,10,2011
788,55875407100,8,10,15,35,44,74,76,113,2011
865,6602663280,3,3,3,3,3,3,25,25,2011
998,36859280200,2,2,5,23,23,30,31,31,2011
1024,49360917300,5,6,14,14,22,26,30,39,2011
1111,37561661400,1,1,1,1,1,1,1,1,2011
1145,47562015400,3,6,6,6,7,8,10,10,2011
1180,12143087600,5,5,5,5,5,5,5,5,2011
1235,56238759300,3,4,5,5,5,12,14,18,2011
1264,6603017725,9,9,9,9,9,37,45,45,2011
1294,7101619950,19,19,23,23,23,23,23,23,2011
1449,8284686300,3,3,4,5,5,5,5,5,2011
1457,7004329244,15,15,15,43,43,43,43,43,2011
1659,36869438500,8,8,8,8,8,8,8,8,2011
1726,36627945500,8,8,8,8,8,8,8,8,2011
1828,53878363000,6,6,6,7,7,7,7,7,2011
1835,8654719200,8,8,14,14,14,14,14,14,2011
1838,8627321700,3,3,3,3,3,3,3,3,2011
1889,55392353500,11,11,11,11,11,11,11,11,2011
2097,17435892500,1,1,1,1,1,1,1,1,2011
2127,49960964900,3,3,3,3,3,3,7,7,2011
2129,7005458403,4,4,4,4,4,4,4,4,2011
2154,55486576300,5,7,11,21,24,31,47,53,2011
2161,56181233500,1,1,3,3,3,3,4,7,2011
2202,6603106945,7,7,15,17,17,17,17,17,2011
2309,55566929600,3,6,6,6,8,12,12,12,2011
2321,52464518500,8,11,13,17,33,44,44,44,2011
2379,55888534000,4,4,4,5,5,8,8,8,2011
2461,47160925000,7,7,11,13,13,13,13,13,2011
2663,23393905100,6,10,10,10,10,10,10,10,2011
2671,8899087700,3,3,4,4,11,15,18,18,2011
2855,36573961600,9,9,11,11,11,26,26,26,2011
3036,55588269600,24,24,24,24,24,24,24,24,2011
3059,55062243600,1,1,1,5,5,6,6,6,2011
3186,23467266100,7,7,7,14,19,23,29,29,2011
3279,35306708700,1,1,7,8,11,14,16,16,2011
3337,54951455800,8,13,13,13,17,17,17,17,2011
3347,6507952614,2,2,2,9,9,9,9,9,2011
3383,54788043500,4,5,6,6,9,9,21,21,2011
3462,24391172200,8,8,8,8,8,8,8,8,2011
3586,7005375930,3,3,3,3,3,3,3,3,2011
3662,6603487943,5,6,6,6,6,6,6,6,2011
3671,36244574700,15,15,15,15,15,15,15,15,2011
3704,8436379500,4,4,4,4,4,4,8,8,2011
3745,56153297500,3,3,8,12,12,12,15,17,2011
3825,37017082000,2,5,5,8,8,8,8,11,2011
3907,7006311823,7,7,7,9,9,9,11,11,2011
3941,57197978359,2,4,4,4,4,4,4,5,2011
4028,36103370400,15,15,15,15,15,15,15,15,2011
4051,55884198000,5,5,5,5,5,5,5,5,2011
4079,36020660500,9,9,9,9,9,9,9,9,2011
4120,6701813895,5,5,5,12,20,50,50,50,2011
4166,7404944998,11,11,11,11,11,28,28,28,2011
4195,55945072500,3,3,3,3,3,3,3,3,2011
4223,6601956838,13,17,20,20,26,54,63,64,2011
4305,36622757600,2,2,2,2,3,3,3,3,2011
4330,8561557400,3,3,4,4,4,4,4,4,2011
4363,6701641087,5,5,5,5,8,8,8,8,2011
4370,36910709600,8,44,49,49,49,49,49,49,2011
4472,42161373300,1,1,1,1,1,4,5,7,2011
4550,26642973200,4,10,10,13,13,17,17,17,2011
4576,22979272400,5,8,9,15,15,22,22,23,2011
4598,57204171679,3,3,3,3,3,3,3,3,2011
4644,24452889200,3,3,3,3,3,3,6,10,2011
4651,35748363400,2,2,2,2,4,4,4,4,2011
4667,55837604000,3,3,3,3,3,3,3,3,2011
4765,25925700400,1,1,1,1,1,1,1,1,2011
