ID,2014,2015,2016,2017,2018
56003475600,6,6,6,6,6
56764415200,1,1,1,1,1
54785262900,4,7,9,9,9
35292611200,5,5,5,5,5
6701814469,4,4,4,4,4
55845598600,1,3,4,4,4
56548893100,8,8,8,8,8
7004159827,83,83,83,83,83
34870369100,1,1,1,1,1
8840160700,7,7,7,7,13
7004313790,1,19,61,61,61
56346223700,12,12,12,12,12
56112940300,11,45,49,49,49
35190134000,6,6,6,6,6
23388785300,2,4,4,6,8
56159639400,7,7,8,10,10
9738303500,3,3,3,3,3
7006134930,9,9,9,9,9
36602151100,23,23,23,23,23
56342257000,5,5,5,5,5
7006404174,93,93,93,93,93
42861586800,25,25,25,44,44
56543596000,4,12,12,12,12
55883839400,2,6,6,6,6
55195186800,10,10,10,10,10
55607830000,5,5,17,17,17
56069659300,4,7,7,7,7
55944721500,38,57,59,59,59
36237911700,13,13,13,13,13
56405270700,6,7,8,9,9
56114624200,5,5,12,12,21
55546827600,39,39,39,39,39
36059703600,3,3,4,4,4
57203079557,32,32,42,42,69
56505640300,37,37,37,37,61
35767133300,8,12,16,16,18
56534892200,2,2,2,2,2
50060902700,4,7,7,7,8
56460954600,6,6,17,22,22
56176530200,5,7,7,7,7
55360451700,8,8,8,8,8
35291050500,3,10,10,10,10
6507062272,2,2,2,2,2
55881165200,2,2,2,2,3
57197027363,3,3,3,3,5
21740911600,9,9,9,9,9
56133220000,2,2,2,2,2
56401066300,2,4,6,15,16
36106950100,3,3,3,3,3
36099406900,5,5,5,5,5
56529337000,5,5,5,6,6
24764934000,2,2,2,2,2
56297632800,9,18,18,18,21
23978940400,6,17,20,20,20
50160947600,3,4,4,4,4
56213312000,5,5,5,5,5
56375177700,9,9,9,9,9
30067461800,23,23,23,23,23
56711884200,2,2,3,4,4
25032239300,4,4,4,5,12
55772028800,2,2,2,2,2
8691878600,6,6,6,6,6
56429772600,4,4,4,4,8
55325186000,4,5,6,12,14
6603599631,7,7,7,7,7
56272396000,6,6,10,10,10
56427336800,2,2,2,2,5
14034185700,6,6,9,15,21
57192869992,13,13,13,13,22
35409890000,4,7,9,9,9
35354006800,4,4,4,4,4
7004041411,4,5,10,11,11
56037270400,73,73,73,73,73
7004162794,14,14,14,14,14
23059323900,2,2,3,3,4
7003363770,1,1,1,1,20
7101751256,2,2,2,10,14
35249797000,14,18,21,24,24
56226810500,27,27,27,49,59
56349774500,5,7,8,9,9
56786219600,1,1,2,2,5
55351507400,11,11,11,13,14
7801629474,20,20,20,20,20
56599469400,2,2,2,2,2
14068146400,36,36,36,36,36
8286373600,3,6,6,7,7
56487288500,4,4,4,5,5
35172944300,4,4,4,4,4
55172216700,5,5,5,5,5
56423535900,2,4,4,4,4
56258098900,3,3,3,3,3
56951088200,3,3,5,5,6
56235839700,2,2,2,2,2
26039046700,6,6,6,6,6
55557463200,3,3,5,10,10
42862296700,1,1,1,1,1
7202892794,19,31,31,31,31
56515456700,7,7,9,10,10
54954387500,9,10,10,18,18
56644686500,7,7,7,7,8
42761407800,46,46,46,46,46
56685921400,3,3,5,10,10
57190578862,9,9,9,9,9
26421678500,4,4,4,4,4
35146130800,47,47,47,47,47
55817414900,6,8,9,12,12
35365946100,6,6,6,6,6
56430957000,2,2,6,6,6
6602979252,12,12,12,12,12
56453556600,5,9,13,13,13
56449229200,3,3,3,3,3
36483494400,70,70,94,94,94
56611892700,7,7,7,9,9
55447246500,12,12,12,12,12
57028124000,73,73,73,73,73
14037882800,5,5,10,15,15
56467975500,4,9,15,23,23
6701316969,8,8,39,48,48
55561724400,6,6,9,9,9
57120213300,17,17,17,17,17
55559767400,7,7,7,7,7
56518217200,66,66,66,66,98
56454911200,2,2,2,2,4
36081897100,47,47,47,47,47
56769394500,3,3,9,9,9
56799681700,7,7,7,7,7
55885380000,4,5,9,13,15
56421799500,6,14,14,23,23
56727888900,8,8,8,8,11
56523114900,2,2,3,5,5
56070990300,2,3,5,9,9
56534640900,5,5,6,6,6
7006896319,2,2,2,2,2
56542053000,2,2,2,5,5
55201672000,20,34,37,39,39
56458988300,7,7,7,7,7
55903818400,6,6,6,6,6
35771500900,11,11,11,11,11
56380641100,1,1,4,5,9
57202703805,7,9,10,11,12
56288752400,5,5,5,5,5
56316087200,2,6,6,8,8
7102510065,6,6,6,16,16
35321650700,40,40,40,40,40
35435966000,9,9,9,9,16
7801478599,3,3,4,5,5
56577494500,3,3,3,5,5
53879640400,2,3,6,6,9
36462493200,21,21,21,25,25
55626560000,3,3,3,5,5
55910276300,4,4,5,5,5
56159714000,4,4,6,6,10
57188722498,5,5,5,5,5
36056165500,4,4,4,4,4
55857459000,10,11,11,11,11
55789505271,1,1,3,5,7
24338647200,1,3,4,4,4
36238323500,6,6,6,6,6
56418710900,4,5,5,6,9
56276433300,3,4,4,4,4
56765383400,5,6,6,6,12
6701741179,7,11,19,19,19
55643911800,2,2,2,2,2
24339301500,17,17,17,17,17
36085244200,11,13,13,13,13
56001747300,1,1,2,2,2
6602615344,10,10,10,10,10
12780731800,3,3,3,3,3
8574668200,11,11,11,11,11
56131413600,6,6,6,6,6
56287243400,14,14,14,58,66
55746628400,10,13,13,15,15
7006992110,6,6,6,11,11
36145850800,9,15,15,15,24
55935755500,5,6,7,7,7
7005995564,1,2,2,2,2
9638557700,2,2,2,2,2
15073588400,10,12,12,19,19
13404838200,3,5,6,7,7
7004576596,6,6,6,6,6
26531924100,6,6,6,6,6
56707503100,2,2,2,4,4
56304054200,5,9,9,9,9
56647902500,3,5,8,12,12
56045921800,2,3,8,8,8
23012193500,1,2,4,4,4
34977616600,4,4,4,4,4
56411883900,3,4,8,11,17
23988728500,2,2,2,4,7
6503974171,4,4,7,7,7
55797275800,3,3,5,11,11
35171006200,9,9,9,9,12
13605771800,3,7,10,10,10
56226078500,9,23,29,38,38
10738797800,6,6,6,6,6
8315205800,15,15,15,15,21
55935124000,1,1,1,3,3
30267568800,16,16,26,26,26
56115387100,6,11,27,33,33
39362249500,4,4,8,8,8
7006280562,4,4,4,7,7
24294301800,5,20,20,20,25
55769205900,2,2,2,4,4
56297968800,3,3,3,3,3
16644310700,17,18,32,38,40
57200416792,4,4,4,4,4
55581645900,4,12,12,16,21
55546463700,39,39,39,39,93
56405596900,1,3,3,3,4
35112838500,4,4,4,6,20
56423997200,7,7,10,10,10
57194104624,4,4,4,15,15
56196345200,6,11,12,17,21
57194421423,2,3,5,6,6
56353137500,4,4,4,4,4
36969548400,1,1,1,1,1
56703276500,5,6,7,11,11
56246524300,3,3,6,7,7
6701354038,4,4,4,4,4
52264038200,7,11,11,11,11
14047206800,8,9,13,15,16
56572579300,3,6,6,11,13
55091576700,3,3,3,6,6
56644867700,3,3,3,7,7
6506007420,3,14,14,14,14
7005224906,20,20,20,20,20
25638266700,5,7,7,7,7
56149937900,2,2,19,21,21
56412966800,1,2,2,10,11
56048441500,2,2,2,2,4
56543539900,4,4,4,4,15
56005186400,3,10,10,12,12
7003574561,6,6,6,6,6
7003355554,4,4,5,5,5
