Unnamed: 0,ID,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
57,7003768034,4,4,4,4,4,4,4,4,4,9,9,9,9,9,17,17,17,17,17,17,17,17,1997
326,6603964117,3,5,8,9,14,19,24,31,32,44,51,55,57,63,68,68,89,94,97,97,100,100,1997
357,7006357115,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,18,18,1997
747,7402231612,4,4,4,4,8,17,17,27,39,41,55,65,72,78,79,79,82,104,115,124,134,146,1997
1065,7101748094,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1997
1152,55963707300,5,9,12,12,12,12,18,18,18,18,26,26,26,26,26,31,31,37,37,42,52,57,1997
1394,7103250854,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1997
1448,56217123600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1997
1623,6602504801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,1997
1735,7403553526,7,14,21,21,27,31,31,36,36,36,36,40,55,67,75,75,87,92,92,92,92,92,1997
1759,7004286330,13,24,25,27,31,34,34,36,36,43,45,45,45,45,55,56,61,62,62,66,66,68,1997
1906,6603838816,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,1997
2049,7101601767,4,4,4,4,4,4,4,4,4,13,13,18,18,18,18,19,19,21,25,25,25,25,1997
2196,7003896138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1997
2329,7005556476,3,3,4,4,4,4,4,4,4,4,4,4,4,8,9,9,9,9,9,9,15,15,1997
2519,6603817347,11,14,14,14,14,14,14,14,14,14,19,19,19,19,19,19,19,19,19,19,26,26,1997
2736,6701413555,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1997
