ID,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6602526042,0,0,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33
55883275100,0,0,0,0,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14
6602090341,0,0,0,0,0,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31
57204338494,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,9,9,9
8727223500,1,1,2,2,2,6,6,7,10,10,13,13,30,30,30,32,35,39,49,51,55
55174217600,0,0,0,0,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83
35564240000,0,1,1,2,2,2,2,2,3,3,11,13,15,17,19,19,19,20,20,20,20
6603068537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
57203526191,1,3,3,3,5,5,6,6,6,6,12,12,12,13,14,16,17,20,20,23,23
6603117991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6701497179,19,20,20,20,20,25,27,32,38,39,41,42,44,46,52,54,54,57,63,63,65
7006755617,0,0,0,0,0,0,0,0,0,21,21,21,21,26,26,26,26,26,26,26,26
6602983384,3,3,3,3,3,7,7,10,10,10,14,16,16,22,28,28,29,29,29,33,33
7004095016,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7101829072,0,0,0,0,0,0,0,0,23,23,23,23,65,65,65,65,75,75,75,75,75
56006954900,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,9,10,17
56216326200,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,12
57203337551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,16,16,16
7003564686,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
15836751900,1,1,3,5,5,8,10,32,34,37,38,39,40,45,47,48,49,56,58,61,61
6602308193,7,8,8,8,8,8,12,12,12,14,15,15,15,15,17,17,17,17,17,17,17
6602404369,0,0,1,1,1,7,7,7,10,16,17,19,23,27,29,38,46,54,67,72,77
17341189400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22
