Unnamed: 0,ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
87,6602526042,10,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,2000
177,9336832500,3,3,8,8,10,10,10,10,10,13,13,13,14,14,14,16,16,16,21,2000
226,6603390490,3,3,3,3,3,3,3,5,5,5,6,7,7,7,7,7,7,8,8,2000
282,57203216789,5,10,16,18,20,20,25,25,25,25,31,38,41,57,92,108,126,152,194,2000
317,36628123700,1,1,3,4,6,6,11,11,11,11,12,12,12,12,12,14,14,20,22,2000
340,7003680119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
505,56618322900,1,1,22,22,29,31,31,36,50,50,57,89,89,89,89,89,89,89,89,2000
530,26642788000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
638,7004084583,4,4,4,4,4,4,4,4,4,4,8,8,8,8,13,13,13,13,13,2000
798,9335327900,31,31,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2000
942,6507835949,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2000
1049,7005350024,31,31,31,31,55,55,59,59,69,80,110,115,159,159,209,209,319,319,323,2000
1124,6506451570,1,1,1,3,3,3,3,6,9,13,15,21,25,30,43,50,55,55,56,2000
1171,57204346136,1,1,1,1,11,11,12,12,12,14,15,15,15,15,15,15,19,21,21,2000
1197,23099277200,2,2,2,2,2,2,7,7,7,9,16,18,19,25,30,30,30,30,30,2000
1235,6507473318,22,22,32,32,32,32,32,32,32,42,84,84,84,106,106,106,106,106,106,2000
1418,6603218201,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17,2000
1449,6701848624,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
1588,6701853960,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,2000
1666,7006309561,2,2,4,6,6,10,14,18,18,20,27,36,37,38,41,53,60,62,68,2000
1679,7004964659,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2000
1787,7004293711,2,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,2000
1936,56438990000,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2000
2046,7004203202,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2000
2273,7006318562,17,17,60,60,82,82,89,89,96,96,96,96,96,96,102,102,107,111,111,2000
2404,6506304639,3,3,3,5,7,8,11,14,16,16,16,24,25,33,33,38,42,42,43,2000
2507,7003925399,4,6,9,9,10,12,12,22,23,27,32,32,35,45,50,55,59,78,78,2000
2632,6602110009,4,4,4,4,4,4,6,6,6,6,8,8,8,11,12,12,12,12,12,2000
2738,15122837200,4,4,4,4,4,4,6,8,8,9,23,26,27,28,40,47,58,58,62,2000
2857,7004924749,2,2,2,2,3,7,7,7,8,8,8,8,8,8,8,8,8,8,8,2000
3025,16506408800,2,2,2,2,2,2,3,3,3,4,5,5,5,8,8,8,8,8,8,2000
3056,7004084203,1,1,1,1,1,1,2,2,6,10,18,18,18,18,18,18,18,18,18,2000
3235,6602404369,1,1,1,7,7,7,10,16,17,19,23,27,29,38,46,54,67,72,77,2000
3534,16308866700,2,2,2,2,2,2,2,8,12,12,12,12,15,15,15,15,15,15,15,2000
3732,6602950766,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2000
3745,6602258515,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,2000
3832,8680609500,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2000
3910,56279158400,6,6,10,10,18,25,34,36,40,48,48,52,52,52,52,52,53,53,60,2000
3941,6505921302,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,2000
4167,6602424361,1,2,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,2000
4215,6701680443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
4292,7005038167,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2000
4320,6601996253,1,2,3,3,3,3,3,9,12,13,13,13,14,14,14,21,23,24,24,2000
4643,7004097280,5,10,10,10,10,15,21,27,29,29,29,29,29,29,29,29,29,29,29,2000
4668,12791104400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
4858,36083887800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,7,2000
4877,14319066400,14,14,14,14,26,26,30,30,30,30,30,30,30,30,30,30,49,49,49,2000
5226,7102215531,9,9,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2000
5229,6701902942,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,43,43,43,43,2000
5618,7005908284,1,1,1,4,4,6,6,6,6,8,11,15,23,28,28,33,37,40,44,2000
5653,22333729700,2,2,2,2,6,6,6,12,13,16,23,23,23,23,23,23,23,23,23,2000
5844,56283831500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2000
6010,6507929604,31,31,40,40,43,43,43,43,43,43,66,66,141,141,141,141,141,141,141,2000
6132,7005685897,5,5,6,6,6,13,16,17,20,20,25,28,31,31,31,34,37,37,37,2000
6263,6603005292,3,3,3,3,3,3,3,3,3,3,3,5,5,5,16,22,24,24,29,2000
6526,8270019500,3,3,3,7,8,9,9,19,25,28,29,33,35,41,45,48,62,70,74,2000
6552,7202767570,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
6731,6603756458,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2000
6827,15752170600,4,4,8,11,13,14,25,29,36,37,47,56,62,82,101,111,119,128,139,2000
6836,7004524059,5,5,5,5,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,2000
6861,56785863200,5,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2000
6885,56276407100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
7228,35409709500,1,1,1,1,1,1,1,1,4,4,7,17,27,27,28,28,30,34,36,2000
7371,7005801202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2000
7493,7404732357,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2000
7823,28367922800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000
7987,7003841637,6,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2000
8029,7103039767,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,2000
8264,56652454800,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,11,11,11,2000
8304,6603749857,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2000
8718,6603833952,2,2,5,5,5,5,6,9,9,9,9,10,11,11,11,13,13,13,17,2000
8987,6602643899,1,2,2,2,2,2,4,4,7,7,7,7,7,7,9,9,9,14,14,2000
