Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
11,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
26,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
63,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
90,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
101,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
105,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
113,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
130,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
141,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
163,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
188,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
189,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
200,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
215,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
266,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
277,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
322,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
358,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
375,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
483,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
510,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
528,6602919670,5,5,5,5,5,5,5,5,5,5,5,2008
539,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
563,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
589,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
623,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
748,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
762,26430954400,4,6,7,7,7,7,7,7,7,7,7,2008
768,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
789,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
790,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
792,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
821,24823824900,6,7,9,9,9,9,9,9,9,9,9,2008
886,55321729600,12,12,12,12,12,12,12,12,12,12,12,2008
920,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
985,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
1006,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
1052,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
1061,24512790600,30,31,45,52,55,74,92,117,117,117,117,2008
1088,24833470700,47,47,57,57,57,57,57,57,57,57,57,2008
1090,25640722400,2,4,14,17,17,22,22,22,22,22,22,2008
1118,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
1127,16644800700,4,4,4,4,4,4,4,4,4,4,4,2008
1167,57193414878,25,25,39,74,91,91,97,97,97,97,97,2008
1175,37087258700,12,13,13,28,30,38,39,39,39,39,39,2008
1267,57201068637,2,2,2,2,2,4,5,5,5,5,5,2008
1282,6602224075,6,6,6,6,6,6,6,6,6,6,6,2008
1300,7003785403,10,10,10,12,12,12,12,12,12,12,12,2008
1308,8677756400,1,1,1,1,1,1,1,1,1,1,1,2008
1408,23004849100,2,2,2,2,5,5,5,5,5,5,5,2008
1429,7005037128,3,3,3,3,3,6,7,9,9,9,9,2008
1481,6603385761,5,5,5,5,5,5,16,20,20,20,20,2008
1543,24464860900,62,62,69,77,77,77,77,77,77,78,78,2008
1550,25927774800,3,3,4,4,5,5,10,10,15,16,17,2008
1569,8241673300,2,2,2,2,2,2,2,2,2,2,2,2008
1575,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
1602,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
1665,6602730429,5,8,8,10,16,20,21,21,21,25,25,2008
1697,9840413900,74,74,74,74,74,74,74,74,91,91,91,2008
1707,8293766600,3,3,3,3,3,3,3,3,3,3,3,2008
1711,24778639600,2,3,3,3,3,3,3,3,3,3,3,2008
1748,8219591600,6,6,6,17,17,17,17,24,24,24,24,2008
1752,6508220332,1,1,1,1,1,1,2,2,6,6,6,2008
1754,7402059027,22,22,22,22,22,22,22,22,22,22,22,2008
1761,27167536300,8,11,12,12,12,12,12,12,12,12,12,2008
1827,6603563139,5,5,5,5,5,5,5,5,5,5,5,2008
1900,35581770400,3,3,3,3,3,5,5,5,5,5,5,2008
1905,25929020000,3,3,3,3,3,3,3,3,3,3,3,2008
1908,26424314100,2,18,18,18,20,22,22,22,22,22,22,2008
1909,24767182500,2,2,2,2,2,2,2,2,2,2,2,2008
1916,7005139298,10,10,16,17,17,17,24,24,24,24,24,2008
1960,36832635500,5,8,9,9,11,11,14,14,14,14,14,2008
1973,36571597000,18,18,43,54,62,62,62,62,62,62,62,2008
1989,14029024800,5,5,5,5,5,5,5,5,5,5,5,2008
2007,6603964872,6,7,7,7,7,7,14,14,16,16,16,2008
2028,57194691438,4,4,4,4,13,13,13,13,13,13,13,2008
2129,6602309097,4,11,11,11,11,11,11,11,11,11,11,2008
2130,36124790200,3,3,5,11,15,16,16,19,21,24,26,2008
2141,6701798270,22,22,22,22,22,27,27,27,27,27,27,2008
2169,24341220400,4,4,4,4,4,6,6,6,7,7,7,2008
