Unnamed: 0,ID,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
117,6602207446,4,9,9,18,22,24,24,24,27,28,33,33,35,40,43,2004
129,6603247644,2,2,2,2,2,2,4,4,4,6,10,13,13,17,19,2004
134,6603476567,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004
268,6507907677,2,2,2,2,2,4,7,9,13,15,25,27,28,32,42,2004
360,6602104029,26,26,26,26,36,36,46,46,61,61,67,67,71,71,71,2004
373,13609694400,2,2,2,2,2,2,2,2,2,4,4,8,10,12,13,2004
385,55888724800,4,5,5,7,7,7,11,12,12,12,15,15,15,26,26,2004
431,8700956700,1,1,3,3,3,3,6,6,6,7,7,7,7,7,7,2004
443,7006376498,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2004
446,6603046252,3,3,3,3,3,3,3,3,7,8,8,8,8,8,8,2004
452,21743369000,3,3,3,4,7,7,7,7,9,10,11,11,13,13,16,2004
458,36026187100,14,14,14,14,14,14,14,14,14,14,35,35,43,56,68,2004
494,6507495155,17,21,21,21,21,21,21,21,33,33,40,40,59,67,67,2004
607,6701831220,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,2004
616,6701446077,9,9,9,29,29,29,29,30,30,30,30,30,30,30,30,2004
649,7801629715,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,2004
778,23022311900,3,3,6,6,6,6,12,12,17,17,17,17,20,20,20,2004
806,6603672082,6,6,6,8,8,8,8,8,9,9,9,9,9,9,9,2004
807,7004245418,3,3,5,7,10,10,11,11,11,11,14,14,15,15,15,2004
811,8393679000,9,9,9,9,9,9,9,9,9,9,15,15,15,15,26,2004
827,56069541400,43,43,43,43,48,48,112,112,198,198,202,202,205,205,256,2004
992,35451303200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
998,13106231100,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
1018,53866152500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
1097,6603751598,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,2004
1098,7201468610,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,2004
1263,15019473400,2,5,10,10,10,10,10,10,10,14,14,14,14,14,14,2004
1273,7402515233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
1353,6603105760,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2004
1512,6602452487,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
1527,23975627600,3,3,3,3,4,4,4,7,8,8,8,9,9,10,10,2004
1528,6505561198,2,2,2,2,4,4,4,7,10,10,10,10,10,10,10,2004
1545,35495413600,8,8,8,8,8,8,8,8,8,22,22,22,22,22,22,2004
1842,24343470300,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2004
1857,6506247514,4,4,7,7,7,7,7,9,9,9,9,9,13,13,13,2004
1917,6602182508,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2004
1940,57196074966,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,2004
2000,22433529700,2,2,2,2,2,4,6,6,6,6,6,6,24,24,29,2004
2090,6601970604,17,17,17,28,35,35,35,49,49,49,64,75,75,84,84,2004
2140,10038902900,5,7,8,10,14,14,21,23,26,30,30,30,34,34,35,2004
2161,56216326200,1,1,1,1,1,1,1,1,4,4,4,4,4,4,12,2004
2224,55944243500,1,1,1,1,1,2,6,6,10,10,11,11,11,11,17,2004
2246,7004013739,14,14,14,14,14,14,14,17,17,17,23,23,39,39,39,2004
2259,7003270243,1,1,1,1,1,1,1,7,7,11,12,12,12,13,13,2004
2410,23501520800,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,2004
2520,6506457551,14,14,14,14,14,14,14,14,16,16,16,16,89,100,172,2004
2527,23668078700,3,8,8,8,8,8,8,8,29,29,29,29,29,29,29,2004
2543,24757890200,71,71,71,71,86,86,86,86,86,86,86,86,86,86,86,2004
2571,7202736479,17,17,17,21,21,21,21,21,30,30,30,38,38,43,43,2004
2581,7003564686,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
2644,8082491200,1,3,3,5,5,5,5,11,12,13,13,14,22,25,25,2004
2657,8928429100,4,6,11,13,13,13,13,13,13,18,18,18,18,18,18,2004
2691,6603337889,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
2703,11043515300,2,2,2,2,3,5,5,7,7,7,11,11,11,11,21,2004
2950,14037987000,1,1,5,6,8,12,21,30,37,45,45,45,46,50,51,2004
3049,6701603422,1,3,3,3,3,4,4,4,4,4,4,4,4,10,10,2004
3214,6602799668,1,1,5,6,9,9,9,11,11,11,11,11,11,11,11,2004
3321,6701679633,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
3325,7101796750,12,12,12,12,12,19,35,35,35,35,35,35,35,35,35,2004
3337,7003616265,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,2004
3394,9278813000,3,3,3,5,11,11,11,11,11,11,11,11,11,11,11,2004
3500,7003787941,5,6,7,9,9,12,12,12,18,22,22,22,22,22,22,2004
3501,7004101038,3,3,7,8,8,8,8,8,8,8,8,8,8,11,11,2004
3631,8281318900,6,6,6,9,14,14,14,29,41,41,47,47,47,47,47,2004
3698,22834457700,1,12,13,18,23,27,45,48,49,54,69,71,72,72,74,2004
3715,55938453600,2,2,2,2,4,5,7,7,7,7,9,9,9,9,9,2004
3762,7102858285,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2004
3767,55970284600,4,4,4,4,4,4,4,4,4,8,8,8,15,19,19,2004
3784,22034686200,2,3,4,4,4,5,8,8,8,11,11,11,11,11,11,2004
4001,7005888473,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,2004
4015,12786067400,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,2004
4069,8258481800,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,2004
4187,6601990236,3,5,5,5,15,18,21,21,27,28,33,40,40,45,50,2004
4197,6507022783,28,28,28,28,76,85,91,91,91,91,141,141,224,231,250,2004
4225,7006822472,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2004
4332,7006054988,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2004
4340,55332181600,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2004
4387,6602581981,2,2,2,2,2,9,11,14,21,23,23,23,23,23,39,2004
4499,6602758613,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
4600,7003886643,3,6,6,6,6,6,6,6,6,6,6,6,6,6,12,2004
4638,6603436225,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
4915,55951491100,1,1,1,1,1,2,7,8,10,12,13,17,18,19,21,2004
4925,57203196605,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
4938,54991396700,3,3,3,5,5,5,5,5,5,5,7,7,7,7,7,2004
4983,14037737500,2,2,2,2,4,4,4,5,6,6,6,7,7,7,10,2004
5079,6505983821,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,2004
5461,35579118100,47,47,47,47,47,47,47,47,47,77,77,160,160,167,167,2004
5515,23034164300,2,2,2,2,10,10,19,19,24,27,33,35,46,48,55,2004
5546,6603758277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
5619,6701642469,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
5698,24775194900,13,13,13,13,13,13,28,28,28,28,28,28,106,116,116,2004
5840,7004518289,7,7,14,16,16,16,16,16,16,16,16,16,16,16,16,2004
5933,7003554262,22,22,22,22,40,40,40,40,40,40,40,40,40,40,40,2004
5955,6508025844,2,2,2,2,4,6,6,6,6,14,14,14,14,16,16,2004
6025,7003908626,8,12,19,19,19,23,26,28,29,29,33,33,36,38,38,2004
6026,55948240600,8,8,25,25,33,33,96,96,171,190,228,228,250,250,260,2004
6118,6507792527,17,21,21,23,23,23,23,23,33,40,40,40,40,48,48,2004
6178,8321501200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
6223,56363833000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
6415,12140214000,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2004
6416,7003660479,15,15,15,27,88,88,115,115,115,115,115,115,115,115,115,2004
6511,7402172965,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2004
6573,6506932461,3,5,7,7,7,7,7,7,14,18,18,21,21,26,26,2004
6755,7003554136,1,1,4,4,4,4,4,4,4,4,6,10,15,15,15,2004
6763,55907357800,4,4,4,4,4,4,6,6,6,15,15,20,20,20,20,2004
7018,7101910293,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2004
7060,57202107233,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
7266,6507776388,9,19,19,19,19,19,19,19,22,22,22,22,22,22,22,2004
7366,23977653400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2004
7390,22633267000,4,5,6,6,6,6,6,9,11,13,15,21,27,30,34,2004
7416,6602983831,2,2,2,2,2,2,2,2,2,16,16,16,16,19,19,2004
7484,6604059069,6,6,6,6,6,6,6,6,6,6,6,6,6,13,13,2004
7486,8317979700,3,3,4,4,4,4,4,4,18,20,20,20,20,20,20,2004
7618,15046066200,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,2004
7662,7402884230,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
7719,35310832300,1,5,8,8,8,11,11,11,14,16,18,22,22,22,22,2004
7725,6602119814,2,2,3,3,4,4,4,7,7,7,7,7,7,7,10,2004
7774,15764974500,8,8,11,17,18,24,24,24,29,29,36,37,37,37,40,2004
7834,7102958979,6,6,8,8,9,9,9,12,12,13,13,13,13,15,16,2004
7915,7102662932,2,3,3,6,6,6,6,7,9,11,12,12,18,19,24,2004
7921,55878398500,2,2,2,2,2,6,11,11,15,23,26,26,27,32,33,2004
8148,24366328700,2,2,2,2,2,5,10,13,14,14,15,17,25,25,29,2004
8323,6603760704,1,1,1,1,1,1,1,9,13,13,13,13,13,13,13,2004
8338,35575927400,2,2,2,2,3,3,3,3,3,3,5,5,5,5,5,2004
8380,6602537855,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2004
8528,7005019893,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2004
8574,6507689548,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,2004
8629,6506968790,2,3,7,8,8,10,18,32,114,141,158,164,195,207,218,2004
8683,8354986600,32,37,53,66,83,83,83,84,84,84,84,100,100,115,115,2004
8748,6701621806,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2004
8756,13411458300,3,3,6,6,14,14,14,14,14,29,29,32,36,36,36,2004
8809,56617935700,3,6,9,9,9,9,9,9,10,10,10,19,19,19,22,2004
8818,56102896400,2,28,70,78,102,103,121,134,139,155,169,173,209,216,230,2004
8856,6601950645,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
8880,16552005800,2,2,2,2,3,3,4,6,7,7,7,10,10,11,11,2004
8893,6603932250,2,5,12,12,15,19,20,20,20,26,26,26,26,27,27,2004
8957,56015665400,6,10,10,10,10,10,10,10,16,16,16,16,16,16,16,2004
8969,15074035700,2,3,3,3,4,4,6,6,6,6,6,6,11,11,11,2004
8977,6603682116,4,4,4,6,6,6,6,6,8,8,8,8,8,8,8,2004
8985,16040151000,7,7,7,7,7,7,30,30,30,30,48,48,55,55,107,2004
9007,9334341500,6,6,6,6,6,6,6,13,14,14,14,14,14,14,14,2004
9367,7005550044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
9423,55945839900,4,4,4,4,4,4,4,4,46,46,71,71,99,99,119,2004
9509,55494972100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
9537,7101686861,26,26,36,48,48,48,48,48,48,48,48,48,48,48,48,2004
9594,22951294900,3,3,3,5,5,5,5,5,5,5,9,9,10,10,10,2004
9673,7005759823,2,2,2,12,15,25,25,25,25,25,25,25,25,25,25,2004
9681,7102314252,3,3,3,3,7,10,10,10,13,13,13,13,13,13,13,2004
9811,56264196800,17,19,74,74,77,87,118,120,131,131,196,196,256,256,260,2004
9828,8527884800,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2004
9973,7004135845,1,1,1,1,4,4,4,4,4,4,7,7,10,10,12,2004
10081,6603082202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
10273,36082712800,3,3,3,3,6,14,14,17,17,32,32,32,32,32,32,2004
10301,6701913649,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2004
10365,7202407127,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2004
10407,14834099900,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2004
10475,7004349378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
10499,16305475400,2,2,2,6,8,8,8,9,12,12,13,13,16,16,16,2004
10700,6506734920,2,4,5,7,7,7,10,10,10,12,14,16,17,17,17,2004
10712,6603428490,7,11,14,16,16,23,23,29,31,31,31,37,37,37,37,2004
10739,7102278522,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004
11021,55977000100,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,2004
11047,10046231500,3,3,7,10,11,12,18,18,18,18,24,24,28,32,33,2004
11171,6602389192,6,6,6,6,6,6,6,6,6,6,6,6,14,17,17,2004
11216,55977266400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
11226,6507641510,4,4,4,4,4,4,40,40,40,40,46,46,46,49,49,2004
11588,6701820455,4,4,7,7,7,7,7,10,13,13,13,13,14,19,19,2004
11736,10739055200,10,10,10,10,24,24,24,24,94,129,137,137,141,141,156,2004
11757,7005890850,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2004
11778,26656928600,31,31,52,52,54,54,58,58,87,87,91,91,126,126,183,2004
11806,56076266400,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2004
12043,7004438027,1,1,3,5,5,6,7,7,9,10,13,17,18,21,21,2004
12077,6603198439,8,8,8,8,8,10,10,16,20,22,24,27,27,28,31,2004
12177,6506503732,4,5,5,11,11,15,15,20,20,32,34,34,35,41,49,2004
12178,11539260100,38,38,38,38,56,60,79,79,79,79,79,79,79,79,79,2004
12228,55546800700,40,40,40,40,55,55,66,66,99,99,119,119,144,144,166,2004
12232,57199919026,37,37,37,37,37,37,37,53,66,66,66,66,66,66,66,2004
12549,6507859164,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
12573,6701904540,45,45,45,55,59,59,60,60,60,60,60,60,60,60,60,2004
