Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
13,7003729382,2,2,2,2,2,2014
18,56091446600,5,5,5,5,8,2014
24,6603228789,3,3,3,3,3,2014
44,55892354500,3,3,3,3,3,2014
47,56490304600,2,2,2,2,2,2014
53,57199470231,77,77,77,77,77,2014
56,56003475600,6,6,6,6,6,2014
64,56278368100,4,5,5,5,5,2014
65,55905767600,6,17,24,24,24,2014
86,56764415200,1,1,1,1,1,2014
91,55390323200,2,2,4,4,4,2014
118,55531427200,9,9,9,9,9,2014
149,56080718100,7,7,7,7,7,2014
168,54785262900,4,7,9,9,9,2014
183,7201884734,6,6,6,6,6,2014
199,37110778700,2,2,2,2,2,2014
224,8554454800,8,8,8,8,8,2014
237,55961075000,2,2,2,3,8,2014
238,8920845500,57,57,57,57,57,2014
258,7003376187,14,14,14,14,14,2014
289,7005337879,14,14,14,18,18,2014
297,6506921991,13,13,13,13,13,2014
299,25627283300,6,6,6,6,6,2014
324,35238939800,2,2,2,2,2,2014
335,7101782257,5,5,5,5,5,2014
343,26430482000,1,1,3,3,3,2014
353,7101820325,2,4,6,6,6,2014
368,8210164900,5,5,5,5,5,2014
372,55507392400,4,4,4,4,9,2014
387,7003663098,71,71,104,104,104,2014
388,23989107600,19,19,19,19,19,2014
423,57190798269,12,12,12,12,12,2014
429,7102447001,8,9,9,13,13,2014
435,56323460100,2,4,6,6,7,2014
453,56463148700,63,63,63,63,63,2014
466,7102700855,1,1,1,1,1,2014
484,6507989604,4,4,4,4,4,2014
488,56056477500,3,5,5,5,5,2014
509,35292611200,5,5,5,5,5,2014
513,55513194100,6,16,16,16,16,2014
521,56515297200,18,18,18,18,18,2014
529,36170379700,3,3,3,3,3,2014
534,57201265019,4,4,4,4,4,2014
567,55210404700,2,5,5,5,5,2014
602,56724226600,3,3,3,3,3,2014
608,34978108100,22,22,22,22,22,2014
630,56368652700,3,3,3,3,3,2014
643,36665846700,12,12,12,12,12,2014
650,56442094500,1,1,1,1,1,2014
653,6701814469,4,4,4,4,4,2014
673,55800824800,6,6,6,6,6,2014
706,56303734800,4,4,4,4,4,2014
713,53364401900,1,1,2,2,2,2014
728,56600628100,2,2,3,3,3,2014
750,55845598600,1,3,4,4,4,2014
755,55056139500,2,2,2,2,6,2014
763,14826391900,10,10,20,20,28,2014
765,7006055356,5,11,20,23,26,2014
770,35794846500,8,8,8,8,8,2014
803,56600853100,2,2,2,2,2,2014
814,7006300324,6,8,8,8,8,2014
818,8331410200,29,29,29,29,29,2014
829,26540948400,1,1,1,1,1,2014
839,56305144400,7,7,7,7,7,2014
843,6602131692,3,3,3,3,3,2014
850,55329916500,3,3,48,48,48,2014
853,57185537000,3,3,3,3,3,2014
855,23568612400,6,6,6,6,6,2014
860,56690567000,8,8,8,8,8,2014
874,6603017352,5,5,5,5,5,2014
911,56548893100,8,8,8,8,8,2014
923,55235036700,10,15,15,34,34,2014
929,56418593600,2,2,2,2,2,2014
967,26429318000,37,37,40,40,40,2014
995,35316018200,3,3,4,7,7,2014
1010,7004159827,83,83,83,83,83,2014
1035,55562055200,3,3,3,3,3,2014
1037,56485392200,3,3,3,3,3,2014
1043,6506942098,10,10,10,10,10,2014
1045,48861000500,2,2,2,2,2,2014
1053,56080939100,3,3,3,3,3,2014
1076,56405507800,2,3,3,5,5,2014
1081,55247696300,3,3,4,4,4,2014
1087,7202709950,2,15,15,15,15,2014
1096,56514689400,90,90,90,90,106,2014
1099,56416174100,5,5,5,5,5,2014
