Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
10,55376931500,73,73,73,73,2015
14,55719005700,7,7,7,7,2015
15,35444766700,11,11,11,11,2015
22,56781292200,1,1,1,1,2015
29,34870540900,7,7,7,7,2015
35,56411842000,2,2,2,2,2015
36,23397604200,8,8,8,8,2015
66,56002303200,7,7,7,7,2015
100,56513476200,9,9,9,9,2015
109,56939340300,2,3,3,3,2015
110,57192293609,3,3,3,3,2015
114,56114762600,10,10,10,10,2015
121,22236154700,5,5,5,5,2015
125,35318720900,3,3,3,3,2015
133,15070429600,2,2,2,2,2015
158,7004271887,19,19,19,19,2015
180,55961141700,12,12,12,12,2015
206,36003624100,16,22,22,22,2015
213,36805685400,4,4,4,4,2015
232,27867811000,14,14,14,14,2015
233,55974660200,10,10,10,10,2015
250,16679222000,10,10,12,23,2015
257,57203094083,83,83,83,83,2015
283,57188748169,5,9,9,9,2015
288,57189090439,3,3,3,3,2015
292,26531594700,3,3,3,3,2015
295,56968037900,1,1,1,1,2015
311,57188725838,13,13,13,13,2015
315,6701774097,3,3,3,3,2015
316,56190106200,4,4,4,4,2015
323,56517715300,4,5,7,19,2015
341,56594481000,3,3,3,3,2015
344,55803668500,1,1,1,1,2015
347,9245337700,19,19,19,19,2015
359,12784775300,1,1,3,4,2015
391,55440311600,3,3,3,3,2015
397,56639282800,28,28,28,28,2015
404,55949428900,6,6,6,6,2015
414,55973076900,3,5,5,5,2015
421,56735634200,1,1,1,1,2015
447,56203572900,9,9,9,9,2015
469,56822668900,6,6,6,6,2015
477,57188966321,7,7,7,7,2015
478,34870116100,59,70,70,70,2015
487,57192808992,4,4,4,4,2015
493,57196873890,28,28,37,37,2015
495,56156269900,7,7,7,7,2015
526,57035243200,2,2,2,2,2015
557,56682052900,2,2,2,2,2015
570,55143899600,1,1,1,1,2015
574,57023907900,6,6,6,6,2015
595,55323058900,3,3,3,17,2015
601,57190068018,8,8,8,8,2015
610,24528388600,2,2,2,2,2015
611,7202257193,4,4,4,4,2015
619,56986641200,5,5,5,5,2015
622,8704767900,7,7,7,7,2015
651,54790605200,13,18,18,19,2015
656,56960580700,5,5,5,5,2015
665,26424457400,56,56,63,67,2015
666,56100634400,16,16,16,16,2015
674,56463349600,25,25,25,25,2015
680,56769182700,7,7,7,7,2015
688,56779730100,3,4,4,4,2015
691,6603095657,3,3,3,3,2015
705,35607238200,4,4,4,4,2015
707,57016833800,82,82,82,82,2015
717,15765290300,2,2,2,2,2015
729,55977742700,56,56,56,56,2015
731,14027991800,7,7,7,7,2015
743,56879182000,2,2,4,4,2015
751,56393857000,9,11,12,15,2015
769,57188962583,4,4,4,4,2015
777,34168027600,5,5,9,9,2015
779,23501049900,4,4,4,4,2015
785,16229169400,10,10,10,10,2015
796,56890365100,3,3,4,4,2015
824,7004832773,11,17,17,17,2015
825,6602838973,1,1,1,1,2015
834,56529715900,2,2,2,2,2015
847,7003289125,5,5,5,5,2015
869,56879056100,6,11,11,11,2015
870,55944810600,2,2,2,2,2015
872,27567563000,7,7,7,7,2015
877,56709343000,13,13,25,25,2015
885,56472768900,5,5,5,5,2015
898,36543568900,3,3,3,3,2015
905,57193160818,2,2,2,2,2015
907,57170844100,22,22,22,22,2015
909,25522904400,3,3,3,3,2015
919,57189319888,10,10,10,10,2015
921,57193696999,4,4,4,4,2015
922,7006178644,2,2,2,2,2015
927,57204318540,8,8,8,8,2015
928,57189490405,10,10,10,10,2015
935,36941201600,3,3,3,3,2015
940,7601482975,3,3,3,3,2015
951,57170851300,2,2,4,4,2015
954,56433303600,7,9,11,12,2015
956,8894760600,4,4,4,4,2015
961,46461910700,3,3,3,3,2015
964,55551467600,3,3,3,3,2015
969,55800383500,4,4,4,4,2015
980,56606231300,6,6,6,6,2015
986,50462041300,8,11,11,14,2015
987,56110276600,7,7,7,7,2015
1014,7404679473,2,6,6,6,2015
1032,56925439000,3,3,4,4,2015
1046,56646419100,3,3,3,3,2015
1047,56085593800,2,2,2,2,2015
1048,56318768900,2,2,2,2,2015
1057,6506318631,3,3,7,7,2015
1058,9639192600,25,25,25,25,2015
1064,55973005700,4,4,4,4,2015
1073,55352871800,3,4,7,7,2015
1085,56919530000,3,4,4,4,2015
1094,56825987400,2,2,2,2,2015
1130,56606251800,6,6,6,6,2015
1131,56643004500,7,7,7,7,2015
1135,57190965041,2,2,2,2,2015
1140,57003119100,2,2,2,2,2015
1151,56072896600,7,8,8,8,2015
1152,6602901590,2,2,6,6,2015
1177,55869652000,41,41,41,41,2015
1180,54791013000,3,3,3,3,2015
1203,55576500000,15,18,18,18,2015
1219,56695336800,9,9,9,9,2015
1222,35073828000,5,5,5,5,2015
1237,55581804600,2,2,3,3,2015
1238,41760952900,3,3,3,3,2015
1266,56903407200,67,67,67,67,2015
1281,10042530700,2,2,2,2,2015
1302,56993349700,4,4,4,4,2015
1303,7005213217,28,28,28,28,2015
