Unnamed: 0,ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
80,24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28,2006
108,14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22,2006
124,7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
160,7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35,2006
255,7005980187,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
260,15925154000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
284,14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25,2006
310,7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14,2006
428,14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23,2006
470,22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22,2006
481,55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48,2006
490,6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8,2006
598,7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11,2006
660,35280489500,7,7,7,7,7,7,13,13,13,13,13,20,20,2006
678,35550506900,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
726,8252143000,3,4,6,7,9,10,11,22,34,34,34,34,34,2006
819,6506651931,2,2,5,5,5,5,5,5,5,8,8,8,8,2006
934,6506397347,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1068,7005574339,3,3,3,3,6,6,6,6,6,6,6,6,6,2006
1093,7402283467,6,6,6,6,6,6,6,6,6,14,14,18,38,2006
1159,7405692762,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1188,14027844000,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1221,12767075900,4,4,7,7,7,7,7,7,10,10,10,10,10,2006
1223,6701806568,24,24,24,24,24,24,24,24,24,24,24,24,24,2006
1280,13407832400,4,4,6,6,6,6,8,8,8,8,10,10,11,2006
1372,7004946351,35,35,46,46,59,59,119,122,132,132,132,132,132,2006
1417,23390547500,9,14,14,16,18,20,25,25,25,28,28,28,29,2006
1451,23397569300,3,3,4,4,6,7,10,11,11,11,11,11,11,2006
1509,6603067743,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1521,6602158058,2,2,2,2,2,4,4,6,6,6,6,8,8,2006
1587,56624733600,10,10,10,13,13,19,19,19,19,19,19,19,19,2006
1593,14039822300,3,3,5,5,8,8,8,8,8,8,8,8,8,2006
1644,7004198790,1,1,2,2,2,6,6,6,6,6,6,6,6,2006
1646,7006637893,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
1736,6508185208,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
1814,55395216900,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1863,14054979500,1,2,2,2,2,5,6,6,10,13,13,15,17,2006
1868,8566129000,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1913,35563252500,7,9,15,24,24,25,30,30,30,30,32,32,32,2006
1935,15021393100,2,2,2,2,2,5,6,9,9,9,9,10,10,2006
1991,8504856600,59,59,59,59,91,91,230,230,230,230,230,230,230,2006
2054,7101829072,23,23,23,23,65,65,65,65,75,75,75,75,75,2006
2087,56212421600,3,3,3,3,9,9,10,10,10,10,10,10,10,2006
2104,7102121832,2,3,4,4,4,4,5,12,16,32,37,42,50,2006
2239,24166179800,9,9,11,11,11,13,18,19,21,23,25,29,31,2006
2249,7004372882,2,2,2,2,2,2,2,3,3,3,3,3,3,2006
2293,8255024300,59,59,59,59,105,105,109,109,114,114,178,178,178,2006
2302,55666574500,11,14,36,41,47,55,76,100,125,145,169,199,216,2006
2392,24923068200,2,2,13,16,21,21,23,23,23,23,23,23,23,2006
2433,24070671100,3,3,3,8,10,14,16,17,18,27,29,29,34,2006
2460,6507739557,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
2521,7003570500,5,5,5,5,5,5,5,5,7,7,7,7,7,2006
2570,8390339900,3,3,3,3,3,3,3,3,3,3,37,37,37,2006
2614,7003475031,4,8,8,8,8,8,8,8,8,8,8,8,8,2006
