Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
17,54793525200,4,4,4,4,4,4,2013
20,36059257800,11,11,11,11,11,11,2013
31,8729407200,3,3,3,3,3,3,2013
49,52264444300,3,3,3,5,5,6,2013
73,55920057000,3,3,3,4,4,5,2013
93,7006779373,3,3,3,3,3,3,2013
112,26648420600,10,10,14,14,14,14,2013
122,55270360400,2,2,2,2,2,2,2013
126,55957287600,4,4,4,4,4,4,2013
162,35797185000,5,5,5,15,23,28,2013
170,55371043400,3,3,3,3,3,3,2013
171,6602806420,11,11,11,11,11,23,2013
178,6603322853,2,2,2,2,2,2,2013
216,26435260800,3,3,3,3,3,3,2013
240,25926681900,3,3,3,3,3,3,2013
245,56257600100,5,5,5,5,5,5,2013
254,55858603300,3,3,3,3,3,3,2013
272,55604303000,10,11,11,11,11,11,2013
279,13609644600,1,1,1,1,1,1,2013
286,55838084400,7,8,8,9,9,9,2013
290,56102203000,5,5,5,5,5,5,2013
319,55904512100,4,5,5,5,5,5,2013
321,56541162300,7,7,7,7,7,7,2013
330,8604666200,9,67,67,84,86,86,2013
338,56109985500,2,2,2,2,2,2,2013
346,36473088400,3,3,3,5,5,5,2013
351,56389400700,1,4,4,4,4,4,2013
354,55438117400,2,4,4,13,16,20,2013
371,55903287600,4,4,4,4,4,4,2013
382,7102700826,28,28,28,28,28,28,2013
386,55900690200,3,3,3,4,4,4,2013
393,35253987700,11,11,11,11,11,11,2013
409,8837828900,3,3,3,3,3,7,2013
420,55831215500,4,4,4,4,4,4,2013
425,55761197000,4,4,4,4,4,4,2013
432,56369577300,19,21,21,21,21,21,2013
442,37015515400,6,6,6,6,6,6,2013
451,54781272800,2,3,3,3,3,4,2013
462,36150748300,14,14,14,14,14,14,2013
497,25927422700,4,9,13,20,20,20,2013
500,56005372600,5,5,7,7,7,7,2013
550,35550570600,13,13,13,13,23,34,2013
554,55750042900,8,8,8,8,8,8,2013
556,15128362900,56,56,56,56,56,56,2013
584,7202287838,7,8,8,8,8,8,2013
599,35280782200,16,16,16,85,85,106,2013
612,20734416800,17,17,17,17,17,17,2013
621,56286839800,14,14,14,14,14,14,2013
648,55807665000,2,3,3,3,3,3,2013
669,55683066300,2,2,2,2,2,2,2013
670,56217035300,11,11,11,11,11,11,2013
676,45561600000,5,5,5,5,5,5,2013
