Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
25,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
81,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
82,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
103,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
193,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
217,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
230,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
349,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
426,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
498,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
504,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
540,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
604,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
618,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
702,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1192,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1270,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
1341,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
1402,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
1559,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
1566,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
1599,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
1653,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
1716,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
1849,8728011000,3,4,4,4,6,6,6,6,9,9,9,12,13,13,13,13,2003
1853,6506288100,4,4,4,4,5,5,6,8,9,9,9,9,9,9,9,9,2003
1979,35305025100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2003
2023,22981687400,2,3,3,3,4,5,5,8,13,13,22,24,30,34,38,47,2003
2068,24343609200,8,8,8,8,16,30,50,54,63,63,67,67,67,67,67,67,2003
2126,7003754962,2,3,3,11,14,14,19,23,26,26,31,31,31,32,32,32,2003
2132,14053492500,3,3,7,7,7,11,13,13,13,13,13,15,19,21,23,41,2003
2164,6602882266,2,3,3,5,5,5,5,5,5,8,8,8,10,10,10,10,2003
2203,6506416902,1,1,1,1,1,1,1,1,3,3,3,6,7,7,7,12,2003
