Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
19,55782381000,4,4,4,4,4,4,4,4,2011
23,26326181300,5,5,5,5,5,5,5,5,2011
27,55703470300,5,5,5,5,5,5,5,5,2011
28,21834460700,2,2,2,2,5,5,5,5,2011
45,23992392000,3,3,3,9,20,23,34,47,2011
46,56130684200,1,1,1,2,2,2,2,2,2011
58,36470798500,2,2,2,2,2,2,2,2,2011
68,6507052437,2,2,2,2,2,2,2,2,2011
77,36968078200,3,3,3,3,3,3,3,3,2011
99,7402390313,6,6,23,23,34,34,34,34,2011
157,55697141200,3,3,3,3,3,3,3,3,2011
166,7801501276,2,3,3,3,3,3,3,3,2011
223,54782929300,3,6,8,8,8,8,8,8,2011
229,55365525700,3,4,4,4,4,4,4,4,2011
236,36630293400,5,5,5,8,8,8,11,18,2011
239,25655625500,5,5,5,6,6,6,6,6,2011
251,54418970200,3,4,4,4,4,4,4,4,2011
269,54385715900,2,2,2,2,2,2,2,2,2011
296,35147655600,2,2,2,2,2,2,2,2,2011
328,54581450400,3,3,3,3,3,3,3,3,2011
331,57204251333,2,2,2,2,2,5,5,5,2011
333,8548822000,2,2,2,2,2,21,21,21,2011
336,37098567800,2,2,2,2,2,2,2,2,2011
355,52063624000,2,2,2,7,7,7,7,7,2011
374,55879881900,5,5,5,5,5,5,5,5,2011
380,20436676300,10,10,10,10,10,10,10,10,2011
398,57197368654,3,3,3,3,3,3,3,3,2011
410,6602777491,5,5,5,5,5,5,5,5,2011
463,26664442500,4,4,4,4,7,7,7,7,2011
465,18039116600,3,3,3,3,3,5,5,5,2011
473,36604994100,11,20,20,20,20,20,20,20,2011
486,7007101008,1,1,1,1,1,1,1,1,2011
503,47561820800,1,1,2,2,2,2,2,2,2011
511,6507554768,4,4,4,4,4,4,4,4,2011
516,23394147700,1,1,1,1,1,1,1,1,2011
523,37078850100,2,2,2,2,2,2,2,2,2011
536,35179399600,1,1,1,1,1,1,4,4,2011
555,54787423300,2,2,2,2,2,2,2,2,2011
581,55604995900,83,83,83,83,83,83,83,83,2011
632,55012140900,2,2,2,2,2,2,2,2,2011
664,6601978855,6,6,6,6,6,6,6,6,2011
696,37014450100,2,2,2,2,2,2,2,2,2011
708,55485710100,5,5,5,5,5,5,5,5,2011
709,57194379165,22,22,22,22,22,22,22,22,2011
719,55037267000,5,5,6,6,6,6,6,6,2011
724,55243567700,27,27,43,43,43,43,43,43,2011
738,9842095300,23,23,23,23,23,23,23,23,2011
749,36470629500,4,4,4,4,4,4,4,4,2011
753,51160988500,4,4,4,4,4,4,4,4,2011
782,7005019635,5,5,5,5,5,5,5,5,2011
817,7101999997,1,1,1,1,1,1,1,1,2011
826,57198958092,30,30,30,30,30,30,30,30,2011
831,7101622901,11,11,11,11,11,11,11,11,2011
849,6603604335,21,21,21,21,21,21,21,21,2011
862,56264752700,2,2,2,2,2,2,2,2,2011
863,15065466400,27,27,27,27,27,27,27,27,2011
864,36006997600,3,3,3,3,3,3,3,3,2011
873,57204338494,2,2,9,9,9,9,9,9,2011
884,53866336800,4,4,4,4,4,4,4,4,2011
895,35114206300,4,4,4,4,4,4,4,4,2011
900,7202272125,6,6,6,6,6,6,6,6,2011
904,6603385975,19,33,33,33,33,33,33,33,2011
917,57198949453,2,2,2,2,2,2,2,2,2011
944,9278228200,7,7,7,7,7,7,7,7,2011
948,6602651468,1,6,6,6,9,9,9,31,2011
955,37019846000,3,6,6,6,6,6,6,6,2011
960,49961119100,3,3,3,3,3,3,3,3,2011
970,22034668700,7,10,10,10,15,15,20,23,2011
976,6603406483,7,20,24,34,44,44,46,46,2011
1003,55545555900,7,7,7,7,7,7,7,7,2011
1020,8944381100,6,7,7,7,7,10,13,15,2011
1027,54685089900,6,6,6,6,6,6,6,6,2011
1044,36477425800,4,4,4,4,4,4,4,4,2011
1065,24802097000,2,2,2,2,2,2,2,2,2011
1078,56229122400,9,9,9,9,9,9,9,9,2011
1095,55994382800,16,16,16,16,16,16,16,16,2011
1101,54414075600,5,5,5,5,5,5,5,5,2011
1111,56221193200,3,3,3,3,3,3,3,3,2011
1114,57198487436,9,9,9,19,19,19,19,19,2011
1123,55377127000,3,3,3,3,3,3,3,3,2011
1128,8227179100,5,5,5,5,11,11,11,11,2011
1143,55400445700,4,4,4,4,4,4,4,4,2011
1162,25647614400,1,1,1,1,1,1,1,1,2011
1174,7004283739,31,31,31,31,31,31,31,31,2011
1176,9435414200,5,5,5,5,106,106,106,106,2011
1181,54784727400,7,9,9,9,9,9,9,9,2011
1196,6507183828,3,3,3,3,3,3,3,3,2011
1206,57204984529,8,8,8,8,8,8,8,8,2011
1218,15044594600,8,8,8,12,12,12,12,12,2011
1225,55151451200,8,8,8,8,8,8,8,8,2011
1249,42061239000,1,1,1,1,1,1,1,1,2011
1260,36623560000,4,7,7,8,8,8,8,8,2011
1279,36946560600,4,4,4,4,4,4,4,4,2011
1290,55332747500,4,4,4,4,4,4,4,4,2011
1299,23994216000,3,3,3,3,3,3,3,3,2011
1316,57197623278,5,5,5,5,5,5,5,5,2011
1336,24167042300,8,8,8,8,8,8,8,21,2011
1340,7201968190,3,3,4,4,4,4,4,4,2011
1363,7401671525,8,8,8,8,8,8,8,8,2011
1371,7102450485,25,45,45,45,45,45,45,45,2011
1377,24466625100,7,7,7,7,7,7,7,7,2011
1392,16053572300,22,22,22,22,22,22,22,22,2011
1426,54784244900,5,5,5,5,5,5,5,5,2011
1432,7006393973,1,1,1,1,1,1,1,1,2011
1480,24822396600,7,7,7,7,7,7,7,7,2011
1504,13609434300,3,3,3,3,3,3,3,3,2011
1520,25932354300,5,5,6,6,6,6,6,6,2011
1524,49861227900,5,5,6,6,6,6,6,6,2011
1539,42861031600,5,5,5,5,5,5,5,5,2011
1540,55408018500,3,3,3,3,3,3,3,3,2011
1596,55364554500,2,2,2,2,2,2,2,6,2011
1600,50862036300,2,2,2,2,2,2,2,2,2011
1603,49962436100,3,3,3,3,3,3,3,3,2011
1610,48361077400,3,3,3,3,3,3,3,3,2011
1615,57198286325,4,4,4,4,4,4,4,4,2011
1627,53879853400,4,4,9,9,9,9,9,9,2011
1635,41461553900,3,3,3,3,3,3,3,3,2011
1640,55351571300,3,3,3,3,3,3,3,3,2011
1649,57202700125,2,2,2,2,2,2,2,2,2011
1664,55290799900,2,2,3,3,3,3,3,3,2011
1670,12042097500,8,8,8,8,8,8,8,8,2011
1705,26423751700,2,5,5,5,5,5,5,5,2011
1706,7004401312,6,6,6,6,6,6,6,6,2011
1756,37029140600,9,9,9,9,9,9,9,9,2011
1765,51261004400,9,9,9,9,9,9,9,16,2011
1769,23111927200,3,3,3,3,3,3,5,11,2011
1777,23668851400,2,2,2,2,2,2,2,2,2011
1785,57196994175,9,9,9,9,9,9,9,9,2011
1793,22135401000,12,31,34,47,51,54,54,67,2011
1822,55890911000,3,3,3,3,3,3,3,3,2011
1829,49964684100,4,4,4,4,4,4,4,4,2011
1835,54783392500,4,4,4,4,4,4,4,4,2011
1891,54279354400,2,2,3,8,11,11,12,12,2011
1939,52365240600,2,2,2,2,2,2,2,2,2011
1953,7005674149,2,2,2,2,2,2,2,2,2011
1955,57205013279,4,9,14,16,19,22,30,33,2011
1957,36801266700,3,3,4,4,4,4,4,4,2011
1963,54954314500,2,2,2,2,2,3,3,3,2011
1967,50861918300,1,2,2,2,2,6,6,6,2011
1969,54390851400,5,5,5,5,5,5,5,5,2011
2031,6701620580,31,31,31,31,31,31,31,31,2011
2034,7005350867,1,1,1,4,4,4,4,4,2011
2041,54397650200,4,4,20,24,25,25,25,25,2011
2043,10041139900,19,19,19,19,19,19,19,19,2011
2047,22434005800,11,11,11,11,11,11,11,11,2011
2057,26423926500,3,3,3,3,3,3,3,4,2011
2077,44461016500,6,6,6,6,6,6,6,6,2011
2082,57196581075,2,2,2,3,3,3,3,9,2011
2088,23566461000,28,28,28,28,28,28,28,28,2011
2101,36719811900,4,4,4,5,5,5,5,5,2011
2105,6701612707,25,25,25,25,25,25,25,25,2011
2107,35914730700,6,6,6,6,6,6,6,6,2011
2108,7407540363,8,8,8,8,8,8,8,8,2011
2109,23006238400,5,5,5,5,5,5,5,5,2011
2113,54782089500,3,3,3,3,3,3,3,3,2011
2116,36894943500,6,6,6,6,6,6,6,6,2011
2124,36895551700,2,2,2,2,2,2,2,2,2011
2125,7005367847,4,4,4,4,4,4,4,4,2011
2135,37029286800,6,6,6,6,6,6,6,6,2011
2146,8613497700,2,2,2,4,4,4,4,6,2011
2165,8684899100,1,4,4,4,4,4,4,4,2011
2174,36560648100,6,6,6,6,6,6,6,6,2011
2175,54386864900,2,2,2,2,2,2,2,2,2011
2180,57195736387,2,2,4,4,4,5,5,5,2011
2217,35911137100,3,3,3,3,3,3,3,3,2011
2244,42760967800,3,3,3,3,3,3,3,3,2011
