Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
84,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
120,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
220,26026181500,2,2,3,6,6,6,9,9,9,9,9,9,2007
253,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
275,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
285,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
352,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
364,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
480,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
575,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
659,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
694,18042059200,5,5,6,8,8,8,14,14,20,20,20,20,2007
712,8723630100,7,8,8,8,8,13,13,17,17,17,17,17,2007
747,24781182200,3,11,11,14,14,14,14,14,14,15,17,17,2007
759,8964316200,5,5,5,15,15,15,15,15,15,15,15,15,2007
760,55946710700,3,3,3,3,3,3,3,3,3,3,3,3,2007
786,35876661400,3,3,3,3,3,3,3,3,3,3,3,3,2007
861,24775838600,3,3,3,8,8,10,14,14,14,18,18,21,2007
880,14035001100,8,8,8,10,12,12,12,12,12,17,17,20,2007
931,6602339312,4,4,4,4,4,4,4,4,4,4,4,4,2007
966,14037079200,12,12,12,23,28,31,31,31,31,31,31,31,2007
1030,24922726700,2,5,5,6,12,16,19,31,35,35,35,41,2007
1069,6602407360,2,3,3,3,3,3,4,10,10,13,18,21,2007
1109,6602572979,2,2,2,2,2,2,2,2,2,2,2,2,2007
1164,24344348100,4,5,5,9,9,9,12,16,36,45,48,51,2007
1185,24725046700,2,2,2,2,2,4,4,4,4,6,6,7,2007
1239,23398171300,3,3,4,6,8,8,12,12,12,12,12,12,2007
1284,24528450600,2,17,17,17,17,20,21,21,21,21,21,21,2007
1309,57190071155,3,3,4,6,6,7,8,14,16,16,17,17,2007
1332,6701533991,2,2,3,3,3,3,4,5,6,6,6,6,2007
1368,22935120100,3,3,3,3,3,7,24,24,24,24,24,24,2007
1393,8389854500,6,6,15,20,29,29,29,29,29,29,29,29,2007
1399,7003376863,3,3,3,3,3,3,3,3,3,3,3,3,2007
1425,7402073082,1,1,4,4,4,4,4,4,4,6,9,9,2007
1435,23393063600,9,9,9,9,9,9,9,9,9,9,9,9,2007
1452,7003897790,11,11,11,11,11,11,11,11,11,11,11,11,2007
1470,13406715400,3,10,11,12,19,25,35,35,44,50,63,64,2007
1541,6603971273,3,3,3,3,3,3,3,3,3,3,3,3,2007
1604,35607433800,29,29,29,33,33,33,33,33,33,33,33,44,2007
1613,56264429900,3,3,5,5,5,7,7,11,11,11,11,12,2007
1625,7006755617,21,21,21,21,26,26,26,26,26,26,26,26,2007
1657,6506032290,2,2,2,2,2,2,2,2,2,2,2,2,2007
1690,6602245695,4,4,4,4,4,4,4,4,4,4,4,4,2007
1813,8690570300,3,3,3,3,6,11,12,14,14,15,16,16,2007
1823,21742449200,5,5,5,5,10,10,13,16,19,23,29,35,2007
1830,15043582300,2,3,3,8,8,8,10,10,14,14,14,14,2007
1871,17436450900,2,2,2,2,2,2,2,4,4,4,4,4,2007
1876,23006109100,29,29,29,29,29,29,29,29,29,29,29,29,2007
1882,6602911033,5,5,5,5,5,5,5,5,5,5,5,5,2007
1894,20336570900,3,5,5,5,5,5,5,5,5,5,5,5,2007
1906,57200136872,3,3,5,5,5,5,5,5,8,10,10,10,2007
1965,9741781000,7,7,7,7,9,9,9,9,9,9,9,9,2007
2017,23005985200,4,4,4,4,4,4,4,4,4,4,4,4,2007
2020,55884002600,4,4,4,4,4,4,11,11,11,11,11,11,2007
2022,7005806378,3,3,3,3,3,3,3,3,3,3,3,3,2007
2063,55934731800,1,1,1,1,9,13,14,14,14,14,14,18,2007
2111,56000160900,2,7,10,10,10,21,21,21,26,50,57,59,2007
2268,8837253400,4,10,21,24,24,24,40,58,71,81,94,98,2007
2269,14055475900,2,2,2,2,2,2,2,2,2,2,2,2,2007
2281,15751065500,2,2,2,2,2,4,4,6,6,6,8,8,2007
2305,24330667300,3,3,3,3,3,4,4,4,8,8,8,8,2007
2340,55944669300,4,4,4,4,4,29,31,32,32,37,37,37,2007
2356,34869984800,2,2,2,2,2,2,2,2,2,4,4,4,2007
2375,23009695100,5,5,5,5,5,5,5,8,8,8,8,8,2007
2385,8747683300,3,3,3,3,3,3,3,3,3,3,3,3,2007
2493,15520146800,1,2,5,6,8,8,8,17,17,27,30,30,2007
2506,15822604300,2,2,2,2,2,2,2,2,2,2,2,2,2007
2530,7004387664,2,2,2,4,4,4,7,8,11,13,13,14,2007
2643,7005769255,4,4,9,9,11,11,11,11,11,11,11,11,2007
2646,8303850000,4,6,6,6,12,14,17,21,21,21,28,35,2007
2655,24825743200,2,2,3,6,10,14,14,23,24,28,28,28,2007
2658,57200235166,3,3,3,3,4,4,4,4,9,11,14,14,2007
2774,35113819700,2,2,2,2,2,2,2,2,2,2,2,2,2007
2864,23095434000,2,2,2,2,2,2,2,2,2,2,2,2,2007
2912,8570867700,3,3,3,3,3,3,3,7,7,7,8,8,2007
