Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
22,36453712700,5,5,5,5,5,5,5,5,5,2010
179,37061485200,8,12,12,23,23,24,25,25,25,2010
231,36239540900,9,9,9,9,9,9,9,9,9,2010
259,36704068100,6,6,9,9,21,25,25,30,30,2010
269,55256491700,1,3,5,8,8,8,8,10,12,2010
286,24921132200,9,43,44,58,58,68,83,83,83,2010
397,6506341607,4,13,28,46,46,52,70,82,82,2010
478,24733735600,27,27,27,27,62,62,62,62,62,2010
592,24479883500,6,8,8,8,10,12,15,16,20,2010
708,36237927200,3,3,3,3,7,8,8,8,8,2010
786,6506044748,4,9,10,22,22,33,41,44,52,2010
802,56369666300,14,14,14,14,14,14,14,14,14,2010
879,35239938700,22,22,36,36,41,85,90,90,90,2010
882,35728045300,3,3,3,3,3,5,8,8,8,2010
898,24605682200,3,3,3,3,9,13,13,16,16,2010
977,36614302200,10,10,23,23,40,40,106,106,199,2010
1004,26665350700,3,3,5,5,8,8,8,16,16,2010
1016,36809803300,6,6,6,16,16,16,16,16,16,2010
1094,7407523188,25,25,28,28,34,34,36,36,40,2010
1125,25822794700,26,26,31,31,31,31,39,39,39,2010
1129,6603989798,6,6,6,6,6,6,6,6,6,2010
1136,56478378600,6,6,6,6,6,6,6,6,12,2010
1217,55364648900,2,2,9,9,9,21,22,22,22,2010
1220,26537767000,6,6,6,12,12,12,17,17,17,2010
1232,7203068904,8,9,12,21,21,27,27,28,28,2010
1351,55170026800,12,12,12,15,26,31,42,42,42,2010
1389,35581437700,2,2,3,3,3,3,3,3,3,2010
1404,55036442600,9,9,9,9,45,45,45,45,69,2010
1564,36521691600,3,3,4,4,4,6,6,7,7,2010
1661,55876526000,1,1,13,13,13,13,37,37,37,2010
1703,36805188500,4,6,9,9,14,16,19,20,20,2010
1732,7003870500,3,36,37,37,37,37,37,37,37,2010
1787,24469941000,8,8,8,11,11,11,11,11,11,2010
1838,36550600100,2,2,6,6,6,8,8,8,12,2010
1906,37022678700,16,28,29,30,30,30,30,30,30,2010
1909,35309628600,3,4,4,4,4,4,4,4,4,2010
2049,6701504561,1,1,1,1,1,1,1,1,1,2010
2090,36945121300,6,6,11,19,24,25,25,25,25,2010
2148,17434505500,13,13,13,13,13,13,13,13,13,2010
2179,55361268900,5,5,5,5,5,5,5,5,5,2010
2200,6603747650,7,7,13,13,13,13,13,13,13,2010
2227,23020305500,5,5,5,5,5,5,5,5,5,2010
2336,56267985100,3,3,3,3,3,3,3,3,3,2010
2409,36628103300,1,1,5,5,10,10,13,13,20,2010
2475,35772817200,3,3,3,3,3,3,3,3,3,2010
2491,6508063074,10,10,10,10,10,10,10,10,10,2010
2495,36159348600,6,6,6,19,19,23,23,23,23,2010
2500,55129883300,16,16,27,50,57,63,80,82,83,2010
2537,16313335500,1,1,1,1,1,1,1,1,1,2010
2563,8620967400,2,3,3,3,3,3,3,4,4,2010
2695,7202919796,1,1,6,13,13,14,14,14,18,2010
2742,55429905900,55,55,174,174,174,174,258,258,258,2010
2759,55664982300,3,3,3,3,4,4,4,4,4,2010
2785,36106109500,6,6,10,16,16,22,22,33,33,2010
2847,55619924000,3,5,9,10,10,10,15,15,15,2010
2891,7006364449,3,3,8,8,8,8,8,8,12,2010
2953,24478945100,3,3,3,3,8,8,8,8,8,2010
3004,24526789100,3,3,6,12,12,18,28,28,28,2010
3178,36550031000,5,5,5,5,5,5,6,7,7,2010
3193,36667545600,2,2,9,9,15,23,33,36,36,2010
