Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
15,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
30,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
76,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
84,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
93,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
116,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
195,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
205,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
415,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
482,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
604,23004849100,2,2,2,2,5,5,5,5,5,5,5,2008
671,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
681,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
737,8219591600,6,6,6,17,17,17,17,24,24,24,24,2008
774,6603563139,5,5,5,5,5,5,5,5,5,5,5,2008
799,35581770400,3,3,3,3,3,5,5,5,5,5,5,2008
849,57194691438,4,4,4,4,13,13,13,13,13,13,13,2008
895,36124790200,3,3,5,11,15,16,16,19,21,24,26,2008
948,7006345844,5,13,13,13,15,15,20,20,20,24,24,2008
1005,26767962900,3,4,4,4,4,5,6,6,9,9,9,2008
1023,24777894300,2,3,3,3,8,8,12,13,15,19,21,2008
1308,22951743400,3,3,3,3,3,3,3,3,3,3,7,2008
1402,35090098700,2,3,6,6,8,10,11,11,15,15,22,2008
1409,7006674531,4,4,4,4,4,4,4,4,4,11,11,2008
1458,23979609400,3,5,6,7,8,9,9,13,13,13,13,2008
1485,24463464200,4,10,10,10,10,10,10,15,29,29,29,2008
1640,56514867400,75,82,92,92,92,92,139,139,271,271,284,2008
1670,35986546000,2,2,2,2,2,2,2,2,2,2,2,2008
1773,23061549000,3,3,3,3,3,3,3,3,7,7,7,2008
1812,55943063100,7,7,7,7,7,7,19,19,19,19,19,2008
1820,6505985816,3,3,3,3,3,3,11,11,12,12,12,2008
1896,35484544300,5,9,9,9,9,9,9,9,9,9,9,2008
1949,25522407700,6,6,6,7,7,7,7,7,7,7,7,2008
2054,56264174000,1,1,2,5,5,5,6,6,6,6,9,2008
2147,6603771117,2,13,13,13,13,16,16,20,20,20,20,2008
2205,24529065400,2,2,2,4,4,4,4,8,11,11,11,2008
2254,14628714600,8,8,11,11,11,11,13,20,20,20,23,2008
2385,12445805700,10,10,10,10,10,10,10,10,10,10,10,2008
2406,35605880600,4,4,4,4,4,4,4,4,4,4,4,2008
2452,7005127015,7,7,7,7,14,14,14,14,14,14,14,2008
2520,25721482500,3,9,9,9,10,10,10,10,10,10,10,2008
2526,24385223300,15,25,59,59,89,103,113,129,140,142,149,2008
2576,24385341900,9,20,20,25,32,32,51,65,73,83,83,2008
2904,13805803800,3,3,3,3,3,3,3,3,3,11,11,2008
2908,14622218300,2,5,7,8,10,14,17,19,19,23,24,2008
2999,7004712588,74,74,74,74,74,74,92,114,115,115,115,2008
3021,16309090500,7,7,7,7,7,7,7,7,7,7,7,2008
3024,24512498300,8,8,9,10,12,14,17,18,24,24,28,2008
3213,24802040500,4,4,4,4,4,26,26,26,54,67,81,2008
3253,7006723602,24,24,24,24,24,24,24,27,30,30,31,2008
3264,7006659832,46,46,46,46,46,46,51,51,51,53,53,2008
3290,26023367100,2,4,15,19,23,26,26,28,32,35,41,2008
3377,8888655800,1,32,72,72,289,289,383,383,485,485,532,2008
3544,6602858858,2,7,28,28,33,38,47,50,56,59,60,2008
