Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
36,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
172,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
181,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
260,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
375,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
484,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
545,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1077,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
1128,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
1256,7003299143,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,2002
1292,7003781230,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,2002
1340,6602076340,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1457,7007123513,17,17,17,17,17,17,17,17,37,37,37,37,37,37,37,37,37,2002
1505,7006680367,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1804,6603575928,6,15,15,15,15,19,19,19,41,50,50,50,50,60,60,60,60,2002
1967,57203052268,3,5,5,5,5,8,8,12,12,12,12,12,12,12,14,14,14,2002
2015,14833408400,12,12,20,20,111,111,116,116,129,129,129,129,190,190,190,190,203,2002
2042,35579634600,25,25,31,31,31,31,31,31,31,31,31,31,43,43,43,43,43,2002
2197,35371932100,25,25,47,55,89,89,89,89,89,89,89,89,89,89,89,89,89,2002
2264,7006609289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
2326,24284980100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2343,6603657341,6,9,11,12,18,30,35,35,37,38,38,43,43,43,48,48,48,2002
2445,6603577641,2,2,3,5,5,5,7,10,10,10,10,10,10,10,34,34,72,2002
2754,6701797288,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
2857,23103523500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
2902,35364126500,6,6,6,12,13,14,27,35,36,44,50,55,61,62,65,69,81,2002
2910,6603379175,1,3,3,3,3,4,4,4,4,5,5,9,10,10,10,10,10,2002
3104,6603960935,6,8,9,12,14,17,21,25,25,27,30,33,40,50,52,55,57,2002
3205,6701513404,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2002
3216,35113403900,1,1,4,4,9,13,15,15,20,29,29,38,44,53,59,69,76,2002
3304,6603246138,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8,8,8,2002
3558,16024248400,2,2,2,2,6,6,7,7,11,11,11,11,11,11,11,15,15,2002
4081,7404393596,13,13,48,48,48,56,61,61,107,107,108,108,108,108,124,124,124,2002
4207,6506113251,2,6,10,11,11,15,18,22,26,26,27,28,29,30,30,31,34,2002
4360,35279441400,32,32,32,32,32,32,35,35,35,35,35,35,35,35,36,36,36,2002
4424,6602186300,27,27,27,27,27,27,27,27,27,27,27,27,43,56,56,56,56,2002
4471,8042894900,32,32,32,32,32,32,42,53,53,53,53,53,53,92,92,92,92,2002
4563,6603893501,2,6,8,8,16,20,22,26,30,32,34,34,36,40,46,46,46,2002
4672,35576486800,2,2,2,2,2,2,2,2,3,6,6,6,6,6,9,9,11,2002
4822,6603177960,4,7,9,9,9,9,9,9,11,11,11,11,11,11,11,11,14,2002
4980,9533992100,32,32,32,32,32,32,32,32,40,40,94,94,94,94,126,126,126,2002
5173,8869740800,1,8,9,13,18,18,18,18,18,18,18,20,21,21,24,24,24,2002
5216,35267945300,4,4,4,4,7,7,7,7,7,7,7,8,8,8,12,12,15,2002
5218,6506842125,31,31,31,31,31,31,31,31,31,31,41,41,56,68,77,77,77,2002
5285,8058520300,32,32,32,32,32,32,32,32,32,32,45,45,45,84,84,84,84,2002
5290,6602268120,2,6,6,6,7,10,10,15,31,32,32,42,47,49,49,56,65,2002
5341,9532361600,32,32,32,32,32,32,32,32,32,32,32,32,32,72,72,72,72,2002
5479,6602766827,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
5651,55407633600,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,26,2002
5700,7003941004,1,1,2,2,7,7,12,12,12,12,12,12,12,12,12,12,12,2002
5784,56088516000,36,36,43,45,45,53,54,54,54,89,89,89,89,89,109,109,109,2002
5814,35778731100,13,13,26,26,26,26,52,52,53,90,119,119,125,125,125,125,125,2002
5889,56266069400,2,2,4,5,7,8,8,8,10,12,12,17,17,17,20,20,22,2002
5915,6506972149,2,2,2,2,4,4,4,7,7,13,16,16,17,26,28,39,42,2002
6112,6701761476,6,6,7,8,12,21,21,23,23,23,23,23,26,26,26,26,26,2002
6156,8358959200,3,3,3,3,4,8,10,10,10,11,15,15,18,20,21,22,23,2002
6266,6602497944,3,3,3,3,3,5,8,12,22,23,27,29,30,31,32,33,33,2002
6322,16551666900,1,4,8,8,11,12,13,15,18,19,21,21,21,22,24,24,24,2002
6603,10539134300,3,3,6,9,9,10,10,10,10,10,10,10,10,10,10,14,14,2002
6701,6603643483,15,15,15,15,39,39,67,67,90,90,90,90,100,100,100,100,100,2002
6726,23036301900,2,3,8,11,14,14,14,19,22,25,31,44,50,64,65,68,69,2002
6779,6603413971,4,5,5,5,5,5,5,5,18,22,22,22,22,22,22,27,27,2002
6877,10045497000,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,39,39,2002
7024,57204540947,4,4,9,9,9,12,14,14,18,18,18,19,19,20,27,30,30,2002
7157,7101728531,4,7,7,7,7,7,11,11,17,17,17,17,22,22,22,27,27,2002
7242,6602695375,3,3,9,17,17,17,32,38,42,47,49,55,59,60,60,60,60,2002
7323,6507983251,6,6,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,2002
7344,34881358700,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
7475,6603848988,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
7557,16469451300,3,3,3,3,3,3,3,35,35,39,39,39,39,39,39,39,45,2002
7696,7004370606,25,25,51,51,51,55,55,55,61,61,100,155,163,166,166,174,183,2002
8053,7004153046,100,116,119,119,119,119,133,133,133,133,133,133,133,133,133,133,133,2002
8059,7003582358,4,4,7,7,7,8,11,11,11,12,13,13,18,18,18,22,22,2002
8101,16040100400,2,2,2,3,3,6,8,8,13,13,24,24,30,30,30,30,39,2002
8161,15125001600,4,4,4,5,6,6,9,13,18,19,25,25,27,27,30,30,30,2002
8195,6508329666,4,6,8,13,16,19,20,20,25,26,31,38,40,43,48,50,50,2002
8721,23398218600,2,5,6,8,12,15,20,27,30,37,44,54,59,65,68,71,79,2002
8854,6603311339,5,12,14,14,14,14,16,20,27,29,33,34,34,39,43,45,47,2002
8942,7004517846,15,15,15,15,18,21,21,23,23,23,23,23,31,31,36,36,36,2002
8973,7003814842,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
9074,6507186881,6,6,6,6,6,12,12,12,12,12,12,12,16,18,18,18,21,2002
9097,57202988918,1,2,5,5,8,10,16,19,21,21,23,25,26,27,33,36,37,2002
9585,7005938930,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2002
