Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
4,56091446600,5,5,5,5,8,2014
13,56003475600,6,6,6,6,6,2014
16,55905767600,6,17,24,24,24,2014
26,56764415200,1,1,1,1,1,2014
68,54785262900,4,7,9,9,9,2014
96,8554454800,8,8,8,8,8,2014
138,35238939800,2,2,2,2,2,2014
154,55507392400,4,4,4,4,9,2014
174,7102447001,8,9,9,13,13,2014
204,35292611200,5,5,5,5,5,2014
230,55210404700,2,5,5,5,5,2014
268,6701814469,4,4,4,4,4,2014
308,55845598600,1,3,4,4,4,2014
313,14826391900,10,10,20,20,28,2014
315,7006055356,5,11,20,23,26,2014
317,35794846500,8,8,8,8,8,2014
377,56548893100,8,8,8,8,8,2014
421,35316018200,3,3,4,7,7,2014
428,7004159827,83,83,83,83,83,2014
448,48861000500,2,2,2,2,2,2014
463,56405507800,2,3,3,5,5,2014
465,55247696300,3,3,4,4,4,2014
501,55912205900,2,2,2,2,2,2014
525,56304222900,2,2,2,2,2,2014
526,34870369100,1,1,1,1,1,2014
532,8840160700,7,7,7,7,13,2014
560,54973971200,15,36,36,36,36,2014
594,23009970700,2,2,2,2,2,2014
612,56298323100,8,8,8,8,23,2014
740,7004313790,1,19,61,61,61,2014
750,55386096200,3,3,3,3,3,2014
764,55888041500,2,2,4,4,4,2014
823,35964277500,11,11,16,16,16,2014
844,56346223700,12,12,12,12,12,2014
847,56112940300,11,45,49,49,49,2014
850,7006321608,4,5,5,5,5,2014
852,56515358500,7,22,24,24,24,2014
884,42262237300,1,1,1,1,1,2014
907,35379576100,3,3,3,3,3,2014
909,35190134000,6,6,6,6,6,2014
915,56160592500,2,2,4,4,4,2014
938,56898971000,2,2,2,2,2,2014
983,7004375763,4,4,4,4,4,2014
1007,23388785300,2,4,4,6,8,2014
1048,56159639400,7,7,8,10,10,2014
1053,57189257666,1,2,2,2,2,2014
1067,48361170800,4,4,13,17,38,2014
1069,56419811000,2,2,2,2,2,2014
1087,56126466800,2,2,2,2,2,2014
1098,56514864400,14,16,16,19,19,2014
1100,24922824800,3,3,3,4,4,2014
1176,26425260900,3,3,3,3,3,2014
1181,56189616200,5,5,5,5,5,2014
1242,7202280449,17,17,17,17,17,2014
1273,9738303500,3,3,3,3,3,2014
1286,7006134930,9,9,9,9,9,2014
1294,55993706000,4,4,4,4,4,2014
1328,23569879500,3,3,3,3,3,2014
1337,36602151100,23,23,23,23,23,2014
1347,55868833400,3,4,4,4,7,2014
1380,37021961000,2,2,2,2,2,2014
1398,56245522100,3,3,3,3,3,2014
1433,56342257000,5,5,5,5,5,2014
1465,55904038200,9,15,15,15,15,2014
1479,7006404174,93,93,93,93,93,2014
1493,56010209500,1,1,1,1,1,2014
1501,7103318901,6,6,7,7,11,2014
1543,42861586800,25,25,25,44,44,2014
1545,57189236878,2,2,2,2,2,2014
1569,25957633800,6,6,6,6,6,2014
1580,9043030100,4,4,4,4,4,2014
1623,6602776424,7,7,7,7,7,2014
1662,26641274000,7,7,7,7,7,2014
1673,56543596000,4,12,12,12,12,2014
1688,8402073700,2,2,2,2,2,2014
1702,26026797500,2,2,2,2,2,2014
1709,56429466400,1,1,2,2,2,2014
1721,55413984500,1,1,1,1,1,2014
1724,56252373400,11,16,16,16,16,2014
1730,55883839400,2,6,6,6,6,2014
1767,55195186800,10,10,10,10,10,2014
1793,15925910100,2,2,3,3,3,2014
1801,56487301800,8,8,8,8,8,2014
1809,55607830000,5,5,17,17,17,2014
1844,56069659300,4,7,7,7,7,2014
1848,55944721500,38,57,59,59,59,2014
1870,7006830110,3,3,3,3,3,2014
1872,23100240100,1,1,1,1,1,2014
1890,35742861500,24,24,24,24,24,2014
1891,57113286300,3,3,3,4,4,2014
1895,35318987800,2,4,4,4,4,2014
1897,55703013800,2,2,2,2,2,2014
1914,36237911700,13,13,13,13,13,2014
1924,56405270700,6,7,8,9,9,2014
1975,56114624200,5,5,12,12,21,2014
1983,55546827600,39,39,39,39,39,2014
1995,36059703600,3,3,4,4,4,2014
1997,9532409900,7,7,10,10,16,2014
2003,56225502200,3,3,9,9,9,2014
2007,57203079557,32,32,42,42,69,2014
2048,56135587900,1,1,4,4,4,2014
2084,56426183600,4,6,6,6,6,2014
2103,6602908373,10,10,10,10,10,2014
2105,56505640300,37,37,37,37,61,2014
2108,35767133300,8,12,16,16,18,2014
2111,56534892200,2,2,2,2,2,2014
2132,36731675700,6,6,15,19,21,2014
2139,57140160700,12,12,12,12,12,2014
