Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
27,14619163500,2,2,2,2,2,2,2,2,2,2010
32,11738782000,2,2,2,2,2,2,2,2,2,2010
52,36082756400,3,3,3,3,3,3,3,3,3,2010
69,36816324700,3,3,3,3,8,9,12,12,12,2010
101,7004354274,2,2,2,2,2,2,2,2,3,2010
107,36453712700,5,5,5,5,5,5,5,5,5,2010
113,36190699900,6,6,6,6,6,6,6,6,6,2010
178,55880050400,2,2,2,15,15,15,34,34,34,2010
214,56835894200,3,26,26,28,28,28,28,28,28,2010
223,23567554100,3,5,5,5,5,5,8,8,8,2010
232,36630798700,3,3,3,3,3,3,3,3,3,2010
257,7004173174,2,11,15,15,15,17,17,17,22,2010
261,36713774200,2,2,2,2,2,2,2,3,3,2010
306,54421301400,6,6,6,6,6,6,6,6,6,2010
324,16024795900,4,4,4,4,4,4,4,4,4,2010
328,35773795200,6,6,6,6,6,6,6,6,6,2010
336,36602617400,5,5,5,5,5,5,5,5,5,2010
348,36615299200,4,4,4,4,4,4,4,4,4,2010
365,56417168500,5,5,7,7,8,9,9,9,9,2010
415,8986539700,4,4,4,4,4,4,4,4,4,2010
433,55731374100,5,5,5,5,5,5,5,5,5,2010
450,36664812700,3,3,3,3,3,3,3,3,3,2010
471,55629643800,16,18,18,18,18,18,18,18,18,2010
533,36149156600,14,14,14,14,14,14,14,14,14,2010
541,57196716304,4,4,4,4,4,4,4,4,4,2010
557,36782061800,1,1,1,1,1,1,1,1,1,2010
561,54397760400,3,3,3,3,6,6,6,6,6,2010
585,36060113200,6,6,6,7,7,7,7,7,7,2010
592,6602331414,2,2,2,2,2,2,2,2,2,2010
596,36816589200,3,3,3,3,3,3,3,3,3,2010
611,55617584700,3,3,3,3,3,3,3,3,3,2010
622,36679991000,4,5,5,5,5,5,5,5,5,2010
627,7202920765,33,36,40,40,48,48,102,102,135,2010
651,37061485200,8,12,12,23,23,24,25,25,25,2010
662,6701769322,22,22,22,22,22,22,22,22,22,2010
706,35101799900,1,1,1,3,3,3,3,3,3,2010
730,15760500900,22,22,22,29,40,40,40,56,56,2010
753,6504350389,3,3,3,3,3,3,3,3,3,2010
757,37074222900,4,6,6,6,8,9,9,9,12,2010
776,26041121100,5,5,5,5,5,5,5,5,5,2010
778,57197357863,2,2,2,2,2,2,2,2,2,2010
797,55612084300,3,3,3,3,3,3,3,3,3,2010
827,6602934119,2,5,5,5,5,5,9,9,9,2010
838,36706434100,4,6,6,6,6,6,6,6,6,2010
843,36239540900,9,9,9,9,9,9,9,9,9,2010
856,57205051591,4,10,10,10,10,10,10,10,10,2010
880,35176316700,3,5,7,7,7,7,7,7,7,2010
888,53879643900,2,2,2,2,2,2,2,2,2,2010
896,9040778700,2,3,3,3,3,3,3,3,3,2010
927,8300989400,7,7,7,7,7,7,7,7,7,2010
940,36704068100,6,6,9,9,21,25,25,30,30,2010
977,55256491700,1,3,5,8,8,8,8,10,12,2010
1013,37054657100,11,11,11,11,11,11,11,11,11,2010
1026,24921132200,9,43,44,58,58,68,83,83,83,2010
1049,8859966300,1,1,1,1,1,1,1,1,1,2010
1067,36184933300,2,2,2,2,2,2,2,2,2,2010
1082,9842396400,3,3,3,3,3,3,3,5,5,2010
1101,57197793190,7,7,7,7,7,7,7,7,7,2010
1158,24331617300,6,6,6,6,6,6,16,16,16,2010
1196,36622910000,5,5,5,5,5,5,5,5,5,2010
1199,57197532858,7,7,7,7,7,7,7,7,7,2010
1200,36336811900,7,7,7,7,7,7,7,7,7,2010
1209,9635978700,4,4,4,4,4,4,4,4,4,2010
1326,6701479988,5,5,5,5,5,5,5,5,5,2010
1346,35222083800,2,2,2,2,2,2,2,2,2,2010
1356,56538506300,7,7,7,7,7,7,7,7,7,2010
1383,36240435100,6,6,6,6,6,6,6,6,6,2010
1386,57190492621,1,2,2,2,2,2,2,2,2,2010
1410,24377090800,3,3,3,8,8,8,8,8,8,2010
1413,7006127274,13,19,25,25,27,28,30,30,30,2010
1426,6506341607,4,13,28,46,46,52,70,82,82,2010
1446,41662420000,1,1,1,1,1,1,1,1,1,2010
1493,56022706200,3,34,34,34,34,34,34,34,34,2010
1511,56630435200,2,6,6,6,6,7,11,11,14,2010
1583,36544152800,3,3,3,3,3,3,3,3,3,2010
1614,8867213600,75,75,75,75,75,75,75,75,75,2010
1640,36469843500,5,7,7,9,9,9,9,11,11,2010
1648,7003463832,14,14,14,14,14,14,14,14,14,2010
1674,24733735600,27,27,27,27,62,62,62,62,62,2010
1757,6603588897,4,4,4,4,4,4,4,4,4,2010
1795,8079328500,7,7,7,7,7,7,15,15,15,2010
1829,35117526000,12,12,17,17,17,17,20,25,33,2010
1847,15060619700,3,3,3,3,3,3,3,3,3,2010
1862,6603316510,5,5,5,10,14,19,19,20,20,2010
1886,36622219400,2,2,2,2,2,2,6,6,10,2010
1891,6504743854,3,3,3,3,3,3,3,3,3,2010
1941,36457213500,3,4,4,4,9,10,10,10,10,2010
1943,6506078081,9,9,12,12,12,12,12,12,12,2010
