ID,2015,2016,2017,2018
8642393600,7,7,7,7
55873955900,8,8,8,8
49862174900,14,14,14,14
55376931500,73,73,73,73
6506195434,6,6,6,6
55719005700,7,7,7,7
35444766700,11,11,11,11
56781292200,1,1,1,1
34870540900,7,7,7,7
56411842000,2,2,2,2
23397604200,8,8,8,8
56002303200,7,7,7,7
56513476200,9,9,9,9
56939340300,2,3,3,3
57192293609,3,3,3,3
56114762600,10,10,10,10
16309784700,11,11,11,11
22236154700,5,5,5,5
7003350807,16,16,16,16
35318720900,3,3,3,3
15070429600,2,2,2,2
7004271887,19,19,19,19
55961141700,12,12,12,12
36003624100,16,22,22,22
36805685400,4,4,4,4
27867811000,14,14,14,14
55974660200,10,10,10,10
16679222000,10,10,12,23
57203094083,83,83,83,83
57188748169,5,9,9,9
57189090439,3,3,3,3
26531594700,3,3,3,3
56968037900,1,1,1,1
57188725838,13,13,13,13
6701774097,3,3,3,3
56190106200,4,4,4,4
7402136006,4,4,4,4
56517715300,4,5,7,19
56594481000,3,3,3,3
55803668500,1,1,1,1
9245337700,19,19,19,19
35965781000,9,9,9,9
12784775300,1,1,3,4
55440311600,3,3,3,3
56639282800,28,28,28,28
55949428900,6,6,6,6
55973076900,3,5,5,5
56735634200,1,1,1,1
56203572900,9,9,9,9
56822668900,6,6,6,6
57188966321,7,7,7,7
34870116100,59,70,70,70
57192808992,4,4,4,4
57196873890,28,28,37,37
56156269900,7,7,7,7
6602911751,7,7,7,7
57035243200,2,2,2,2
56682052900,2,2,2,2
55143899600,1,1,1,1
57023907900,6,6,6,6
55323058900,3,3,3,17
57190068018,8,8,8,8
24528388600,2,2,2,2
7202257193,4,4,4,4
56986641200,5,5,5,5
8704767900,7,7,7,7
54790605200,13,18,18,19
56960580700,5,5,5,5
26424457400,56,56,63,67
56100634400,16,16,16,16
56463349600,25,25,25,25
56769182700,7,7,7,7
56779730100,3,4,4,4
6603095657,3,3,3,3
35607238200,4,4,4,4
57016833800,82,82,82,82
15765290300,2,2,2,2
55977742700,56,56,56,56
14027991800,7,7,7,7
56879182000,2,2,4,4
56393857000,9,11,12,15
57188962583,4,4,4,4
34168027600,5,5,9,9
23501049900,4,4,4,4
16229169400,10,10,10,10
56890365100,3,3,4,4
7004832773,11,17,17,17
6602838973,1,1,1,1
56529715900,2,2,2,2
7003289125,5,5,5,5
56879056100,6,11,11,11
55944810600,2,2,2,2
27567563000,7,7,7,7
56709343000,13,13,25,25
56472768900,5,5,5,5
36543568900,3,3,3,3
57193160818,2,2,2,2
57170844100,22,22,22,22
25522904400,3,3,3,3
57189319888,10,10,10,10
57193696999,4,4,4,4
7006178644,2,2,2,2
57204318540,8,8,8,8
57189490405,10,10,10,10
36941201600,3,3,3,3
7601482975,3,3,3,3
57170851300,2,2,4,4
56433303600,7,9,11,12
8894760600,4,4,4,4
46461910700,3,3,3,3
55551467600,3,3,3,3
55800383500,4,4,4,4
56606231300,6,6,6,6
50462041300,8,11,11,14
56110276600,7,7,7,7
7404679473,2,6,6,6
56925439000,3,3,4,4
56070111800,3,3,8,12
56646419100,3,3,3,3
56085593800,2,2,2,2
56318768900,2,2,2,2
6506318631,3,3,7,7
9639192600,25,25,25,25
55973005700,4,4,4,4
55352871800,3,4,7,7
56919530000,3,4,4,4
56825987400,2,2,2,2
56606251800,6,6,6,6
56643004500,7,7,7,7
57190965041,2,2,2,2
57003119100,2,2,2,2
56072896600,7,8,8,8
6602901590,2,2,6,6
55869652000,41,41,41,41
54791013000,3,3,3,3
55576500000,15,18,18,18
56695336800,9,9,9,9
35073828000,5,5,5,5
55581804600,2,2,3,3
41760952900,3,3,3,3
56903407200,67,67,67,67
10042530700,2,2,2,2
56993349700,4,4,4,4
7005213217,28,28,28,28
56999928900,3,3,3,3
56176857700,5,5,5,5
6507932232,2,2,2,2
56568148800,6,6,6,6
22953696000,4,4,4,4
56655186300,2,2,2,2
7004092478,8,8,8,8
8724027300,11,11,11,16
56347582000,12,12,12,12
56411938600,5,5,5,5
56487891100,19,19,19,19
57188824996,4,4,4,4
55988817200,7,7,7,7
23005765500,3,3,3,3
8416287300,6,6,6,6
15726314100,2,5,5,5
55806985600,3,3,3,3
6603117991,1,1,1,1
56534175200,4,11,11,31
55067469000,6,6,6,6
8623248100,5,5,5,5
55332315500,3,3,3,3
56946731300,1,1,1,1
56029085400,3,3,3,3
57188575549,4,4,4,6
6507742729,8,12,12,12
57198190784,3,3,3,3
57188962329,19,19,19,19
57196382531,4,4,4,4
55250580200,5,5,5,5
56333230800,4,4,4,4
26022600400,17,17,17,17
55601764500,13,13,13,13
35197860000,6,6,6,6
34979425100,9,9,9,9
6508033079,5,5,5,5
55498856500,5,5,5,5
56002104100,3,3,3,3
7003450744,3,3,4,4
56592360300,2,2,2,2
57188719463,13,13,13,13
56605972100,7,7,7,7
35610047500,13,13,13,13
55875921100,6,6,6,6
57198608933,8,8,8,8
36809985000,9,13,15,19
14024719500,2,4,6,6
55233664100,2,2,2,2
56600821500,1,1,1,1
57188862232,4,4,5,5
56728591300,10,10,10,10
56006074300,5,5,9,9
56993569700,7,7,7,7
55931808800,12,12,12,12
56938425600,5,5,5,5
55658975200,2,2,2,2
7004811414,6,6,6,6
55797619400,5,5,5,5
56543364800,4,4,4,4
57140205200,3,3,3,3
57200736313,7,14,18,19
24382155600,2,2,2,2
56437415000,6,6,6,6
16317498000,3,5,5,5
57144005600,3,3,3,6
6507627907,4,4,4,8
55911574100,5,9,14,19
56313373700,5,5,5,5
56030091400,11,11,11,11
56458065600,3,5,7,7
55849672100,9,10,12,14
56695365800,19,19,19,19
39360985900,2,2,6,6
57204021867,8,8,8,8
56519985600,4,4,4,4
8634629100,3,3,3,3
55944036600,4,4,4,4
57202390487,3,3,3,3
6602726514,36,36,42,42
56516956400,5,5,5,5
56642695700,6,6,6,6
57198279716,4,4,4,4
6508237152,4,4,4,4
7102672958,3,3,3,3
57189887086,3,3,3,3
57201519584,4,4,4,4
6508011367,4,4,4,4
55647039100,10,10,10,10
57188758177,2,2,2,3
57150989000,3,4,4,4
50562205300,6,6,6,6
6602342410,11,11,11,11
57203639111,3,3,3,3
37105500000,5,5,5,5
56705480200,4,4,4,4
57188577504,2,3,3,3
56717379200,3,5,5,5
57201828926,9,9,9,10
57198090745,2,2,2,2
56898657900,8,27,29,30
6602769137,5,5,5,5
57192311849,4,4,4,5
35613648200,7,7,7,7
56600799800,2,2,2,2
57031892500,3,3,3,3
57188553114,6,6,6,6
24777623700,12,12,12,12
57203681819,9,9,9,9
57028309500,3,4,4,4
56562937100,8,8,8,8
24338916400,5,5,5,5
55904398100,3,3,3,3
56070906400,6,6,6,9
56926682400,2,3,3,3
6507396660,5,5,5,5
15849341500,11,21,21,21
55232398000,5,5,5,5
7402468478,4,4,4,4
22034355400,4,4,4,4
7404628260,1,1,1,1
56120943900,23,23,23,23
55124578900,3,3,3,3
57189094855,2,4,4,4
56563108900,15,15,15,15
57189096483,2,12,12,12
37022605000,2,2,2,2
