Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
75,7003667638,1,1,1,1,1,1,1,1,1,1,2009
77,7005152559,2,2,2,4,4,4,4,4,4,4,2009
94,7102067286,2,2,2,2,2,2,2,2,2,2,2009
99,14631570600,10,10,10,10,10,10,10,10,10,10,2009
100,57159978600,3,3,3,3,3,3,3,3,3,3,2009
104,24288728800,8,11,13,16,26,28,37,39,50,50,2009
118,7801486018,6,6,6,6,6,6,6,6,6,6,2009
140,7101647136,8,8,8,8,8,8,8,8,8,8,2009
143,36069432900,1,1,1,1,1,1,1,1,1,1,2009
207,35114583400,8,8,8,8,8,8,8,8,8,8,2009
234,26430511700,3,3,3,3,3,3,3,3,3,3,2009
275,6506844420,4,4,4,4,4,4,4,4,4,4,2009
304,23009028700,2,4,4,8,8,8,8,8,8,8,2009
319,15925920700,3,3,3,3,3,3,3,3,3,3,2009
327,7403291857,3,3,3,3,3,3,3,3,3,3,2009
358,7102555799,6,6,65,65,65,65,66,66,66,66,2009
386,35225421300,7,7,7,7,7,7,7,7,7,7,2009
390,36103964500,7,7,7,7,7,13,13,13,13,13,2009
407,7006495003,4,4,4,4,4,4,4,4,4,4,2009
424,15835646600,3,3,3,3,3,3,3,3,5,5,2009
459,35070019100,2,2,2,4,4,4,5,5,5,7,2009
493,26321761100,1,1,3,5,5,5,5,5,5,5,2009
536,9740828000,7,7,7,7,7,7,7,7,7,7,2009
540,6506405382,3,3,3,3,3,3,3,3,3,3,2009
558,56641408700,2,2,2,2,2,2,2,2,2,2,2009
581,57196302792,4,4,4,4,4,4,4,4,4,4,2009
587,57197695978,5,5,5,5,5,5,5,5,5,5,2009
594,24922890200,3,3,3,3,3,3,3,3,3,3,2009
618,36115275500,16,16,16,16,16,16,16,16,16,16,2009
624,56175534000,5,5,5,5,5,5,5,5,5,5,2009
640,6506116372,7,7,7,22,22,22,35,35,35,35,2009
645,24484862400,6,6,6,6,6,6,6,6,6,6,2009
650,7005810184,2,2,2,2,2,5,5,5,5,5,2009
664,35168696400,4,6,6,6,6,6,6,6,6,6,2009
674,57193510529,3,3,3,3,21,21,21,21,21,21,2009
712,35146083500,6,6,6,6,6,6,6,6,6,6,2009
744,23018804100,13,13,13,13,59,59,59,59,59,59,2009
761,36715149800,3,3,3,9,9,13,14,22,22,22,2009
791,6507056350,2,2,2,6,10,10,10,10,10,10,2009
816,56393147900,4,4,4,4,4,4,4,4,4,4,2009
855,23393096300,18,18,18,19,19,19,19,19,19,19,2009
869,7003479767,3,3,3,3,9,9,9,9,9,34,2009
