Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
75,7003667638,1,1,1,1,1,1,1,1,1,1,2009
77,7005152559,2,2,2,4,4,4,4,4,4,4,2009
94,7102067286,2,2,2,2,2,2,2,2,2,2,2009
99,14631570600,10,10,10,10,10,10,10,10,10,10,2009
100,57159978600,3,3,3,3,3,3,3,3,3,3,2009
104,24288728800,8,11,13,16,26,28,37,39,50,50,2009
118,7801486018,6,6,6,6,6,6,6,6,6,6,2009
140,7101647136,8,8,8,8,8,8,8,8,8,8,2009
143,36069432900,1,1,1,1,1,1,1,1,1,1,2009
204,35114583400,8,8,8,8,8,8,8,8,8,8,2009
231,26430511700,3,3,3,3,3,3,3,3,3,3,2009
271,6506844420,4,4,4,4,4,4,4,4,4,4,2009
298,23009028700,2,4,4,8,8,8,8,8,8,8,2009
312,15925920700,3,3,3,3,3,3,3,3,3,3,2009
320,7403291857,3,3,3,3,3,3,3,3,3,3,2009
349,7102555799,6,6,65,65,65,65,66,66,66,66,2009
377,35225421300,7,7,7,7,7,7,7,7,7,7,2009
380,36103964500,7,7,7,7,7,13,13,13,13,13,2009
395,7006495003,4,4,4,4,4,4,4,4,4,4,2009
412,15835646600,3,3,3,3,3,3,3,3,5,5,2009
446,35070019100,2,2,2,4,4,4,5,5,5,7,2009
478,26321761100,1,1,3,5,5,5,5,5,5,5,2009
521,9740828000,7,7,7,7,7,7,7,7,7,7,2009
524,6506405382,3,3,3,3,3,3,3,3,3,3,2009
540,56641408700,2,2,2,2,2,2,2,2,2,2,2009
562,57196302792,4,4,4,4,4,4,4,4,4,4,2009
568,57197695978,5,5,5,5,5,5,5,5,5,5,2009
575,24922890200,3,3,3,3,3,3,3,3,3,3,2009
599,36115275500,16,16,16,16,16,16,16,16,16,16,2009
605,56175534000,5,5,5,5,5,5,5,5,5,5,2009
621,6506116372,7,7,7,22,22,22,35,35,35,35,2009
626,24484862400,6,6,6,6,6,6,6,6,6,6,2009
631,7005810184,2,2,2,2,2,5,5,5,5,5,2009
645,35168696400,4,6,6,6,6,6,6,6,6,6,2009
655,57193510529,3,3,3,3,21,21,21,21,21,21,2009
692,35146083500,6,6,6,6,6,6,6,6,6,6,2009
724,23018804100,13,13,13,13,59,59,59,59,59,59,2009
740,36715149800,3,3,3,9,9,13,14,22,22,22,2009
769,6507056350,2,2,2,6,10,10,10,10,10,10,2009
789,56393147900,4,4,4,4,4,4,4,4,4,4,2009
826,23393096300,18,18,18,19,19,19,19,19,19,19,2009
839,7003479767,3,3,3,3,9,9,9,9,9,34,2009
