Unnamed: 0,ID,2017,2018,start_year
10,56523160100,6,6,2017
49,57193437031,5,5,2017
60,57201405140,15,15,2017
98,57193831201,6,6,2017
103,57190680369,3,3,2017
105,55838510332,5,5,2017
110,54385399300,6,6,2017
122,57196516104,2,2,2017
186,54419904100,4,4,2017
197,57197787536,1,1,2017
199,7006513449,3,3,2017
206,57193088194,4,4,2017
210,7003321707,3,3,2017
221,8974048100,17,17,2017
224,57203379822,4,4,2017
259,57193448950,3,3,2017
261,55259071200,8,8,2017
262,8517464000,27,27,2017
268,6506345528,3,3,2017
290,56223055000,20,20,2017
292,26025571400,5,5,2017
316,57196216997,6,6,2017
350,6603480856,2,2,2017
352,57196247566,3,3,2017
358,57200071649,17,17,2017
359,35430042600,6,6,2017
393,56083293900,14,14,2017
394,6602553055,2,2,2017
425,24170805000,4,4,2017
428,35848858900,38,38,2017
440,57195685840,28,40,2017
443,36172704800,21,21,2017
460,57194278954,5,5,2017
466,19337532100,29,29,2017
481,56411920100,13,13,2017
536,57198820650,4,4,2017
548,57193652514,5,5,2017
556,35424413500,9,26,2017
576,57196194669,4,4,2017
593,57195504582,6,6,2017
620,6504010163,7,13,2017
651,55937054700,34,34,2017
653,57201120477,3,3,2017
663,57200165239,4,6,2017
672,7401653270,8,8,2017
680,57199212073,10,10,2017
738,6602549287,8,8,2017
741,22835500500,17,17,2017
779,55613312700,6,6,2017
783,54792767800,7,7,2017
791,57193666554,3,3,2017
798,57197837651,3,5,2017
818,35937644700,7,7,2017
821,22134311400,5,5,2017
829,54881975600,2,2,2017
832,57200257905,2,4,2017
847,57195549010,2,2,2017
856,57195245709,4,4,2017
880,56489810900,2,5,2017
898,57202013381,5,5,2017
919,57194656359,23,23,2017
934,57195532898,2,4,2017
954,56717764600,4,4,2017
970,35772298600,7,7,2017
983,6701652404,2,2,2017
1008,57201905011,2,2,2017
1028,57191382777,2,2,2017
1031,26656011800,4,4,2017
1037,54785299800,2,2,2017
1054,56845738100,10,10,2017
1058,57193706236,4,4,2017
1071,57195641275,3,3,2017
1090,57195148240,5,5,2017
1154,36020849500,9,13,2017
1183,57193668892,3,3,2017
1208,55642871600,2,2,2017
1209,55195600600,3,3,2017
1216,57120007000,3,3,2017
1230,16307679400,27,27,2017
1240,56429699600,1,1,2017
1277,57200504901,6,6,2017
1282,56389226300,5,5,2017
1288,57196190739,3,8,2017
1321,55431373200,4,6,2017
1327,57197293765,9,9,2017
1328,57200553572,2,2,2017
1331,57189729895,39,43,2017
1342,26532134800,2,2,2017
1346,57190215418,5,5,2017
1349,57194207869,5,5,2017
1359,55255344600,2,2,2017
1362,6504825500,5,5,2017
1377,36069960100,8,8,2017
1388,57191870597,6,6,2017
1415,57197787406,12,12,2017
1423,57201300541,3,3,2017
1433,7403506666,13,13,2017
1443,8988880800,2,2,2017
1455,57000424800,2,2,2017
1458,56912295400,10,10,2017
1486,57194784857,4,4,2017
1490,57204225272,4,4,2017
1491,57200319939,7,7,2017
1531,57194633273,10,10,2017
1549,57193801918,5,5,2017
1566,56528299800,2,2,2017
1567,7801541269,7,7,2017
1572,12762570700,6,6,2017
1578,24824052300,27,27,2017
1587,6701478237,8,8,2017
1606,16204149800,13,13,2017
1616,7004683246,6,6,2017
1623,18633549200,21,21,2017
1627,57200598235,6,6,2017
1656,35206654500,3,3,2017
1658,56373438900,1,1,2017
1677,57196327637,2,2,2017
1688,36697283500,4,4,2017
1700,57193153428,3,3,2017
1701,55950359000,6,6,2017
1705,6601955173,8,8,2017
1709,56702274900,7,7,2017
1723,57194083886,3,3,2017
1771,56815132900,3,3,2017
1774,55818826500,3,3,2017
1796,23976822200,12,12,2017
1819,23096778100,7,9,2017
1828,57204357968,3,3,2017
1830,56414525200,15,15,2017
1844,56909330500,1,1,2017
1877,16303888200,2,2,2017
1897,56444380200,3,3,2017
1909,57193751943,3,5,2017
1926,57191914461,17,17,2017
1934,6603068537,4,4,2017
1967,35107064300,2,2,2017
1974,6602237420,5,5,2017
1982,56888182800,3,3,2017
1996,6507093489,5,5,2017
1999,57188666556,3,3,2017
2012,7801420369,12,12,2017
2019,50262996800,11,11,2017
2041,57193774207,5,5,2017
2046,24069736100,8,18,2017
2056,55845831600,25,25,2017
2074,56413029300,9,9,2017
2084,8944018200,3,3,2017
