Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
18,7003729382,2,2,2,2,2,2014
28,56091446600,5,5,5,5,8,2014
35,6603228789,3,3,3,3,3,2014
62,55892354500,3,3,3,3,3,2014
66,56490304600,2,2,2,2,2,2014
74,57199470231,77,77,77,77,77,2014
78,56003475600,6,6,6,6,6,2014
88,56278368100,4,5,5,5,5,2014
89,55905767600,6,17,24,24,24,2014
120,56764415200,1,1,1,1,1,2014
125,55390323200,2,2,4,4,4,2014
164,55531427200,9,9,9,9,9,2014
217,56080718100,7,7,7,7,7,2014
244,54785262900,4,7,9,9,9,2014
263,7201884734,6,6,6,6,6,2014
285,37110778700,2,2,2,2,2,2014
319,8554454800,8,8,8,8,8,2014
341,55961075000,2,2,2,3,8,2014
342,8920845500,57,57,57,57,57,2014
370,7003376187,14,14,14,14,14,2014
423,7005337879,14,14,14,18,18,2014
432,6506921991,13,13,13,13,13,2014
435,25627283300,6,6,6,6,6,2014
465,35238939800,2,2,2,2,2,2014
479,7101782257,5,5,5,5,5,2014
492,26430482000,1,1,3,3,3,2014
506,7101820325,2,4,6,6,6,2014
526,8210164900,5,5,5,5,5,2014
530,55507392400,4,4,4,4,9,2014
552,7003663098,71,71,104,104,104,2014
555,23989107600,19,19,19,19,19,2014
609,57190798269,12,12,12,12,12,2014
616,7102447001,8,9,9,13,13,2014
627,56323460100,2,4,6,6,7,2014
650,56463148700,63,63,63,63,63,2014
665,7102700855,1,1,1,1,1,2014
684,6603551671,6,6,6,6,6,2014
695,6507989604,4,4,4,4,4,2014
700,56056477500,3,5,5,5,5,2014
728,35292611200,5,5,5,5,5,2014
736,55513194100,6,16,16,16,16,2014
748,56515297200,18,18,18,18,18,2014
759,36170379700,3,3,3,3,3,2014
765,57201265019,4,4,4,4,4,2014
813,55210404700,2,5,5,5,5,2014
836,7103381652,57,57,185,185,223,2014
864,56724226600,3,3,3,3,3,2014
870,34978108100,22,22,22,22,22,2014
907,56368652700,3,3,3,3,3,2014
908,7003288074,69,69,69,69,69,2014
927,36665846700,12,12,12,12,12,2014
937,56442094500,1,1,1,1,1,2014
943,6701814469,4,4,4,4,4,2014
972,55800824800,6,6,6,6,6,2014
1020,56303734800,4,4,4,4,4,2014
1030,53364401900,1,1,2,2,2,2014
1052,56600628100,2,2,3,3,3,2014
1067,35225209300,1,1,1,1,1,2014
1083,55845598600,1,3,4,4,4,2014
1086,7102504355,68,68,68,68,68,2014
1091,55056139500,2,2,2,2,6,2014
1101,14826391900,10,10,20,20,28,2014
1104,6602070971,3,3,3,3,3,2014
1107,7006055356,5,11,20,23,26,2014
1113,35794846500,8,8,8,8,8,2014
1157,56600853100,2,2,2,2,2,2014
1174,7006300324,6,8,8,8,8,2014
1181,8331410200,29,29,29,29,29,2014
1195,26540948400,1,1,1,1,1,2014
1210,56305144400,7,7,7,7,7,2014
1219,6602131692,3,3,3,3,3,2014
1229,55329916500,3,3,48,48,48,2014
1233,57185537000,3,3,3,3,3,2014
1236,23568612400,6,6,6,6,6,2014
1241,56690567000,8,8,8,8,8,2014
1270,6603017352,5,5,5,5,5,2014
1275,15135551700,1,1,1,1,1,2014
1324,56548893100,8,8,8,8,8,2014
1338,55235036700,10,15,15,34,34,2014
1345,56418593600,2,2,2,2,2,2014
1399,6602341898,4,4,4,4,4,2014
1403,26429318000,37,37,40,40,40,2014
1440,35316018200,3,3,4,7,7,2014
1464,7004159827,83,83,83,83,83,2014
1505,55562055200,3,3,3,3,3,2014
1509,56485392200,3,3,3,3,3,2014
1519,6506942098,10,10,10,10,10,2014
1523,48861000500,2,2,2,2,2,2014
1535,56080939100,3,3,3,3,3,2014
1568,56405507800,2,3,3,5,5,2014
1574,55247696300,3,3,4,4,4,2014
1583,7202709950,2,15,15,15,15,2014
1597,56514689400,90,90,90,90,106,2014
1602,56416174100,5,5,5,5,5,2014
1607,53984089800,1,1,1,1,1,2014
1610,49962985800,8,9,9,9,9,2014
1625,7004440552,13,13,13,13,13,2014
1653,24070104000,6,6,6,6,6,2014
1672,56515509200,31,31,31,31,31,2014
1686,55912205900,2,2,2,2,2,2014
1716,7003642653,5,5,5,5,5,2014
1769,56872545300,6,6,6,6,6,2014
1777,56304222900,2,2,2,2,2,2014
1781,34870369100,1,1,1,1,1,2014
1785,15074491000,12,12,12,12,12,2014
1802,8840160700,7,7,7,7,13,2014
1810,57193917441,3,3,3,6,6,2014
1813,55670342800,6,7,7,7,11,2014
1829,56421924000,12,12,12,12,12,2014
1847,12763115200,5,5,5,5,5,2014
1860,36963848900,2,2,2,2,2,2014
1925,54973971200,15,36,36,36,36,2014
1978,56410509700,3,3,3,3,3,2014
1986,55175232000,5,5,5,5,5,2014
1991,6507020806,5,5,5,5,5,2014
2021,56650986300,2,2,2,2,2,2014
2027,6603706866,1,1,1,1,1,2014
2031,23009970700,2,2,2,2,2,2014
2042,28568150400,2,2,2,2,2,2014
2049,6602580646,3,3,3,3,3,2014
2059,55880387500,9,9,9,9,9,2014
2066,8538768800,10,10,10,10,10,2014
2067,6603447947,6,6,9,9,9,2014
2078,57188837260,6,6,6,6,6,2014
2079,56303861600,3,3,3,3,10,2014
2091,54957019000,2,2,2,2,2,2014
2106,14052002000,3,3,3,3,3,2014
2108,56298323100,8,8,8,8,23,2014
2125,56352532300,2,2,2,2,2,2014
2143,55921184300,2,2,2,2,2,2014
2144,8553096800,4,6,6,6,6,2014
2149,26659171200,9,9,9,9,9,2014
2152,55745218900,17,17,17,17,17,2014
2172,56400932000,3,3,3,3,3,2014
2221,55813744700,2,2,2,2,2,2014
2247,55064235900,3,11,77,77,77,2014
2252,36013692000,15,18,18,18,18,2014
2262,36700746300,13,13,14,14,14,2014
2268,6507036738,5,5,5,5,5,2014
2293,6603501558,2,2,2,2,2,2014
2334,36728470800,4,4,4,4,4,2014
2364,56428866800,2,2,3,3,3,2014
2383,55325698800,3,3,3,3,3,2014
2454,7005908147,4,4,4,4,4,2014
2458,6602158037,5,5,5,5,5,2014
2501,7005842788,11,11,11,11,11,2014
2521,55897918000,4,4,4,4,4,2014
2556,8555264800,4,4,4,7,7,2014
2570,7004313790,1,19,61,61,61,2014
