Unnamed: 0,ID,2015,2016,2017,2018,start_year
2,8642393600,7,7,7,7,2015
3,55873955900,8,8,8,8,2015
4,49862174900,14,14,14,14,2015
13,55376931500,73,73,73,73,2015
18,55719005700,7,7,7,7,2015
19,35444766700,11,11,11,11,2015
31,56781292200,1,1,1,1,2015
39,34870540900,7,7,7,7,2015
48,56411842000,2,2,2,2,2015
49,23397604200,8,8,8,8,2015
88,56002303200,7,7,7,7,2015
134,56513476200,9,9,9,9,2015
149,56939340300,2,3,3,3,2015
150,57192293609,3,3,3,3,2015
154,56114762600,10,10,10,10,2015
158,16309784700,11,11,11,11,2015
165,22236154700,5,5,5,5,2015
166,7003350807,16,16,16,16,2015
171,35318720900,3,3,3,3,2015
185,15070429600,2,2,2,2,2015
225,7004271887,19,19,19,19,2015
257,55961141700,12,12,12,12,2015
293,36003624100,16,22,22,22,2015
301,36805685400,4,4,4,4,2015
330,27867811000,14,14,14,14,2015
331,55974660200,10,10,10,10,2015
357,16679222000,10,10,12,23,2015
366,57203094083,83,83,83,83,2015
412,57188748169,5,9,9,9,2015
419,57189090439,3,3,3,3,2015
423,26531594700,3,3,3,3,2015
427,56968037900,1,1,1,1,2015
446,57188725838,13,13,13,13,2015
452,6701774097,3,3,3,3,2015
453,56190106200,4,4,4,4,2015
460,7402136006,4,4,4,4,2015
461,56517715300,4,5,7,19,2015
483,56594481000,3,3,3,3,2015
491,55803668500,1,1,1,1,2015
496,9245337700,19,19,19,19,2015
508,35965781000,9,9,9,9,2015
511,12784775300,1,1,3,4,2015
556,55440311600,3,3,3,3,2015
567,56639282800,28,28,28,28,2015
577,55949428900,6,6,6,6,2015
594,55973076900,3,5,5,5,2015
604,56735634200,1,1,1,1,2015
639,56203572900,9,9,9,9,2015
665,56822668900,6,6,6,6,2015
679,57188966321,7,7,7,7,2015
682,34870116100,59,70,70,70,2015
695,57192808992,4,4,4,4,2015
703,57196873890,28,28,37,37,2015
706,56156269900,7,7,7,7,2015
739,6602911751,7,7,7,7,2015
752,57035243200,2,2,2,2,2015
793,56682052900,2,2,2,2,2015
813,55143899600,1,1,1,1,2015
818,57023907900,6,6,6,6,2015
850,55323058900,3,3,3,17,2015
859,57190068018,8,8,8,8,2015
869,24528388600,2,2,2,2,2015
870,7202257193,4,4,4,4,2015
883,56986641200,5,5,5,5,2015
886,8704767900,7,7,7,7,2015
933,54790605200,13,18,18,19,2015
941,56960580700,5,5,5,5,2015
951,26424457400,56,56,63,67,2015
955,56100634400,16,16,16,16,2015
968,56463349600,25,25,25,25,2015
976,56769182700,7,7,7,7,2015
987,56779730100,3,4,4,4,2015
990,6603095657,3,3,3,3,2015
1014,35607238200,4,4,4,4,2015
1016,57016833800,82,82,82,82,2015
1033,15765290300,2,2,2,2,2015
1048,55977742700,56,56,56,56,2015
1050,14027991800,7,7,7,7,2015
1064,56879182000,2,2,4,4,2015
1077,56393857000,9,11,12,15,2015
1104,57188962583,4,4,4,4,2015
1116,34168027600,5,5,9,9,2015
1119,23501049900,4,4,4,4,2015
1126,16229169400,10,10,10,10,2015
1140,56890365100,3,3,4,4,2015
1180,7004832773,11,17,17,17,2015
1183,6602838973,1,1,1,1,2015
1197,56529715900,2,2,2,2,2015
1218,7003289125,5,5,5,5,2015
1247,56879056100,6,11,11,11,2015
1248,55944810600,2,2,2,2,2015
1255,27567563000,7,7,7,7,2015
1264,56709343000,13,13,25,25,2015
1275,56472768900,5,5,5,5,2015
1296,36543568900,3,3,3,3,2015
1306,57193160818,2,2,2,2,2015
1310,57170844100,22,22,22,22,2015
1312,25522904400,3,3,3,3,2015
1323,57189319888,10,10,10,10,2015
1325,57193696999,4,4,4,4,2015
1327,7006178644,2,2,2,2,2015
1333,57204318540,8,8,8,8,2015
1334,57189490405,10,10,10,10,2015
1343,36941201600,3,3,3,3,2015
1351,7601482975,3,3,3,3,2015
1370,57170851300,2,2,4,4,2015
1373,56433303600,7,9,11,12,2015
1375,8894760600,4,4,4,4,2015
1384,46461910700,3,3,3,3,2015
1387,55551467600,3,3,3,3,2015
1395,55800383500,4,4,4,4,2015
1408,56606231300,6,6,6,6,2015
1416,50462041300,8,11,11,14,2015
1417,56110276600,7,7,7,7,2015
1459,7404679473,2,6,6,6,2015
1488,56925439000,3,3,4,4,2015
1504,56070111800,3,3,8,12,2015
1513,56646419100,3,3,3,3,2015
1514,56085593800,2,2,2,2,2015
1515,56318768900,2,2,2,2,2015
1531,6506318631,3,3,7,7,2015
1533,9639192600,25,25,25,25,2015
1540,55973005700,4,4,4,4,2015
1552,55352871800,3,4,7,7,2015
1567,56919530000,3,4,4,4,2015
1579,56825987400,2,2,2,2,2015
1635,56606251800,6,6,6,6,2015
1636,56643004500,7,7,7,7,2015
1643,57190965041,2,2,2,2,2015
1650,57003119100,2,2,2,2,2015
1665,56072896600,7,8,8,8,2015
1666,6602901590,2,2,6,6,2015
1700,55869652000,41,41,41,41,2015
1704,54791013000,3,3,3,3,2015
1743,55576500000,15,18,18,18,2015
