Unnamed: 0,ID,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
41,7005865095,6,6,6,6,6,6,6,6,6,6,6,8,2007
78,23008692200,43,43,62,62,62,62,62,62,62,62,62,62,2007
104,7103065327,3,3,3,3,12,12,12,21,34,34,36,36,2007
106,6508252665,4,9,9,9,9,9,9,9,9,9,9,9,2007
115,24469712500,4,6,6,9,11,11,14,14,15,15,15,15,2007
124,18437015900,2,2,2,2,2,2,2,2,2,2,2,2,2007
164,57204345850,3,3,3,6,6,6,6,7,13,16,16,16,2007
191,13005751700,10,10,10,10,10,10,10,10,10,10,10,10,2007
192,6508024595,4,4,4,4,4,4,4,4,4,4,4,4,2007
197,55715631800,4,4,4,4,4,4,4,4,4,4,4,4,2007
198,23100304500,9,9,9,9,9,9,9,9,9,9,9,9,2007
219,56030195400,4,4,4,4,4,4,4,4,4,4,4,4,2007
223,26767632400,1,1,1,1,1,1,1,1,1,1,1,1,2007
248,57194907127,5,5,5,5,5,5,5,5,5,5,5,5,2007
312,26026181500,2,2,3,6,6,6,9,9,9,9,9,9,2007
324,23984606900,3,3,3,3,3,3,3,3,3,3,3,3,2007
332,16178095900,1,1,1,1,1,1,1,1,1,1,1,1,2007
344,24722993500,2,2,2,2,2,2,2,2,2,2,2,2,2007
361,55738721200,2,2,5,5,5,5,5,5,5,5,5,5,2007
365,23397629300,3,3,4,4,4,4,4,4,4,4,4,4,2007
372,8319802300,4,6,6,6,6,6,6,6,6,6,6,6,2007
394,8552286100,1,1,1,1,1,1,1,7,7,7,7,7,2007
414,6507778855,7,7,7,7,7,60,60,60,60,60,60,60,2007
426,16417168600,1,1,1,1,1,1,1,1,1,1,1,1,2007
502,37091242100,13,13,13,13,13,13,13,13,13,13,13,13,2007
517,55912445100,5,5,5,5,5,5,5,5,5,5,5,5,2007
551,22940989000,2,2,2,2,2,2,2,2,2,2,2,2,2007
620,23006340400,3,3,3,3,3,3,3,3,3,3,3,3,2007
687,7005170650,1,1,1,1,1,1,1,3,8,8,11,11,2007
719,54985679700,6,6,6,6,6,6,6,6,6,6,6,6,2007
768,9744913000,6,6,6,6,6,6,6,6,6,6,6,6,2007
819,6507589105,4,4,4,4,4,4,4,4,4,4,4,4,2007
858,7003876431,17,17,17,17,17,17,17,17,17,17,17,17,2007
907,13106009800,65,65,65,65,65,65,65,65,65,65,65,65,2007
911,16204410100,1,1,1,1,1,1,1,1,1,1,1,1,2007
945,35601922700,4,4,18,18,24,24,24,24,24,24,24,24,2007
953,55867065700,15,15,15,15,15,15,15,15,15,15,15,15,2007
957,34770243100,12,12,12,12,12,15,15,15,15,15,15,15,2007
