Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
11,7401970635,12,12,12,12,12,12,12,2012
20,36634548900,4,9,9,9,9,9,9,2012
40,7003494205,4,4,4,4,4,4,4,2012
52,6602726745,3,3,3,3,3,3,3,2012
55,54581742800,5,5,5,5,5,5,5,2012
59,35226280500,3,3,3,3,3,3,3,2012
80,55639540400,3,3,3,3,5,5,5,2012
125,7007166540,9,9,9,9,9,9,9,2012
127,55146647600,4,4,11,11,13,13,13,2012
128,56340131200,56,62,71,71,71,71,71,2012
155,55684446500,2,2,2,2,2,2,2,2012
184,12902713100,1,1,1,1,1,1,1,2012
193,6701714180,59,69,69,69,69,69,69,2012
199,56016849700,3,3,3,3,3,3,3,2012
215,35501435900,7,7,7,7,7,7,7,2012
234,54407250400,3,4,4,6,6,6,6,2012
240,6603196991,8,8,8,8,8,8,8,2012
246,55390131000,2,2,2,2,2,2,2,2012
247,55782145400,22,22,22,22,22,22,22,2012
261,56396941400,2,2,2,2,2,2,2,2012
266,55352471100,1,1,1,1,1,1,1,2012
275,8915683900,4,4,4,4,4,4,4,2012
288,55811800700,4,4,4,4,4,4,4,2012
299,16027501900,23,23,23,23,23,23,23,2012
308,56937806800,7,7,7,7,7,7,7,2012
351,7004632677,4,4,20,23,24,24,24,2012
376,24335475600,7,10,10,10,10,15,15,2012
407,44061145500,7,7,7,7,7,7,7,2012
431,9436849500,3,3,24,24,29,29,29,2012
448,57199066122,39,39,72,72,72,72,72,2012
464,23005317000,7,7,7,7,7,7,7,2012
467,55995655700,2,2,2,3,3,7,17,2012
481,6603838207,7,16,16,16,16,16,16,2012
524,55336597100,2,2,2,4,4,4,4,2012
555,12242450800,2,3,3,3,7,7,7,2012
562,6604021227,4,4,4,4,4,4,4,2012
564,8937681800,6,6,6,6,7,7,7,2012
575,26644135200,5,5,5,5,5,5,5,2012
579,7004022711,26,32,32,32,32,32,32,2012
593,26031071400,4,4,4,4,4,4,4,2012
599,55053435400,1,1,1,1,2,2,2,2012
622,26430697600,8,8,8,8,8,8,8,2012
651,35226710600,5,5,5,5,5,5,5,2012
656,24329996300,7,7,7,7,7,7,7,2012
690,8972649800,3,3,3,3,3,3,3,2012
