Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
14,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
27,56937882200,5,5,5,5,5,5,5,5,5,5,5,2008
36,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
44,25222870300,1,1,1,1,1,1,1,1,1,1,1,2008
85,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
122,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
132,25032012500,3,3,3,3,3,3,3,3,3,3,3,2008
135,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
140,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
153,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
179,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
186,36634726700,2,2,2,2,2,2,2,2,2,2,2,2008
202,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
232,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
269,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
270,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
278,25628571400,5,5,5,5,5,5,5,5,5,5,5,2008
284,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
292,55311855200,5,5,5,5,5,5,5,5,5,5,5,2008
303,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
321,24821358600,4,4,4,4,4,4,4,4,4,4,4,2008
350,55460736000,15,15,15,15,15,15,15,15,15,15,15,2008
352,36978855700,18,18,18,18,18,18,18,18,18,18,18,2008
358,35593811100,1,1,1,1,1,1,1,1,1,1,1,2008
381,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
387,52863956700,2,2,2,2,2,2,2,2,2,2,2,2008
396,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
445,26657137800,1,1,1,1,1,1,3,3,3,3,4,2008
459,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
509,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
531,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
