Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
25,14619163500,2,2,2,2,2,2,2,2,2,2010
30,11738782000,2,2,2,2,2,2,2,2,2,2010
50,36082756400,3,3,3,3,3,3,3,3,3,2010
67,36816324700,3,3,3,3,8,9,12,12,12,2010
99,7004354274,2,2,2,2,2,2,2,2,3,2010
105,36453712700,5,5,5,5,5,5,5,5,5,2010
111,36190699900,6,6,6,6,6,6,6,6,6,2010
173,55880050400,2,2,2,15,15,15,34,34,34,2010
208,56835894200,3,26,26,28,28,28,28,28,28,2010
217,23567554100,3,5,5,5,5,5,8,8,8,2010
226,36630798700,3,3,3,3,3,3,3,3,3,2010
250,7004173174,2,11,15,15,15,17,17,17,22,2010
254,36713774200,2,2,2,2,2,2,2,3,3,2010
297,54421301400,6,6,6,6,6,6,6,6,6,2010
314,16024795900,4,4,4,4,4,4,4,4,4,2010
318,35773795200,6,6,6,6,6,6,6,6,6,2010
325,36602617400,5,5,5,5,5,5,5,5,5,2010
336,36615299200,4,4,4,4,4,4,4,4,4,2010
353,56417168500,5,5,7,7,8,9,9,9,9,2010
400,8986539700,4,4,4,4,4,4,4,4,4,2010
418,55731374100,5,5,5,5,5,5,5,5,5,2010
435,36664812700,3,3,3,3,3,3,3,3,3,2010
455,55629643800,16,18,18,18,18,18,18,18,18,2010
515,36149156600,14,14,14,14,14,14,14,14,14,2010
522,57196716304,4,4,4,4,4,4,4,4,4,2010
536,36782061800,1,1,1,1,1,1,1,1,1,2010
540,54397760400,3,3,3,3,6,6,6,6,6,2010
563,36060113200,6,6,6,7,7,7,7,7,7,2010
570,6602331414,2,2,2,2,2,2,2,2,2,2010
574,36816589200,3,3,3,3,3,3,3,3,3,2010
589,55617584700,3,3,3,3,3,3,3,3,3,2010
600,36679991000,4,5,5,5,5,5,5,5,5,2010
605,7202920765,33,36,40,40,48,48,102,102,135,2010
629,37061485200,8,12,12,23,23,24,25,25,25,2010
640,6701769322,22,22,22,22,22,22,22,22,22,2010
683,35101799900,1,1,1,3,3,3,3,3,3,2010
707,15760500900,22,22,22,29,40,40,40,56,56,2010
730,6504350389,3,3,3,3,3,3,3,3,3,2010
734,37074222900,4,6,6,6,8,9,9,9,12,2010
751,26041121100,5,5,5,5,5,5,5,5,5,2010
753,57197357863,2,2,2,2,2,2,2,2,2,2010
769,55612084300,3,3,3,3,3,3,3,3,3,2010
795,6602934119,2,5,5,5,5,5,9,9,9,2010
806,36706434100,4,6,6,6,6,6,6,6,6,2010
810,36239540900,9,9,9,9,9,9,9,9,9,2010
823,57205051591,4,10,10,10,10,10,10,10,10,2010
846,35176316700,3,5,7,7,7,7,7,7,7,2010
853,53879643900,2,2,2,2,2,2,2,2,2,2010
861,9040778700,2,3,3,3,3,3,3,3,3,2010
891,8300989400,7,7,7,7,7,7,7,7,7,2010
904,36704068100,6,6,9,9,21,25,25,30,30,2010
940,55256491700,1,3,5,8,8,8,8,10,12,2010
975,37054657100,11,11,11,11,11,11,11,11,11,2010
988,24921132200,9,43,44,58,58,68,83,83,83,2010
1011,8859966300,1,1,1,1,1,1,1,1,1,2010
1029,36184933300,2,2,2,2,2,2,2,2,2,2010
1044,9842396400,3,3,3,3,3,3,3,5,5,2010
1060,57197793190,7,7,7,7,7,7,7,7,7,2010
1115,24331617300,6,6,6,6,6,6,16,16,16,2010
1151,36622910000,5,5,5,5,5,5,5,5,5,2010
1153,57197532858,7,7,7,7,7,7,7,7,7,2010
1154,36336811900,7,7,7,7,7,7,7,7,7,2010
1163,9635978700,4,4,4,4,4,4,4,4,4,2010
1270,6701479988,5,5,5,5,5,5,5,5,5,2010
1290,35222083800,2,2,2,2,2,2,2,2,2,2010
1300,56538506300,7,7,7,7,7,7,7,7,7,2010
1326,36240435100,6,6,6,6,6,6,6,6,6,2010
1329,57190492621,1,2,2,2,2,2,2,2,2,2010
1353,24377090800,3,3,3,8,8,8,8,8,8,2010
1356,7006127274,13,19,25,25,27,28,30,30,30,2010
1369,6506341607,4,13,28,46,46,52,70,82,82,2010
1388,41662420000,1,1,1,1,1,1,1,1,1,2010
1432,56022706200,3,34,34,34,34,34,34,34,34,2010
1448,56630435200,2,6,6,6,6,7,11,11,14,2010
1516,36544152800,3,3,3,3,3,3,3,3,3,2010
1544,8867213600,75,75,75,75,75,75,75,75,75,2010
1568,36469843500,5,7,7,9,9,9,9,11,11,2010
1575,7003463832,14,14,14,14,14,14,14,14,14,2010
1600,24733735600,27,27,27,27,62,62,62,62,62,2010
1679,6603588897,4,4,4,4,4,4,4,4,4,2010
1716,8079328500,7,7,7,7,7,7,15,15,15,2010
1749,35117526000,12,12,17,17,17,17,20,25,33,2010
1767,15060619700,3,3,3,3,3,3,3,3,3,2010
1782,6603316510,5,5,5,10,14,19,19,20,20,2010
1802,36622219400,2,2,2,2,2,2,6,6,10,2010
1807,6504743854,3,3,3,3,3,3,3,3,3,2010
1856,36457213500,3,4,4,4,9,10,10,10,10,2010
1858,6506078081,9,9,12,12,12,12,12,12,12,2010
1863,57191483890,75,75,75,75,75,75,75,75,75,2010
1882,7004567193,15,15,34,34,36,36,77,77,95,2010
1885,36782173700,6,10,11,11,12,14,14,18,18,2010
1892,36466169300,2,6,10,10,10,10,10,10,10,2010
1900,24758900800,4,4,4,18,38,38,38,72,93,2010
1909,56243911300,2,2,2,2,2,2,2,2,2,2010
1963,25926936600,2,2,2,2,2,2,2,2,2,2010
1965,6505808803,5,5,5,5,5,5,5,5,5,2010
1967,36165916000,4,4,4,4,4,4,4,4,4,2010
1970,36536792400,3,11,11,16,16,24,24,24,24,2010
2008,24479883500,6,8,8,8,10,12,15,16,20,2010
2032,36666146200,2,2,2,2,2,2,2,2,2,2010
2043,54399125000,3,3,3,3,3,3,3,3,3,2010
2048,36191106500,3,3,3,14,22,22,22,22,22,2010
2050,6701402984,5,5,5,12,12,12,12,15,15,2010
2112,39162066800,2,2,2,2,2,2,2,2,2,2010
2116,36739936200,8,8,8,8,8,8,8,8,8,2010
2161,57199457798,14,14,14,14,14,14,14,14,14,2010
2200,36439754600,5,7,7,7,7,7,7,7,7,2010
2208,36660067900,7,9,16,16,16,16,16,16,16,2010
2238,7003625261,2,2,2,2,2,2,2,2,2,2010
2248,36640623000,1,1,1,1,1,1,1,1,1,2010
2271,36160867400,7,7,7,7,7,7,7,7,7,2010
2286,23466918000,6,6,6,6,6,6,6,6,6,2010
2334,36132939000,1,1,1,1,1,1,1,1,1,2010
2335,15729370300,1,1,1,1,1,1,1,1,1,2010
2344,55250839700,2,2,2,2,2,2,2,2,2,2010
2392,36667292000,4,4,4,4,4,4,4,4,4,2010
2403,36237927200,3,3,3,3,7,8,8,8,8,2010
2411,25633507700,13,13,13,13,13,13,13,13,13,2010
2426,36459994400,3,3,4,4,4,4,5,5,5,2010
2439,56273983000,19,19,19,19,19,19,19,19,19,2010
2440,15832159300,26,26,26,26,37,37,41,42,42,2010
2462,57196673166,3,3,3,3,3,3,3,3,3,2010
2484,7004013978,50,50,50,50,50,50,50,50,50,2010
2487,6507146427,2,2,2,2,2,2,2,2,2,2010
2500,56568050500,1,4,6,6,6,6,6,6,6,2010
2502,36813396200,4,4,4,4,4,18,18,18,18,2010
2504,7003788378,11,11,11,11,15,15,15,22,22,2010
2519,55455556500,4,4,4,4,4,4,4,4,4,2010
2529,6602079091,6,6,6,6,6,6,6,6,6,2010
2532,25422147700,4,5,5,5,5,5,5,5,5,2010
2538,36698511100,24,24,24,24,24,24,24,24,24,2010
2552,14056752100,13,13,13,13,13,13,13,13,13,2010
2586,6505470575,5,5,5,5,5,5,5,5,5,2010
2604,36554143400,2,2,2,2,2,2,2,2,2,2010
2626,6603137197,5,5,5,5,5,5,5,5,5,2010
2653,57197122558,2,3,3,3,3,3,3,3,3,2010
2667,6701616786,5,5,11,15,15,19,19,19,20,2010
2675,6506044748,4,9,10,22,22,33,41,44,52,2010
2681,37002487100,3,3,3,3,3,3,3,3,3,2010
2690,36184991200,2,2,2,2,2,2,2,2,2,2010
2706,36608314200,3,3,3,3,3,3,3,3,3,2010
2738,55521612300,11,11,11,11,20,21,21,21,22,2010
2742,56369666300,14,14,14,14,14,14,14,14,14,2010
2761,35222471800,78,78,78,78,78,78,78,78,78,2010
2779,57195195071,14,14,14,14,14,14,14,14,14,2010
2795,35619975500,4,4,4,4,4,4,4,4,4,2010
2801,15521603000,1,1,3,3,3,3,3,3,3,2010
2807,57197500961,14,25,25,25,25,25,25,25,25,2010
2824,35173057100,10,10,10,10,10,10,10,10,10,2010
2874,35770363700,3,3,4,4,4,4,4,4,4,2010
2914,6603634824,3,3,3,3,3,3,3,7,7,2010
2952,36919366000,5,5,5,5,5,5,5,5,5,2010
2954,8973955000,1,1,1,1,1,1,1,1,1,2010
2959,24825014500,3,3,3,3,3,3,3,3,3,2010
2994,35239938700,22,22,36,36,41,85,90,90,90,2010
2999,6603096542,3,3,3,3,3,3,3,3,3,2010
3004,35728045300,3,3,3,3,3,5,8,8,8,2010
3056,24605682200,3,3,3,3,9,13,13,16,16,2010
3068,36705721300,2,2,2,2,2,2,2,2,2,2010
3106,34876513100,6,6,6,6,6,6,6,6,6,2010
3117,55914469100,7,12,12,12,12,12,12,12,12,2010
3126,38062371000,10,10,10,10,10,10,10,10,10,2010
3133,57117849000,5,5,5,5,5,5,5,5,5,2010
3161,56517491400,12,12,12,12,12,12,12,12,12,2010
3171,25653702300,13,16,16,16,16,16,16,16,16,2010
3180,36681934700,5,5,8,8,8,8,8,8,8,2010
3193,36015081100,4,4,4,4,4,4,4,4,4,2010
3231,35230983700,4,4,4,4,8,8,8,10,14,2010
3248,13907797600,2,2,2,2,2,2,2,2,2,2010
3250,21933245700,4,4,4,4,4,4,4,4,4,2010
3305,36614302200,10,10,23,23,40,40,106,106,199,2010
3315,23007964200,9,9,9,10,10,10,10,13,13,2010
3316,24824609300,2,3,3,3,3,3,3,3,3,2010
3320,6701840343,1,1,1,1,1,1,1,1,1,2010
3368,6603756462,2,2,2,2,2,2,2,2,2,2010
3399,26665350700,3,3,5,5,8,8,8,16,16,2010
3419,14035425800,6,13,14,14,14,15,15,15,15,2010
3432,36809803300,6,6,6,16,16,16,16,16,16,2010
3483,8656410900,3,3,3,3,3,3,3,3,3,2010
3516,26026884200,3,3,3,3,3,3,3,3,3,2010
3542,36813771200,20,20,20,20,20,20,20,20,20,2010
3555,57188853867,3,3,3,5,6,14,14,14,14,2010
3573,24466485200,4,4,4,4,4,4,4,4,4,2010
3580,6602099103,1,1,1,1,1,3,3,3,3,2010
3589,54894458400,5,5,6,6,6,6,6,6,6,2010
3597,22957171000,2,24,27,27,27,27,27,27,27,2010
3602,6701370635,27,27,27,27,27,27,27,27,27,2010
3610,57197241624,4,4,4,4,4,4,4,4,4,2010
3617,36466293100,4,4,4,4,4,4,4,4,4,2010
3620,35100019300,2,2,2,2,2,2,2,2,2,2010
3632,23010993000,23,23,28,28,28,28,28,28,28,2010
3641,23983301500,4,4,4,4,4,4,4,4,4,2010
3661,16635214000,15,15,34,34,36,36,36,36,109,2010
