Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
28,55782381000,4,4,4,4,4,4,4,4,2011
32,26326181300,5,5,5,5,5,5,5,5,2011
37,55703470300,5,5,5,5,5,5,5,5,2011
38,21834460700,2,2,2,2,5,5,5,5,2011
61,23992392000,3,3,3,9,20,23,34,47,2011
62,56130684200,1,1,1,2,2,2,2,2,2011
79,36470798500,2,2,2,2,2,2,2,2,2011
93,6507052437,2,2,2,2,2,2,2,2,2011
107,36968078200,3,3,3,3,3,3,3,3,2011
133,7402390313,6,6,23,23,34,34,34,34,2011
175,7004075579,2,2,2,2,2,2,2,2,2011
224,55697141200,3,3,3,3,3,3,3,3,2011
236,7801501276,2,3,3,3,3,3,3,3,2011
315,54782929300,3,6,8,8,8,8,8,8,2011
323,55365525700,3,4,4,4,4,4,4,4,2011
337,36630293400,5,5,5,8,8,8,11,18,2011
341,25655625500,5,5,5,6,6,6,6,6,2011
359,54418970200,3,4,4,4,4,4,4,4,2011
385,54385715900,2,2,2,2,2,2,2,2,2011
428,35147655600,2,2,2,2,2,2,2,2,2011
466,54581450400,3,3,3,3,3,3,3,3,2011
470,57204251333,2,2,2,2,2,5,5,5,2011
474,8548822000,2,2,2,2,2,21,21,21,2011
477,37098567800,2,2,2,2,2,2,2,2,2011
485,56630223900,6,6,6,6,6,6,6,6,2011
505,52063624000,2,2,2,7,7,7,7,7,2011
529,55879881900,5,5,5,5,5,5,5,5,2011
538,20436676300,10,10,10,10,10,10,10,10,2011
568,57197368654,3,3,3,3,3,3,3,3,2011
586,6701530007,2,2,2,2,2,2,2,2,2011
588,6602777491,5,5,5,5,5,5,5,5,2011
632,55949278200,19,19,19,19,19,19,19,19,2011
659,26664442500,4,4,4,4,7,7,7,7,2011
661,18039116600,3,3,3,3,3,5,5,5,2011
674,36604994100,11,20,20,20,20,20,20,20,2011
694,7007101008,1,1,1,1,1,1,1,1,2011
714,47561820800,1,1,2,2,2,2,2,2,2011
729,6507554768,4,4,4,4,4,4,4,4,2011
736,23394147700,1,1,1,1,1,1,1,1,2011
747,37078850100,2,2,2,2,2,2,2,2,2011
763,35179399600,1,1,1,1,1,1,4,4,2011
791,54787423300,2,2,2,2,2,2,2,2,2011
826,55604995900,83,83,83,83,83,83,83,83,2011
905,55012140900,2,2,2,2,2,2,2,2,2011
950,6601978855,6,6,6,6,6,6,6,6,2011
998,37014450100,2,2,2,2,2,2,2,2,2011
1018,55485710100,5,5,5,5,5,5,5,5,2011
1019,57194379165,22,22,22,22,22,22,22,22,2011
1036,55037267000,5,5,6,6,6,6,6,6,2011
1043,55243567700,27,27,43,43,43,43,43,43,2011
1057,9842095300,23,23,23,23,23,23,23,23,2011
1074,36470629500,4,4,4,4,4,4,4,4,2011
1082,51160988500,4,4,4,4,4,4,4,4,2011
1122,7005019635,5,5,5,5,5,5,5,5,2011
1171,7101999997,1,1,1,1,1,1,1,1,2011
1184,57198958092,30,30,30,30,30,30,30,30,2011
1190,7101622901,11,11,11,11,11,11,11,11,2011
1220,6603604335,21,21,21,21,21,21,21,21,2011
1238,56264752700,2,2,2,2,2,2,2,2,2011
1239,15065466400,27,27,27,27,27,27,27,27,2011
1241,36006997600,3,3,3,3,3,3,3,3,2011
1254,15827964300,3,3,4,4,4,4,4,4,2011
1257,57204338494,2,2,9,9,9,9,9,9,2011
1274,53866336800,4,4,4,4,4,4,4,4,2011
1293,35114206300,4,4,4,4,4,4,4,4,2011
1298,7202272125,6,6,6,6,6,6,6,6,2011
1299,8706839200,5,5,5,5,5,5,5,5,2011
1305,6603385975,19,33,33,33,33,33,33,33,2011
1320,57198949453,2,2,2,2,2,2,2,2,2011
1358,9278228200,7,7,7,7,7,7,7,7,2011
1366,6602651468,1,6,6,6,9,9,9,31,2011
1374,37019846000,3,6,6,6,6,6,6,6,2011
1381,49961119100,3,3,3,3,3,3,3,3,2011
1396,22034668700,7,10,10,10,15,15,20,23,2011
1403,6603406483,7,20,24,34,44,44,46,46,2011
1441,55545555900,7,7,7,7,7,7,7,7,2011
1468,8944381100,6,7,7,7,7,10,13,15,2011
1481,54685089900,6,6,6,6,6,6,6,6,2011
1509,36477425800,4,4,4,4,4,4,4,4,2011
1541,24802097000,2,2,2,2,2,2,2,2,2011
1557,56229122400,9,9,9,9,9,9,9,9,2011
1582,55994382800,16,16,16,16,16,16,16,16,2011
1592,54414075600,5,5,5,5,5,5,5,5,2011
1605,56221193200,3,3,3,3,3,3,3,3,2011
1611,57198487436,9,9,9,19,19,19,19,19,2011
1623,55377127000,3,3,3,3,3,3,3,3,2011
1632,8227179100,5,5,5,5,11,11,11,11,2011
1655,55400445700,4,4,4,4,4,4,4,4,2011
1682,25647614400,1,1,1,1,1,1,1,1,2011
1696,7004283739,31,31,31,31,31,31,31,31,2011
1698,9435414200,5,5,5,5,106,106,106,106,2011
1705,54784727400,7,9,9,9,9,9,9,9,2011
1732,6507183828,3,3,3,3,3,3,3,3,2011
1748,57204984529,8,8,8,8,8,8,8,8,2011
1768,23004694400,4,4,4,4,4,4,4,4,2011
1771,15044594600,8,8,8,12,12,12,12,12,2011
1781,55151451200,8,8,8,8,8,8,8,8,2011
1817,42061239000,1,1,1,1,1,1,1,1,2011
1835,36623560000,4,7,7,8,8,8,8,8,2011
1864,36946560600,4,4,4,4,4,4,4,4,2011
1877,55332747500,4,4,4,4,4,4,4,4,2011
1887,23994216000,3,3,3,3,3,3,3,3,2011
1907,57197623278,5,5,5,5,5,5,5,5,2011
1936,24167042300,8,8,8,8,8,8,8,21,2011
1942,7201968190,3,3,4,4,4,4,4,4,2011
1975,7401671525,8,8,8,8,8,8,8,8,2011
1987,7102450485,25,45,45,45,45,45,45,45,2011
1998,24466625100,7,7,7,7,7,7,7,7,2011
2019,16053572300,22,22,22,22,22,22,22,22,2011
2055,7401962189,6,6,6,6,6,6,6,6,2011
2067,54784244900,5,5,5,5,5,5,5,5,2011
