Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
8,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
10,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
69,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
77,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
147,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
263,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
264,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
267,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
326,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
335,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
370,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
404,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
430,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
469,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
484,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
499,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
519,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
535,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
550,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
580,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
584,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
676,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
731,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
732,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
744,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
771,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
803,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
821,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
838,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
871,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
997,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
1034,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1046,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
1062,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1092,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1111,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1155,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1235,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1261,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1285,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1287,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1308,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1421,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1436,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1483,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1526,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1529,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1532,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1556,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1583,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1598,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1613,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1621,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1633,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
