Unnamed: 0,ID,2016,2017,2018,start_year
14,57190745554,4,4,4,2016
18,56365987700,3,5,5,2016
26,56707356100,2,2,4,2016
35,57194657295,11,11,11,2016
43,10639679200,6,6,6,2016
54,55892431600,5,5,5,2016
66,57189664712,11,11,11,2016
74,55210333600,3,4,4,2016
79,57190943852,7,7,7,2016
85,55505575800,3,9,11,2016
86,8702625800,3,3,3,2016
88,57189213486,3,3,3,2016
92,6505920789,4,4,4,2016
94,56383419500,36,36,100,2016
96,56146573000,2,2,4,2016
97,57188342600,3,3,3,2016
112,56045574200,13,13,13,2016
116,57191039090,3,3,3,2016
117,57192371813,3,3,3,2016
120,55256351900,4,4,4,2016
122,7201365464,3,3,3,2016
125,57189311190,14,14,14,2016
126,57192295130,21,21,21,2016
128,57197672885,3,7,10,2016
130,57189344824,82,82,82,2016
136,57189072926,3,3,3,2016
139,31767729700,9,9,9,2016
140,42261460000,2,2,2,2016
153,56593116100,26,26,26,2016
154,57190300756,5,5,5,2016
159,23995705900,3,3,3,2016
163,55601764600,10,10,10,2016
166,55825941600,18,18,18,2016
179,57193573205,41,41,41,2016
182,57192384032,3,3,7,2016
185,57160175300,17,17,17,2016
215,57188752250,15,29,34,2016
221,57188733509,6,6,6,2016
237,6701834930,4,6,6,2016
247,54987307300,45,92,92,2016
253,57188671611,4,4,4,2016
257,57192593045,11,11,11,2016
272,57200630510,19,33,33,2016
284,57191052229,3,3,3,2016
286,6603757179,38,38,38,2016
305,57115512200,3,3,3,2016
306,57204698668,82,82,82,2016
311,22333378700,3,3,3,2016
314,7404782905,33,33,33,2016
320,8966521400,27,27,27,2016
325,57193797107,3,3,3,2016
327,57191737813,5,5,5,2016
333,57207661131,5,5,8,2016
336,57188678994,4,5,5,2016
343,7004053293,2,2,2,2016
360,57192701376,4,4,4,2016
376,57192237482,14,14,14,2016
379,57186398400,5,5,5,2016
380,57192834926,15,15,15,2016
387,56078096600,3,3,3,2016
391,55991728800,33,33,33,2016
398,35477147000,8,8,8,2016
402,57188754440,5,5,5,2016
407,36614634800,3,3,3,2016
415,7003429854,8,8,8,2016
436,54683397000,4,4,4,2016
445,57191363595,4,4,4,2016
450,51061122800,15,15,15,2016
456,57191475737,6,6,11,2016
463,57190124242,3,3,3,2016
468,57188590869,8,8,8,2016
470,36623493800,3,3,16,2016
483,56568363800,4,7,8,2016
484,57193699117,4,4,4,2016
490,56158697000,5,5,5,2016
493,56074173200,2,2,2,2016
507,57190948026,2,2,2,2016
517,56103590300,4,4,8,2016
532,55967652800,10,10,10,2016
535,57189220123,32,32,32,2016
548,57191711457,87,87,120,2016
560,56419270600,6,6,6,2016
565,57192682800,2,2,2,2016
583,57202228246,4,4,8,2016
596,35590499600,5,5,5,2016
601,35520065000,5,5,5,2016
607,57197478894,3,3,3,2016
613,57191628140,3,3,4,2016
621,57193659335,4,4,8,2016
624,57184343300,9,9,9,2016
626,56624557600,4,4,4,2016
628,55844557900,4,4,4,2016
636,56736946700,9,9,9,2016
645,56963453400,7,7,10,2016
682,57202489667,19,19,19,2016
694,57190340575,1,2,5,2016
713,57189355666,3,3,3,2016
723,55062598600,4,4,5,2016
730,56192356300,18,18,18,2016
756,57191380147,3,7,7,2016
762,8649715100,4,4,4,2016
765,57194184772,11,11,11,2016
768,16022100400,8,8,8,2016
772,57189645750,16,16,16,2016
773,56495282900,22,22,22,2016
775,54681636500,3,3,3,2016
790,55349497100,5,14,24,2016
791,56031368800,9,9,9,2016
797,57199036373,6,6,6,2016
803,36816879400,4,4,4,2016
807,56705583200,4,4,4,2016
810,57190133665,5,5,5,2016
817,55553489100,5,5,5,2016
820,25959932700,16,16,16,2016
822,56928312300,1,1,4,2016
829,56427921400,5,5,5,2016
831,57188706549,5,5,5,2016
845,6506118014,15,15,15,2016
851,57189216489,1,1,1,2016
859,6603684704,4,4,6,2016
860,57194113582,55,55,55,2016
865,57194111411,1,1,1,2016
872,55935951000,16,16,16,2016
876,57191708967,4,4,4,2016
880,57189327719,6,6,6,2016
881,57189232454,2,2,2,2016
882,57130587700,2,2,2,2016
886,56286799400,7,8,8,2016
888,57188648856,3,3,3,2016
891,57188584502,81,81,81,2016
893,57191404306,3,3,3,2016
903,55586567800,3,3,3,2016
925,49962225000,3,3,3,2016
927,57206276045,14,14,14,2016
930,57191579613,3,3,3,2016
932,57190943172,24,32,33,2016
934,7003488915,11,32,32,2016
935,55553743050,2,2,2,2016
938,7006214520,2,2,2,2016
939,57192839213,6,12,13,2016
947,37040970300,8,8,8,2016
948,6603384576,13,13,13,2016
955,57185236700,15,15,15,2016
957,36466653700,19,24,24,2016
963,35605451500,13,13,13,2016
970,57193577118,10,10,10,2016
972,57192593777,41,41,41,2016
977,57191674868,4,4,4,2016
978,36157308700,15,15,15,2016
980,56478454400,16,16,16,2016
982,55154876600,24,24,24,2016
985,37051131500,11,11,11,2016
999,57192194863,4,4,4,2016
1001,57193154148,6,6,6,2016
1010,56024182100,14,14,14,2016
1019,55342531400,81,81,81,2016
1020,6603408374,14,14,14,2016
1024,57192711155,5,5,5,2016
1029,57191223206,1,1,1,2016
1043,36622157100,6,6,6,2016
1044,36239654800,1,1,1,2016
1064,7404145008,23,25,30,2016
1073,57190124762,4,4,4,2016
1079,57193702221,4,4,4,2016
1085,55842835600,47,47,47,2016
1086,57192427511,3,3,3,2016
1095,56609057500,9,9,9,2016
1100,57188810109,5,5,5,2016
1116,6508064170,3,3,3,2016
1119,56102177900,1,1,1,2016
1134,56992750600,7,7,7,2016
1137,6601993392,4,4,4,2016
1142,26025850300,6,6,6,2016
1150,36638991100,10,10,10,2016
1153,7102861407,7,7,7,2016
1159,57091813100,4,4,4,2016
1161,57188565697,3,3,3,2016
1165,6602925041,10,10,10,2016
1194,56786393400,3,3,3,2016
1195,16174978200,21,21,21,2016
1200,57193029094,3,3,3,2016
1202,17346968200,4,4,18,2016
1208,56350036600,2,2,2,2016
1209,57193789238,4,4,4,2016
1221,56586167500,6,6,6,2016
1229,57192197994,7,11,30,2016
1240,18435271000,1,3,3,2016
1243,25649076300,2,2,2,2016
1251,54946641900,5,5,5,2016
1264,55511165400,3,10,10,2016
1277,8238185400,35,35,35,2016
1279,55891879300,7,7,7,2016
1281,40461263700,3,3,5,2016
1291,57189328550,4,7,8,2016
1308,56925497400,11,11,11,2016
1309,7007168423,28,28,30,2016
1312,55542663900,40,40,100,2016
1335,57189097686,3,3,3,2016
1344,57193351775,2,6,6,2016
1346,16309794100,6,6,6,2016
1347,35753052800,13,13,13,2016
1352,57192431690,2,4,4,2016
1357,56879230000,4,4,4,2016
1358,56592910400,12,12,12,2016
1372,56146251100,3,3,3,2016
1383,7102400958,16,16,16,2016
1390,57192543697,6,7,7,2016
1391,57110067000,25,25,25,2016
1411,57102195500,3,3,3,2016
1416,56592095400,2,2,2,2016
1427,57188861977,4,4,4,2016
1436,57191265349,4,4,4,2016
1440,8969748600,4,7,7,2016
1445,57191887763,1,2,2,2016
1447,57207006689,3,3,3,2016
1454,14065570000,4,4,4,2016
1461,35351567000,3,3,3,2016
1479,57204340016,47,47,47,2016
1495,15842329000,5,9,9,2016
1501,57192208910,4,5,5,2016
1504,55807355500,5,7,15,2016
