Unnamed: 0,ID,2018,start_year
14,35575819100,12,2018
17,56985435800,8,2018
63,57205427735,2,2018
71,8525292600,6,2018
88,56079662200,7,2018
90,57204397298,4,2018
121,55452991000,6,2018
128,57203179449,4,2018
136,56245385900,6,2018
152,24464505800,1,2018
155,16070341400,2,2018
179,57203101107,4,2018
195,55629547200,2,2018
213,10044860900,9,2018
224,57205349755,5,2018
229,57206490200,4,2018
248,57203229438,12,2018
254,56305691900,2,2018
258,57204440999,6,2018
286,57193844980,8,2018
288,57195559331,3,2018
295,6603096510,9,2018
309,57190980395,9,2018
339,57194835427,10,2018
342,57207468590,9,2018
367,7103138947,3,2018
398,6603212866,3,2018
403,56548968900,6,2018
410,57190573713,4,2018
452,6602293547,10,2018
462,56452559000,29,2018
466,57202889895,2,2018
470,57163047100,2,2018
478,57021574800,5,2018
497,36240772300,2,2018
506,57203204624,3,2018
540,57195940191,6,2018
548,57206736873,1,2018
550,55346238800,3,2018
596,56747980200,6,2018
616,56257263600,85,2018
621,7410389613,3,2018
632,35579517100,4,2018
635,57194144148,2,2018
655,57203964565,7,2018
691,57202308622,2,2018
696,23501064100,3,2018
697,57202293265,3,2018
705,57190001162,7,2018
721,6506175112,8,2018
746,57203228472,3,2018
754,36177268800,4,2018
762,57205205269,3,2018
764,6602704112,1,2018
785,12647414100,9,2018
788,56135211500,25,2018
794,37091588100,6,2018
812,57192113111,4,2018
823,56086562300,7,2018
830,37080173500,2,2018
850,57189464937,2,2018
855,57194829795,3,2018
863,35335928400,16,2018
869,56500665400,10,2018
908,57189067538,3,2018
912,35608588800,4,2018
924,57205276364,4,2018
925,57193837049,5,2018
940,35097705100,53,2018
946,57193573319,34,2018
951,57202218414,7,2018
961,55198926300,5,2018
988,25031812100,4,2018
1012,57190854987,8,2018
1023,56195317700,6,2018
1038,57203753228,3,2018
1058,57204151682,18,2018
1069,6503944394,22,2018
1074,57192708193,5,2018
1105,57204921300,3,2018
1107,57132195300,4,2018
1108,57205197386,2,2018
1130,55227532300,6,2018
1177,56857628600,5,2018
1185,6506173536,17,2018
1200,7004580383,8,2018
1216,57207659369,5,2018
1218,57202452343,20,2018
1220,56841677200,34,2018
1221,57188925334,7,2018
1223,57193717368,3,2018
1235,14834116500,11,2018
1240,13606583600,3,2018
1244,55647164349,9,2018
1286,24171745600,3,2018
1299,57202463996,2,2018
1332,57205865258,9,2018
1333,55547286400,6,2018
1335,57190765982,17,2018
1339,6506963115,4,2018
1369,57201524269,4,2018
1373,55776619300,3,2018
1394,55920231400,46,2018
1402,57203979023,3,2018
1416,57202195982,4,2018
1441,57199121290,4,2018
1444,7006536439,8,2018
1449,16152544600,3,2018
1474,57202019974,3,2018
1491,22835644200,6,2018
1501,55605778823,11,2018
1505,57206328254,5,2018
1514,57200202986,4,2018
1517,56203876600,4,2018
1524,57201895372,31,2018
1529,57203132154,3,2018
1548,55121369800,8,2018
1569,57200935001,2,2018
1570,56071481700,3,2018
1571,57195152562,1,2018
1586,24821887700,2,2018
1620,54987296800,26,2018
1649,56019103400,2,2018
1662,35176582100,28,2018
1663,57193245301,6,2018
1666,57203306678,10,2018
1682,55250026100,5,2018
1687,57202982268,9,2018
1724,6503987935,39,2018
1750,36710846400,46,2018
1751,6507454795,3,2018
1775,56401138700,6,2018
1779,8619685500,7,2018
1786,56295197500,3,2018
1788,57204427716,5,2018
1793,6603574633,3,2018
1796,57194597960,2,2018
1799,7004577586,9,2018
1803,7005834063,35,2018
1806,57196087864,3,2018
1808,57196771510,4,2018
1814,13907492000,14,2018
1819,56942838600,6,2018
1838,57204950817,11,2018
1839,25227844000,2,2018
1847,57196841638,4,2018
1855,57195145501,9,2018
1861,57203857937,1,2018
1868,57203638637,7,2018
1870,57202504727,2,2018
1880,6701350379,4,2018
1934,56110277600,55,2018
1959,7003639284,5,2018
1964,57191526504,15,2018
1972,15042329400,2,2018
1993,9133584500,3,2018
1996,14015091400,2,2018
2040,57203900332,4,2018
2050,55920616100,5,2018
2058,16026010700,20,2018
2064,57200523890,2,2018
2105,7102516469,24,2018
2112,35229514800,12,2018
2126,24476836100,20,2018
2130,6508133198,9,2018
2131,57204778344,2,2018
2135,7202501565,5,2018
2162,57203001993,4,2018
2168,57203762736,5,2018
2192,57207007975,32,2018
2244,55963778000,34,2018
2250,6603630362,3,2018
2262,57205681872,26,2018
2281,57205618140,3,2018
2282,27567609600,3,2018
2329,57203633651,3,2018
2353,7801582963,4,2018
2355,57203316421,7,2018
2356,57204684805,7,2018
2358,36550569400,7,2018
2389,57201435152,48,2018
2390,7007085257,15,2018
2420,52263577700,12,2018
2422,56709162900,16,2018
2431,54895309300,5,2018
2437,7006980383,46,2018
2476,57205913747,7,2018
2494,55265603400,23,2018
2525,7005305539,26,2018
2526,57194384147,8,2018
2563,36906824500,5,2018
2571,55975577300,30,2018
2580,57200728242,7,2018
2586,57201089960,6,2018
2593,6506819766,2,2018
2616,55234658800,17,2018
2627,18435007800,4,2018
2638,57199499801,1,2018
2652,35419102600,32,2018
2678,55743950600,6,2018
2679,57200128045,2,2018
2680,8535537900,10,2018
2687,57197870716,4,2018
2698,7801411001,5,2018
2717,35194398900,7,2018
2734,57199692885,3,2018
2758,55779670600,2,2018
2779,7005795536,7,2018
2783,55562277600,10,2018
2807,35873590400,4,2018
2822,57188675645,14,2018
