Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
33,55782381000,4,4,4,4,4,4,4,4,2011
37,26326181300,5,5,5,5,5,5,5,5,2011
42,55703470300,5,5,5,5,5,5,5,5,2011
43,21834460700,2,2,2,2,5,5,5,5,2011
67,23992392000,3,3,3,9,20,23,34,47,2011
68,56130684200,1,1,1,2,2,2,2,2,2011
86,36470798500,2,2,2,2,2,2,2,2,2011
100,6507052437,2,2,2,2,2,2,2,2,2011
114,36968078200,3,3,3,3,3,3,3,3,2011
140,7402390313,6,6,23,23,34,34,34,34,2011
187,7004075579,2,2,2,2,2,2,2,2,2011
237,55697141200,3,3,3,3,3,3,3,3,2011
251,7801501276,2,3,3,3,3,3,3,3,2011
334,54782929300,3,6,8,8,8,8,8,8,2011
343,55365525700,3,4,4,4,4,4,4,4,2011
359,36630293400,5,5,5,8,8,8,11,18,2011
363,25655625500,5,5,5,6,6,6,6,6,2011
381,54418970200,3,4,4,4,4,4,4,4,2011
409,54385715900,2,2,2,2,2,2,2,2,2011
457,35147655600,2,2,2,2,2,2,2,2,2011
498,54581450400,3,3,3,3,3,3,3,3,2011
502,57204251333,2,2,2,2,2,5,5,5,2011
507,8548822000,2,2,2,2,2,21,21,21,2011
510,37098567800,2,2,2,2,2,2,2,2,2011
518,56630223900,6,6,6,6,6,6,6,6,2011
539,52063624000,2,2,2,7,7,7,7,7,2011
553,6506431527,4,4,4,4,4,4,4,4,2011
566,55879881900,5,5,5,5,5,5,5,5,2011
576,20436676300,10,10,10,10,10,10,10,10,2011
607,57197368654,3,3,3,3,3,3,3,3,2011
626,6701530007,2,2,2,2,2,2,2,2,2011
628,6602777491,5,5,5,5,5,5,5,5,2011
673,55949278200,19,19,19,19,19,19,19,19,2011
701,26664442500,4,4,4,4,7,7,7,7,2011
703,18039116600,3,3,3,3,3,5,5,5,2011
716,36604994100,11,20,20,20,20,20,20,20,2011
738,7007101008,1,1,1,1,1,1,1,1,2011
758,47561820800,1,1,2,2,2,2,2,2,2011
773,6507554768,4,4,4,4,4,4,4,4,2011
781,23394147700,1,1,1,1,1,1,1,1,2011
792,37078850100,2,2,2,2,2,2,2,2,2011
811,35179399600,1,1,1,1,1,1,4,4,2011
844,54787423300,2,2,2,2,2,2,2,2,2011
884,55604995900,83,83,83,83,83,83,83,83,2011
967,55012140900,2,2,2,2,2,2,2,2,2011
1016,6601978855,6,6,6,6,6,6,6,6,2011
1067,37014450100,2,2,2,2,2,2,2,2,2011
1088,55485710100,5,5,5,5,5,5,5,5,2011
1089,57194379165,22,22,22,22,22,22,22,22,2011
1106,55037267000,5,5,6,6,6,6,6,6,2011
1113,55243567700,27,27,43,43,43,43,43,43,2011
1131,9842095300,23,23,23,23,23,23,23,23,2011
1147,6508200228,3,3,3,3,3,3,3,3,2011
1152,36470629500,4,4,4,4,4,4,4,4,2011
1160,51160988500,4,4,4,4,4,4,4,4,2011
1201,7005019635,5,5,5,5,5,5,5,5,2011
1256,7101999997,1,1,1,1,1,1,1,1,2011
1270,57198958092,30,30,30,30,30,30,30,30,2011
1277,7101622901,11,11,11,11,11,11,11,11,2011
1278,7801361847,3,3,3,3,3,3,3,3,2011
1309,6603604335,21,21,21,21,21,21,21,21,2011
1328,56264752700,2,2,2,2,2,2,2,2,2011
1329,15065466400,27,27,27,27,27,27,27,27,2011
1331,36006997600,3,3,3,3,3,3,3,3,2011
1348,15827964300,3,3,4,4,4,4,4,4,2011
1351,57204338494,2,2,9,9,9,9,9,9,2011
1370,53866336800,4,4,4,4,4,4,4,4,2011
1390,35114206300,4,4,4,4,4,4,4,4,2011
1395,7202272125,6,6,6,6,6,6,6,6,2011
1396,8706839200,5,5,5,5,5,5,5,5,2011
1403,6603385975,19,33,33,33,33,33,33,33,2011
1421,57198949453,2,2,2,2,2,2,2,2,2011
1461,9278228200,7,7,7,7,7,7,7,7,2011
1469,6602651468,1,6,6,6,9,9,9,31,2011
1478,37019846000,3,6,6,6,6,6,6,6,2011
1487,49961119100,3,3,3,3,3,3,3,3,2011
1503,22034668700,7,10,10,10,15,15,20,23,2011
1511,6603406483,7,20,24,34,44,44,46,46,2011
1553,55545555900,7,7,7,7,7,7,7,7,2011
1583,8944381100,6,7,7,7,7,10,13,15,2011
1599,54685089900,6,6,6,6,6,6,6,6,2011
1629,36477425800,4,4,4,4,4,4,4,4,2011
1665,24802097000,2,2,2,2,2,2,2,2,2011
1681,56229122400,9,9,9,9,9,9,9,9,2011
1710,55994382800,16,16,16,16,16,16,16,16,2011
1720,54414075600,5,5,5,5,5,5,5,5,2011
1735,56221193200,3,3,3,3,3,3,3,3,2011
1741,57198487436,9,9,9,19,19,19,19,19,2011
1754,55377127000,3,3,3,3,3,3,3,3,2011
1766,8227179100,5,5,5,5,11,11,11,11,2011
1790,55400445700,4,4,4,4,4,4,4,4,2011
1818,25647614400,1,1,1,1,1,1,1,1,2011
1832,7004283739,31,31,31,31,31,31,31,31,2011
1834,9435414200,5,5,5,5,106,106,106,106,2011
1841,54784727400,7,9,9,9,9,9,9,9,2011
1871,6507183828,3,3,3,3,3,3,3,3,2011
1887,57204984529,8,8,8,8,8,8,8,8,2011
1908,23004694400,4,4,4,4,4,4,4,4,2011
1911,15044594600,8,8,8,12,12,12,12,12,2011
1921,55151451200,8,8,8,8,8,8,8,8,2011
1928,6505819753,9,9,9,9,9,9,9,9,2011
1962,42061239000,1,1,1,1,1,1,1,1,2011
