Unnamed: 0,ID,2017,2018,start_year
10,56523160100,6,6,2017
52,57193437031,5,5,2017
64,57201405140,15,15,2017
103,57193831201,6,6,2017
108,57190680369,3,3,2017
110,55838510332,5,5,2017
115,54385399300,6,6,2017
127,57196516104,2,2,2017
196,54419904100,4,4,2017
207,57197787536,1,1,2017
209,7006513449,3,3,2017
216,57193088194,4,4,2017
220,7003321707,3,3,2017
231,8974048100,17,17,2017
234,57203379822,4,4,2017
271,57193448950,3,3,2017
273,55259071200,8,8,2017
274,8517464000,27,27,2017
280,6506345528,3,3,2017
302,56223055000,20,20,2017
304,26025571400,5,5,2017
332,57196216997,6,6,2017
369,6603480856,2,2,2017
371,57196247566,3,3,2017
377,57200071649,17,17,2017
378,35430042600,6,6,2017
416,56083293900,14,14,2017
417,6602553055,2,2,2017
450,24170805000,4,4,2017
454,35848858900,38,38,2017
468,57195685840,28,40,2017
471,36172704800,21,21,2017
489,57194278954,5,5,2017
495,19337532100,29,29,2017
511,56411920100,13,13,2017
571,57198820650,4,4,2017
583,57193652514,5,5,2017
592,35424413500,9,26,2017
613,57196194669,4,4,2017
630,57195504582,6,6,2017
658,6504010163,7,13,2017
690,55937054700,34,34,2017
692,57201120477,3,3,2017
702,57200165239,4,6,2017
711,7401653270,8,8,2017
720,57199212073,10,10,2017
780,6602549287,8,8,2017
783,22835500500,17,17,2017
825,55613312700,6,6,2017
829,54792767800,7,7,2017
840,57193666554,3,3,2017
848,57197837651,3,5,2017
871,35937644700,7,7,2017
874,22134311400,5,5,2017
883,54881975600,2,2,2017
886,57200257905,2,4,2017
902,57195549010,2,2,2017
913,57195245709,4,4,2017
937,56489810900,2,5,2017
955,57202013381,5,5,2017
976,57194656359,23,23,2017
993,57195532898,2,4,2017
1015,56717764600,4,4,2017
1032,35772298600,7,7,2017
1047,6701652404,2,2,2017
1072,57201905011,2,2,2017
1093,57191382777,2,2,2017
1096,26656011800,4,4,2017
1102,54785299800,2,2,2017
