Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
28,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
99,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
100,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
122,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
164,6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
239,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
267,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
285,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
433,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
528,6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
529,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
614,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
620,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
666,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
743,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
759,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
868,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1179,23100812800,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,2003
1376,55665821400,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,2003
1476,6602360790,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1488,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1593,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
1675,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
1687,36724895900,2,2,2,2,2,2,2,2,2,2,7,7,8,8,12,12,2003
1750,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
1888,23484322400,3,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,2003
1941,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
1948,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
1990,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
2057,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
2140,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
2306,8728011000,3,4,4,4,6,6,6,6,9,9,9,12,13,13,13,13,2003
2310,6506288100,4,4,4,4,5,5,6,8,9,9,9,9,9,9,9,9,2003
2463,35305025100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2003
2480,6602585257,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2003
2515,22981687400,2,3,3,3,4,5,5,8,13,13,22,24,30,34,38,47,2003
2518,55804397300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2573,24343609200,8,8,8,8,16,30,50,54,63,63,67,67,67,67,67,67,2003
2610,7007164623,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
2616,6506177259,4,5,5,5,5,17,17,19,19,19,19,19,19,19,19,19,2003
2647,7003754962,2,3,3,11,14,14,19,23,26,26,31,31,31,32,32,32,2003
2654,14053492500,3,3,7,7,7,11,13,13,13,13,13,15,19,21,23,41,2003
2692,6602882266,2,3,3,5,5,5,5,5,5,8,8,8,10,10,10,10,2003
2707,23767881700,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2736,6506416902,1,1,1,1,1,1,1,1,3,3,3,6,7,7,7,12,2003
2754,17434913000,3,5,5,10,10,10,10,11,12,22,32,32,38,38,47,50,2003
2846,6603925966,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,2003
3110,6506211207,1,1,19,19,20,20,20,20,20,20,20,20,20,20,20,44,2003
3114,56236610100,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2003
3171,16641447700,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
3173,7006664030,32,78,84,84,105,115,121,124,139,149,154,166,169,169,169,183,2003
3215,24075332600,1,1,6,7,10,10,12,12,13,13,15,18,18,18,19,19,2003
3409,6602165045,2,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,2003
3415,55931757300,12,17,17,17,17,17,17,17,17,17,17,17,26,26,26,26,2003
3621,6603805587,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
3622,14027940900,5,5,6,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
3670,23007855500,1,1,1,1,3,3,6,6,6,6,6,6,6,6,13,13,2003
3675,15732905200,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2003
3706,56265106600,16,16,16,16,16,16,16,16,16,16,16,25,25,45,45,46,2003
3709,56354044400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
3785,6602352567,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
3835,21742940700,4,4,4,12,12,12,12,12,12,12,12,12,12,12,12,12,2003
3878,6701846217,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,2003
4027,7801616918,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,2003
4037,22433899500,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,2003
4077,6701912610,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4090,55433794500,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,2003
4106,12785042700,2,2,2,4,4,4,9,9,9,9,9,9,9,11,11,11,2003
4281,6506534147,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2003
4376,6701763678,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
4554,55033300100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4563,7004713298,6,7,7,7,19,19,23,23,23,23,23,28,28,28,28,28,2003
4568,6603895934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4609,8255442800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
4631,6602196721,5,5,5,5,18,47,52,52,52,52,52,58,58,58,58,58,2003
4863,7004838471,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
5019,6603331919,3,4,6,6,6,9,12,12,12,12,12,12,12,16,16,16,2003
5144,6603432338,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
5156,6601955695,5,5,5,9,13,13,16,16,16,23,23,23,25,30,31,31,2003
5159,35804030200,7,14,22,34,34,56,70,119,127,148,168,168,183,190,201,205,2003
5239,6506542717,26,26,26,26,26,26,39,66,66,66,73,73,73,73,73,73,2003
5312,9741207000,1,1,1,1,1,1,7,8,8,8,9,10,13,15,18,20,2003
5384,24331241600,2,2,2,2,11,11,11,13,13,13,13,13,13,13,13,13,2003
5429,6507000363,1,1,2,2,2,6,35,48,66,91,98,105,115,117,124,126,2003
5549,6508083309,2,2,3,4,4,6,6,8,17,19,22,23,24,30,32,34,2003
5590,57198882177,5,5,11,12,12,12,12,13,13,13,13,13,13,13,13,13,2003
