Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
72,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
126,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
218,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
325,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
363,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
426,15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
429,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
470,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
517,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
526,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
552,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
714,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
751,7003652882,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
778,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
785,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
844,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
871,6507353514,5,5,5,5,7,18,18,18,18,18,18,18,18,18,18,18,18,2002
940,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1076,8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,2002
1131,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
1291,23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2002
1388,14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70,2002
1410,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
1481,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
1519,7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,2002
1559,8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29,2002
1571,6602174692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1578,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
1656,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
1838,6603585567,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1914,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
1960,7004883672,20,20,20,20,20,20,20,48,61,61,61,61,61,61,61,61,61,2002
1961,55663078600,1,1,1,2,2,2,2,2,2,2,2,7,7,7,7,8,8,2002
2176,6603857535,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2186,23467907100,2,2,2,2,8,8,8,15,17,17,17,17,17,17,17,17,17,2002
2273,6507545164,1,1,2,2,2,5,5,5,5,5,6,6,6,6,7,7,7,2002
2281,7003821160,2,4,4,4,10,10,11,11,11,11,11,11,11,11,11,11,11,2002
2322,23502006600,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2002
2419,21833890500,2,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,2002
2476,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
2543,7004408692,21,21,21,21,78,78,78,78,78,78,78,78,89,89,194,194,194,2002
2575,8309001800,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2002
2577,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
2584,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
2642,23469591600,2,2,2,2,4,5,8,11,11,11,11,11,11,13,14,14,14,2002
2678,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
2698,7003513682,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
2844,57197267116,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,2002
3084,35801122200,9,9,9,9,11,11,11,14,14,18,18,29,29,29,39,39,39,2002
3085,7006511537,7,7,7,8,8,8,8,8,8,8,8,21,28,28,37,37,37,2002
3145,57193674310,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3165,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
3210,36185608200,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,9,9,2002
3257,55979092400,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
3303,23008795500,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,2002
3309,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
3313,22734966200,2,2,2,2,2,2,2,2,2,2,4,4,7,7,14,14,14,2002
3319,56056677600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
3399,15519383700,5,5,5,5,5,5,5,12,14,14,15,15,15,15,15,15,15,2002
3514,22233692500,1,1,1,1,1,5,8,9,11,13,16,17,20,20,20,23,23,2002
3516,12752657500,6,6,6,8,8,10,10,10,10,15,15,15,18,20,21,25,39,2002
3526,7006935878,1,2,2,2,2,4,4,4,4,4,4,4,4,7,10,10,10,2002
3537,57202710626,38,38,38,38,38,38,38,38,38,38,38,38,38,38,46,58,58,2002
3564,6602474518,12,12,12,12,12,12,12,12,38,38,38,38,38,38,38,38,38,2002
3694,7003299143,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,2002
3758,6603498275,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2002
3806,7003781230,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,2002
3825,55667551800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
3910,23024104800,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,2002
3950,6602076340,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
4019,7004086421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
4025,55943071200,3,3,4,4,4,4,4,4,4,4,4,10,17,17,17,19,19,2002
4026,7004013012,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
4086,7006616392,1,4,4,4,7,7,7,9,9,9,9,9,9,10,10,10,10,2002
4196,6503981598,19,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34,34,2002
4215,22334105200,2,2,3,3,3,3,5,8,9,9,11,11,12,12,13,13,13,2002
4227,55726722000,12,12,58,58,84,84,104,113,113,113,150,150,150,150,150,150,150,2002
4252,7801443147,4,4,4,4,4,4,7,10,10,11,11,11,11,11,11,11,11,2002
4263,6508336428,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
4303,7007123513,17,17,17,17,17,17,17,17,37,37,37,37,37,37,37,37,37,2002
4327,7401813691,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2002
4351,7004338350,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2002
4372,7005016198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
4395,24176442400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
4436,6603644981,7,7,7,7,7,9,9,9,9,9,9,11,11,11,11,14,14,2002
4444,7006680367,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
4516,56250233400,3,3,3,7,8,8,8,9,9,9,9,9,9,9,11,11,11,2002
4548,6602102064,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
4580,7101973073,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2002
4665,7005366123,23,23,23,23,23,23,23,23,81,81,81,81,81,81,81,81,81,2002
4677,57196349744,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,18,2002
4824,6506671060,6,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2002
4872,13105770600,3,3,3,8,8,9,9,9,9,9,9,12,12,12,12,12,12,2002
5035,6602696050,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,19,19,2002
5169,16232190100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
5195,35519450600,9,9,9,9,9,12,14,14,14,14,14,19,19,21,24,27,27,2002
5228,6603575928,6,15,15,15,15,19,19,19,41,50,50,50,50,60,60,60,60,2002
5231,7102508647,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,8,8,2002
5234,55990666200,4,4,5,5,5,5,6,6,11,12,14,15,19,19,24,25,25,2002
5294,6507514355,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2002
5325,35464300200,5,5,5,5,5,15,15,15,21,21,21,21,21,21,21,21,21,2002
5335,7004325905,7,7,7,25,26,26,26,26,26,26,26,26,26,26,26,34,34,2002
5413,14824599200,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
5439,35482565400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
5447,7003819403,4,5,6,6,8,8,10,10,10,11,12,13,13,14,16,16,16,2002
5562,7006399524,40,40,45,45,55,55,64,64,64,64,64,64,64,64,64,64,64,2002
5573,24767134700,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,2002
5611,7006973471,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
5746,57203052268,3,5,5,5,5,8,8,12,12,12,12,12,12,12,14,14,14,2002
5801,6506734202,2,2,2,2,2,2,2,2,2,2,6,6,7,7,7,7,7,2002
5873,14833408400,12,12,20,20,111,111,116,116,129,129,129,129,190,190,190,190,203,2002
5942,35579634600,25,25,31,31,31,31,31,31,31,31,31,31,43,43,43,43,43,2002
5964,6603832350,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,2002
5970,6602740640,6,7,8,8,8,8,8,8,8,8,11,11,14,14,14,14,14,2002
6027,7102602004,21,21,63,63,104,104,104,112,142,142,145,145,149,149,149,149,149,2002
6039,6603889809,4,4,4,4,4,8,8,8,8,8,8,8,8,8,21,21,21,2002
6130,8915900700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
6181,7005142422,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,8,2002
6184,7003957850,7,7,7,7,7,7,7,11,15,15,18,18,18,20,21,21,30,2002
6259,7006600686,23,23,23,23,23,23,23,23,23,23,23,79,79,79,79,79,79,2002
6345,35371932100,25,25,47,55,89,89,89,89,89,89,89,89,89,89,89,89,89,2002
6422,56158311500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
6424,57203078900,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
6531,7006609289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
6539,7501609184,2,2,2,3,4,7,11,12,12,13,15,15,16,17,17,19,23,2002
6554,55952512800,4,10,10,11,11,16,16,16,16,16,16,16,16,16,16,16,16,2002
6591,7004338553,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,2002
6605,16053389600,1,1,1,3,3,3,3,3,6,8,8,15,17,19,23,24,24,2002
6627,6506589447,2,4,4,4,7,7,7,7,7,7,7,7,14,14,14,14,14,2002
6662,14054004400,7,7,7,7,7,7,7,7,7,7,7,21,21,21,21,21,21,2002
6743,24284980100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
6779,7801383385,2,7,7,7,7,7,7,7,7,12,15,19,19,19,19,23,26,2002
6784,6603657341,6,9,11,12,18,30,35,35,37,38,38,43,43,43,48,48,48,2002
6798,7101705284,3,3,3,3,8,8,8,11,11,11,11,11,11,11,11,11,11,2002
6799,16033218700,2,2,2,4,4,39,48,49,54,69,77,85,86,88,89,103,111,2002
6810,24334497100,1,1,1,1,1,1,3,5,5,7,7,7,8,15,17,22,24,2002
6970,7403485965,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,2002
6981,7003303971,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2002
7089,36806652400,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
7091,6603577641,2,2,3,5,5,5,7,10,10,10,10,10,10,10,34,34,72,2002
7151,6701482149,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,2002
7201,22133923100,25,25,25,25,31,31,31,31,31,31,31,31,31,31,31,31,31,2002
7227,7006150957,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,6,6,2002
7332,56264191700,23,23,23,23,23,23,23,23,23,23,46,46,46,46,46,46,46,2002
7561,56051227300,13,13,13,13,13,13,13,25,25,25,25,25,25,25,25,25,25,2002
7620,7102336869,4,4,4,4,4,4,4,4,14,14,14,14,23,31,33,33,36,2002
7748,7202450647,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
7776,36776104600,3,6,7,8,9,9,9,10,10,10,10,10,10,15,15,15,15,2002
7906,7006824081,11,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2002
7974,6701797288,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
8113,7402351477,12,12,12,12,12,12,12,12,12,12,12,12,12,12,27,27,27,2002
8196,6508380339,3,3,3,3,3,3,3,3,3,3,8,11,16,17,17,19,19,2002
8236,6506914935,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,5,5,2002
8262,8886624400,3,3,3,3,3,3,5,6,6,6,6,6,6,6,6,6,6,2002
8280,12793541000,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2002
8291,6701527226,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
8292,23103523500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
8305,6507760691,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
8361,7003328126,2,2,2,2,2,2,2,2,2,2,2,5,5,8,10,11,11,2002
8380,34969645800,5,5,32,32,76,76,131,131,131,131,171,171,175,175,175,175,175,2002
8405,6506312242,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,2002
8431,7006412009,1,1,1,1,6,6,6,10,10,10,10,10,10,10,10,10,10,2002
8435,35364126500,6,6,6,12,13,14,27,35,36,44,50,55,61,62,65,69,81,2002
