Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
11,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
29,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
37,25222870300,1,1,1,1,1,1,1,1,1,1,1,2008
75,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
108,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
120,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
124,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
135,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
156,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
161,36634726700,2,2,2,2,2,2,2,2,2,2,2,2008
173,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
199,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
234,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
235,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
243,25628571400,5,5,5,5,5,5,5,5,5,5,5,2008
248,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
255,55311855200,5,5,5,5,5,5,5,5,5,5,5,2008
265,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
280,24821358600,4,4,4,4,4,4,4,4,4,4,4,2008
306,55460736000,15,15,15,15,15,15,15,15,15,15,15,2008
308,36978855700,18,18,18,18,18,18,18,18,18,18,18,2008
314,35593811100,1,1,1,1,1,1,1,1,1,1,1,2008
336,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
341,52863956700,2,2,2,2,2,2,2,2,2,2,2,2008
350,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
389,26657137800,1,1,1,1,1,1,3,3,3,3,4,2008
401,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
442,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
460,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
484,14018246700,11,11,11,11,11,11,11,11,11,11,11,2008
598,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
603,15061717900,3,3,3,3,3,3,3,3,3,3,3,2008
627,26657654200,5,6,6,6,6,6,6,6,6,6,6,2008
629,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
651,6602919670,5,5,5,5,5,5,5,5,5,5,5,2008
662,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
682,35101716000,6,6,6,6,6,6,6,6,6,6,6,2008
691,26430656900,2,2,2,2,2,2,2,8,8,8,8,2008
694,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
720,35173644200,24,24,24,24,24,24,24,24,24,24,24,2008
724,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
765,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
769,8840968000,6,6,6,6,6,6,6,6,6,6,6,2008
794,7004272853,9,9,9,9,9,9,9,9,9,9,9,2008
799,36663574200,5,5,5,5,5,5,5,5,5,5,5,2008
873,23979328600,2,2,2,2,2,2,2,2,2,2,2,2008
880,35726709600,1,1,4,4,4,4,4,4,4,4,4,2008
925,57196282050,2,2,2,2,2,2,2,2,2,2,2,2008
928,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
934,35239828200,4,4,4,4,4,4,4,4,4,4,4,2008
945,26430954400,4,6,7,7,7,7,7,7,7,7,7,2008
948,7004753693,2,2,2,2,2,2,2,2,2,2,2,2008
955,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
967,25027110000,5,6,9,12,14,14,18,18,18,18,18,2008
981,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
982,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
984,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
1019,24823824900,6,7,9,9,9,9,9,9,9,9,9,2008
1032,9739808000,8,8,8,8,8,8,8,8,8,8,8,2008
1034,57188678139,3,3,3,3,3,3,3,3,3,3,3,2008
1043,25937377900,3,3,3,3,3,3,3,3,3,3,3,2008
1044,8220362200,2,2,2,2,2,2,2,2,2,2,5,2008
1054,24483480100,5,5,5,5,5,5,5,5,5,5,5,2008
1082,6603346374,3,3,3,3,3,3,3,3,3,3,3,2008
1102,55321729600,12,12,12,12,12,12,12,12,12,12,12,2008
1132,22940544900,2,2,2,2,2,2,2,2,2,2,2,2008
1145,6602468821,15,15,15,15,15,15,15,15,15,15,15,2008
1147,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
1162,57203766093,5,5,5,5,5,5,5,5,5,5,5,2008
1170,24341747200,5,5,5,5,5,5,5,5,5,5,5,2008
1181,36944163800,3,3,3,3,3,3,3,3,3,3,3,2008
1194,6603865406,1,1,1,1,1,1,1,1,1,1,1,2008
1196,56538603500,3,3,3,3,3,3,3,3,3,3,3,2008
1227,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
1238,25630447700,4,4,4,4,4,4,4,4,4,4,4,2008
1248,23470031300,3,3,3,3,3,3,3,3,3,3,3,2008
1254,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
1302,25640669400,19,19,19,19,19,19,19,19,19,19,19,2008
1306,7201645712,5,5,5,5,5,5,5,5,5,5,5,2008
1317,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
1328,24512790600,30,31,45,52,55,74,92,117,117,117,117,2008
