Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
19,14619163500,2,2,2,2,2,2,2,2,2,2010
23,11738782000,2,2,2,2,2,2,2,2,2,2010
43,36082756400,3,3,3,3,3,3,3,3,3,2010
59,36816324700,3,3,3,3,8,9,12,12,12,2010
88,7004354274,2,2,2,2,2,2,2,2,3,2010
93,36453712700,5,5,5,5,5,5,5,5,5,2010
98,36190699900,6,6,6,6,6,6,6,6,6,2010
152,55880050400,2,2,2,15,15,15,34,34,34,2010
177,56835894200,3,26,26,28,28,28,28,28,28,2010
184,23567554100,3,5,5,5,5,5,8,8,8,2010
193,36630798700,3,3,3,3,3,3,3,3,3,2010
216,7004173174,2,11,15,15,15,17,17,17,22,2010
220,36713774200,2,2,2,2,2,2,2,3,3,2010
260,54421301400,6,6,6,6,6,6,6,6,6,2010
273,16024795900,4,4,4,4,4,4,4,4,4,2010
277,35773795200,6,6,6,6,6,6,6,6,6,2010
284,36602617400,5,5,5,5,5,5,5,5,5,2010
293,36615299200,4,4,4,4,4,4,4,4,4,2010
309,56417168500,5,5,7,7,8,9,9,9,9,2010
351,8986539700,4,4,4,4,4,4,4,4,4,2010
364,55731374100,5,5,5,5,5,5,5,5,5,2010
379,36664812700,3,3,3,3,3,3,3,3,3,2010
397,55629643800,16,18,18,18,18,18,18,18,18,2010
447,36149156600,14,14,14,14,14,14,14,14,14,2010
452,57196716304,4,4,4,4,4,4,4,4,4,2010
465,36782061800,1,1,1,1,1,1,1,1,1,2010
468,54397760400,3,3,3,3,6,6,6,6,6,2010
488,36060113200,6,6,6,7,7,7,7,7,7,2010
493,6602331414,2,2,2,2,2,2,2,2,2,2010
497,36816589200,3,3,3,3,3,3,3,3,3,2010
509,55617584700,3,3,3,3,3,3,3,3,3,2010
519,36679991000,4,5,5,5,5,5,5,5,5,2010
524,7202920765,33,36,40,40,48,48,102,102,135,2010
546,37061485200,8,12,12,23,23,24,25,25,25,2010
556,6701769322,22,22,22,22,22,22,22,22,22,2010
592,35101799900,1,1,1,3,3,3,3,3,3,2010
612,15760500900,22,22,22,29,40,40,40,56,56,2010
631,6504350389,3,3,3,3,3,3,3,3,3,2010
634,37074222900,4,6,6,6,8,9,9,9,12,2010
647,26041121100,5,5,5,5,5,5,5,5,5,2010
649,57197357863,2,2,2,2,2,2,2,2,2,2010
665,55612084300,3,3,3,3,3,3,3,3,3,2010
688,6602934119,2,5,5,5,5,5,9,9,9,2010
696,36706434100,4,6,6,6,6,6,6,6,6,2010
699,36239540900,9,9,9,9,9,9,9,9,9,2010
710,57205051591,4,10,10,10,10,10,10,10,10,2010
728,35176316700,3,5,7,7,7,7,7,7,7,2010
735,53879643900,2,2,2,2,2,2,2,2,2,2010
742,9040778700,2,3,3,3,3,3,3,3,3,2010
776,36704068100,6,6,9,9,21,25,25,30,30,2010
809,55256491700,1,3,5,8,8,8,8,10,12,2010
840,37054657100,11,11,11,11,11,11,11,11,11,2010
852,24921132200,9,43,44,58,58,68,83,83,83,2010
886,36184933300,2,2,2,2,2,2,2,2,2,2010
899,9842396400,3,3,3,3,3,3,3,5,5,2010
915,57197793190,7,7,7,7,7,7,7,7,7,2010
965,24331617300,6,6,6,6,6,6,16,16,16,2010
996,36622910000,5,5,5,5,5,5,5,5,5,2010
998,57197532858,7,7,7,7,7,7,7,7,7,2010
999,36336811900,7,7,7,7,7,7,7,7,7,2010
1006,9635978700,4,4,4,4,4,4,4,4,4,2010
1096,6701479988,5,5,5,5,5,5,5,5,5,2010
1115,35222083800,2,2,2,2,2,2,2,2,2,2010
1124,56538506300,7,7,7,7,7,7,7,7,7,2010
1149,36240435100,6,6,6,6,6,6,6,6,6,2010
1152,57190492621,1,2,2,2,2,2,2,2,2,2010
1173,24377090800,3,3,3,8,8,8,8,8,8,2010
1186,6506341607,4,13,28,46,46,52,70,82,82,2010
1203,41662420000,1,1,1,1,1,1,1,1,1,2010
1242,56022706200,3,34,34,34,34,34,34,34,34,2010
1256,56630435200,2,6,6,6,6,7,11,11,14,2010
1312,36544152800,3,3,3,3,3,3,3,3,3,2010
1335,8867213600,75,75,75,75,75,75,75,75,75,2010
1358,36469843500,5,7,7,9,9,9,9,11,11,2010
1364,7003463832,14,14,14,14,14,14,14,14,14,2010
1386,24733735600,27,27,27,27,62,62,62,62,62,2010
1452,6603588897,4,4,4,4,4,4,4,4,4,2010
1484,8079328500,7,7,7,7,7,7,15,15,15,2010
1509,35117526000,12,12,17,17,17,17,20,25,33,2010
1522,15060619700,3,3,3,3,3,3,3,3,3,2010
1534,6603316510,5,5,5,10,14,19,19,20,20,2010
1552,36622219400,2,2,2,2,2,2,6,6,10,2010
1557,6504743854,3,3,3,3,3,3,3,3,3,2010
1597,36457213500,3,4,4,4,9,10,10,10,10,2010
1599,6506078081,9,9,12,12,12,12,12,12,12,2010
1604,57191483890,75,75,75,75,75,75,75,75,75,2010
1623,7004567193,15,15,34,34,36,36,77,77,95,2010
1626,36782173700,6,10,11,11,12,14,14,18,18,2010
1633,36466169300,2,6,10,10,10,10,10,10,10,2010
1641,24758900800,4,4,4,18,38,38,38,72,93,2010
1649,56243911300,2,2,2,2,2,2,2,2,2,2010
1692,25926936600,2,2,2,2,2,2,2,2,2,2010
1694,6505808803,5,5,5,5,5,5,5,5,5,2010
1696,36165916000,4,4,4,4,4,4,4,4,4,2010
1699,36536792400,3,11,11,16,16,24,24,24,24,2010
