Unnamed: 0,ID,2017,2018,start_year
7,56523160100,6,6,2017
40,57193437031,5,5,2017
50,57201405140,15,15,2017
85,57193831201,6,6,2017
90,57190680369,3,3,2017
91,55838510332,5,5,2017
95,54385399300,6,6,2017
106,57196516104,2,2,2017
158,54419904100,4,4,2017
166,57197787536,1,1,2017
174,57193088194,4,4,2017
176,7003321707,3,3,2017
185,8974048100,17,17,2017
188,57203379822,4,4,2017
222,57193448950,3,3,2017
224,55259071200,8,8,2017
225,8517464000,27,27,2017
230,6506345528,3,3,2017
250,56223055000,20,20,2017
252,26025571400,5,5,2017
272,57196216997,6,6,2017
303,6603480856,2,2,2017
305,57196247566,3,3,2017
311,57200071649,17,17,2017
312,35430042600,6,6,2017
344,56083293900,14,14,2017
345,6602553055,2,2,2017
368,24170805000,4,4,2017
371,35848858900,38,38,2017
381,57195685840,28,40,2017
384,36172704800,21,21,2017
399,57194278954,5,5,2017
405,19337532100,29,29,2017
417,56411920100,13,13,2017
462,57198820650,4,4,2017
472,57193652514,5,5,2017
479,35424413500,9,26,2017
496,57196194669,4,4,2017
510,57195504582,6,6,2017
536,6504010163,7,13,2017
563,55937054700,34,34,2017
565,57201120477,3,3,2017
575,57200165239,4,6,2017
583,7401653270,8,8,2017
587,57199212073,10,10,2017
635,6602549287,8,8,2017
638,22835500500,17,17,2017
670,55613312700,6,6,2017
674,54792767800,7,7,2017
680,57193666554,3,3,2017
687,57197837651,3,5,2017
702,35937644700,7,7,2017
704,22134311400,5,5,2017
712,54881975600,2,2,2017
715,57200257905,2,4,2017
726,57195549010,2,2,2017
734,57195245709,4,4,2017
755,56489810900,2,5,2017
768,57202013381,5,5,2017
786,57194656359,23,23,2017
800,57195532898,2,4,2017
817,56717764600,4,4,2017
830,35772298600,7,7,2017
843,6701652404,2,2,2017
865,57201905011,2,2,2017
882,57191382777,2,2,2017
885,26656011800,4,4,2017
889,54785299800,2,2,2017
904,56845738100,10,10,2017
908,57193706236,4,4,2017
920,57195641275,3,3,2017
937,57195148240,5,5,2017
993,36020849500,9,13,2017
1018,57193668892,3,3,2017
1040,55642871600,2,2,2017
1041,55195600600,3,3,2017
1046,57120007000,3,3,2017
1059,16307679400,27,27,2017
1068,56429699600,1,1,2017
1093,57200504901,6,6,2017
1098,56389226300,5,5,2017
1104,57196190739,3,8,2017
1134,55431373200,4,6,2017
1140,57197293765,9,9,2017
1141,57200553572,2,2,2017
1144,57189729895,39,43,2017
1154,26532134800,2,2,2017
1158,57190215418,5,5,2017
1161,57194207869,5,5,2017
1169,55255344600,2,2,2017
1172,6504825500,5,5,2017
1184,36069960100,8,8,2017
1195,57191870597,6,6,2017
1217,57197787406,12,12,2017
1225,57201300541,3,3,2017
1234,7403506666,13,13,2017
1243,8988880800,2,2,2017
1252,57000424800,2,2,2017
