ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8
22735903900,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55
6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52
6507693898,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6507704669,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6603561436,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
36941958300,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31
26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11
15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5
6603421658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36
6602795654,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37
57197111302,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6602977367,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
56097020400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23
7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62
34768302000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11
57041029600,3,3,3,3,3,3,3,3,3,3,3,3,3,64,68,85
