Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
19,7003729382,2,2,2,2,2,2014
31,56091446600,5,5,5,5,8,2014
38,6603228789,3,3,3,3,3,2014
66,55892354500,3,3,3,3,3,2014
70,56490304600,2,2,2,2,2,2014
79,57199470231,77,77,77,77,77,2014
83,56003475600,6,6,6,6,6,2014
93,56278368100,4,5,5,5,5,2014
94,55905767600,6,17,24,24,24,2014
125,56764415200,1,1,1,1,1,2014
130,55390323200,2,2,4,4,4,2014
170,55531427200,9,9,9,9,9,2014
226,56080718100,7,7,7,7,7,2014
255,54785262900,4,7,9,9,9,2014
274,7201884734,6,6,6,6,6,2014
296,37110778700,2,2,2,2,2,2014
334,8554454800,8,8,8,8,8,2014
359,55961075000,2,2,2,3,8,2014
360,8920845500,57,57,57,57,57,2014
388,7003376187,14,14,14,14,14,2014
446,7005337879,14,14,14,18,18,2014
456,6506921991,13,13,13,13,13,2014
459,25627283300,6,6,6,6,6,2014
492,35238939800,2,2,2,2,2,2014
507,7101782257,5,5,5,5,5,2014
520,26430482000,1,1,3,3,3,2014
535,7101820325,2,4,6,6,6,2014
557,8210164900,5,5,5,5,5,2014
561,55507392400,4,4,4,4,9,2014
586,7003663098,71,71,104,104,104,2014
589,23989107600,19,19,19,19,19,2014
645,57190798269,12,12,12,12,12,2014
652,7102447001,8,9,9,13,13,2014
663,56323460100,2,4,6,6,7,2014
687,56463148700,63,63,63,63,63,2014
702,7102700855,1,1,1,1,1,2014
723,6603551671,6,6,6,6,6,2014
734,6507989604,4,4,4,4,4,2014
739,56056477500,3,5,5,5,5,2014
767,35292611200,5,5,5,5,5,2014
775,55513194100,6,16,16,16,16,2014
788,56515297200,18,18,18,18,18,2014
800,36170379700,3,3,3,3,3,2014
806,57201265019,4,4,4,4,4,2014
862,55210404700,2,5,5,5,5,2014
887,7103381652,57,57,185,185,223,2014
918,56724226600,3,3,3,3,3,2014
924,34978108100,22,22,22,22,22,2014
961,56368652700,3,3,3,3,3,2014
962,7003288074,69,69,69,69,69,2014
983,36665846700,12,12,12,12,12,2014
993,56442094500,1,1,1,1,1,2014
999,6701814469,4,4,4,4,4,2014
1031,55800824800,6,6,6,6,6,2014
1082,56303734800,4,4,4,4,4,2014
1092,53364401900,1,1,2,2,2,2014
1117,56600628100,2,2,3,3,3,2014
1133,35225209300,1,1,1,1,1,2014
1151,55845598600,1,3,4,4,4,2014
1154,7102504355,68,68,68,68,68,2014
1159,55056139500,2,2,2,2,6,2014
1169,14826391900,10,10,20,20,28,2014
1172,6602070971,3,3,3,3,3,2014
1175,7006055356,5,11,20,23,26,2014
1181,35794846500,8,8,8,8,8,2014
1230,56600853100,2,2,2,2,2,2014
1249,7006300324,6,8,8,8,8,2014
1256,8331410200,29,29,29,29,29,2014
1272,26540948400,1,1,1,1,1,2014
1288,56305144400,7,7,7,7,7,2014
1297,6602131692,3,3,3,3,3,2014
1307,55329916500,3,3,48,48,48,2014
1311,57185537000,3,3,3,3,3,2014
1314,23568612400,6,6,6,6,6,2014
1320,56690567000,8,8,8,8,8,2014
1351,6603017352,5,5,5,5,5,2014
1357,15135551700,1,1,1,1,1,2014
1411,56548893100,8,8,8,8,8,2014
1427,55235036700,10,15,15,34,34,2014
1435,56418593600,2,2,2,2,2,2014
1492,6602341898,4,4,4,4,4,2014
1497,26429318000,37,37,40,40,40,2014
1538,35316018200,3,3,4,7,7,2014
1563,7004159827,83,83,83,83,83,2014
1608,55562055200,3,3,3,3,3,2014
1613,56485392200,3,3,3,3,3,2014
1623,6506942098,10,10,10,10,10,2014
1627,48861000500,2,2,2,2,2,2014
1641,56080939100,3,3,3,3,3,2014
1674,56405507800,2,3,3,5,5,2014
1681,55247696300,3,3,4,4,4,2014
1692,7202709950,2,15,15,15,15,2014
1707,56514689400,90,90,90,90,106,2014
1712,56416174100,5,5,5,5,5,2014
