Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
9,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
12,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
75,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
84,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
154,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
277,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
278,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
281,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
346,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
356,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
391,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
413,7003711298,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
430,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
457,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
499,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
515,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
531,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
552,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
571,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
587,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
618,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
622,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
717,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
773,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
774,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
787,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
818,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
855,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
875,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
893,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
929,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1063,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
1101,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1115,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
1135,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1167,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1186,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1236,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1322,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1352,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1378,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1380,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1403,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1529,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1544,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1597,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1645,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1648,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1651,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1675,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1706,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1722,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1738,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1747,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1762,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1806,56668817000,3,3,3,3,3,10,10,10,10,10,10,10,10,10,2005
1837,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1878,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1887,16743922100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1907,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1908,24178846200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1934,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1957,6508250671,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2061,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
2067,57197906415,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2005
2102,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
2148,8596314500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
2160,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
2196,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
2249,6505586309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2315,8588520200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2358,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
2381,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
2404,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
2490,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
2522,14039765600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2534,7003595227,1,1,1,7,7,7,7,7,7,7,7,33,33,33,2005
2550,6602159947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2560,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
2594,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
2612,56635026400,7,7,7,7,7,7,7,7,7,7,7,7,7,18,2005
2640,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
2712,13613875100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2713,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
2737,6506485127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2742,35787936200,4,5,5,5,5,5,7,7,7,7,7,7,7,11,2005
2748,13008204000,2,2,2,8,8,8,8,8,8,8,8,8,8,8,2005
2770,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2802,14032993800,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2874,16177563000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2879,21739690800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2910,6602732768,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2921,7004083299,5,5,5,5,11,11,14,14,14,14,14,14,14,15,2005
2932,15837711300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
2959,56250628800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2964,8959846000,2,4,4,6,6,10,10,11,12,13,13,15,16,17,2005
2981,16550617900,4,4,4,4,4,4,6,9,9,9,76,76,76,76,2005
3014,55707316500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3018,15521074700,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3047,7004033219,8,11,12,12,12,12,12,12,12,12,12,12,12,12,2005
3116,8860022200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3181,7006520566,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2005
3231,7005333814,6,7,7,7,7,7,12,12,12,12,12,12,12,12,2005
3319,6506882001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3324,7005532755,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
3329,55604019400,5,5,6,13,16,16,18,22,36,45,49,60,65,65,2005
3336,8846837500,6,6,6,14,16,16,16,20,21,21,21,21,21,21,2005
3339,13105671300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3376,8227559800,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3394,6701720058,4,4,4,4,4,4,8,8,8,8,8,8,8,8,2005
3421,6507119311,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2005
3453,8546094600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
3504,6602575815,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
3532,57196669317,5,5,5,5,8,8,8,8,8,8,8,8,8,8,2005
3603,12546190900,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
3621,15070161600,3,4,5,7,7,7,7,7,7,7,7,7,7,7,2005
3673,55580318300,4,4,4,4,4,4,4,4,4,4,4,13,13,13,2005
3700,6506471121,13,13,13,13,14,14,14,14,14,14,19,19,19,19,2005
3705,6602921174,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
3725,35592489100,6,6,6,9,9,9,9,9,9,9,9,9,9,9,2005
3782,15136752000,9,14,14,14,14,14,14,14,14,14,14,14,14,14,2005
3799,7005741798,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3836,15922467200,7,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
3843,14028497800,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2005
