Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
33,55782381000,4,4,4,4,4,4,4,4,2011
37,26326181300,5,5,5,5,5,5,5,5,2011
42,55703470300,5,5,5,5,5,5,5,5,2011
43,21834460700,2,2,2,2,5,5,5,5,2011
67,23992392000,3,3,3,9,20,23,34,47,2011
68,56130684200,1,1,1,2,2,2,2,2,2011
86,36470798500,2,2,2,2,2,2,2,2,2011
100,6507052437,2,2,2,2,2,2,2,2,2011
114,36968078200,3,3,3,3,3,3,3,3,2011
140,7402390313,6,6,23,23,34,34,34,34,2011
186,7004075579,2,2,2,2,2,2,2,2,2011
236,55697141200,3,3,3,3,3,3,3,3,2011
250,7801501276,2,3,3,3,3,3,3,3,2011
333,54782929300,3,6,8,8,8,8,8,8,2011
342,55365525700,3,4,4,4,4,4,4,4,2011
358,36630293400,5,5,5,8,8,8,11,18,2011
362,25655625500,5,5,5,6,6,6,6,6,2011
380,54418970200,3,4,4,4,4,4,4,4,2011
407,54385715900,2,2,2,2,2,2,2,2,2011
455,35147655600,2,2,2,2,2,2,2,2,2011
496,54581450400,3,3,3,3,3,3,3,3,2011
500,57204251333,2,2,2,2,2,5,5,5,2011
505,8548822000,2,2,2,2,2,21,21,21,2011
508,37098567800,2,2,2,2,2,2,2,2,2011
516,56630223900,6,6,6,6,6,6,6,6,2011
537,52063624000,2,2,2,7,7,7,7,7,2011
551,6506431527,4,4,4,4,4,4,4,4,2011
564,55879881900,5,5,5,5,5,5,5,5,2011
574,20436676300,10,10,10,10,10,10,10,10,2011
605,57197368654,3,3,3,3,3,3,3,3,2011
624,6701530007,2,2,2,2,2,2,2,2,2011
626,6602777491,5,5,5,5,5,5,5,5,2011
671,55949278200,19,19,19,19,19,19,19,19,2011
699,26664442500,4,4,4,4,7,7,7,7,2011
701,18039116600,3,3,3,3,3,5,5,5,2011
714,36604994100,11,20,20,20,20,20,20,20,2011
736,7007101008,1,1,1,1,1,1,1,1,2011
756,47561820800,1,1,2,2,2,2,2,2,2011
771,6507554768,4,4,4,4,4,4,4,4,2011
779,23394147700,1,1,1,1,1,1,1,1,2011
790,37078850100,2,2,2,2,2,2,2,2,2011
808,35179399600,1,1,1,1,1,1,4,4,2011
841,54787423300,2,2,2,2,2,2,2,2,2011
881,55604995900,83,83,83,83,83,83,83,83,2011
964,55012140900,2,2,2,2,2,2,2,2,2011
1013,6601978855,6,6,6,6,6,6,6,6,2011
1064,37014450100,2,2,2,2,2,2,2,2,2011
1085,55485710100,5,5,5,5,5,5,5,5,2011
1086,57194379165,22,22,22,22,22,22,22,22,2011
1103,55037267000,5,5,6,6,6,6,6,6,2011
1110,55243567700,27,27,43,43,43,43,43,43,2011
1128,9842095300,23,23,23,23,23,23,23,23,2011
1144,6508200228,3,3,3,3,3,3,3,3,2011
1149,36470629500,4,4,4,4,4,4,4,4,2011
1157,51160988500,4,4,4,4,4,4,4,4,2011
1198,7005019635,5,5,5,5,5,5,5,5,2011
1253,7101999997,1,1,1,1,1,1,1,1,2011
1267,57198958092,30,30,30,30,30,30,30,30,2011
1274,7101622901,11,11,11,11,11,11,11,11,2011
1275,7801361847,3,3,3,3,3,3,3,3,2011
1306,6603604335,21,21,21,21,21,21,21,21,2011
1325,56264752700,2,2,2,2,2,2,2,2,2011
1326,15065466400,27,27,27,27,27,27,27,27,2011
1328,36006997600,3,3,3,3,3,3,3,3,2011
1345,15827964300,3,3,4,4,4,4,4,4,2011
1348,57204338494,2,2,9,9,9,9,9,9,2011
1367,53866336800,4,4,4,4,4,4,4,4,2011
1387,35114206300,4,4,4,4,4,4,4,4,2011
1392,7202272125,6,6,6,6,6,6,6,6,2011
1393,8706839200,5,5,5,5,5,5,5,5,2011
1400,6603385975,19,33,33,33,33,33,33,33,2011
1418,57198949453,2,2,2,2,2,2,2,2,2011
1458,9278228200,7,7,7,7,7,7,7,7,2011
1466,6602651468,1,6,6,6,9,9,9,31,2011
1475,37019846000,3,6,6,6,6,6,6,6,2011
1484,49961119100,3,3,3,3,3,3,3,3,2011
1500,22034668700,7,10,10,10,15,15,20,23,2011
1508,6603406483,7,20,24,34,44,44,46,46,2011
1550,55545555900,7,7,7,7,7,7,7,7,2011
1580,8944381100,6,7,7,7,7,10,13,15,2011
1595,54685089900,6,6,6,6,6,6,6,6,2011
1624,36477425800,4,4,4,4,4,4,4,4,2011
1660,24802097000,2,2,2,2,2,2,2,2,2011
1676,56229122400,9,9,9,9,9,9,9,9,2011
1705,55994382800,16,16,16,16,16,16,16,16,2011
1715,54414075600,5,5,5,5,5,5,5,5,2011
1730,56221193200,3,3,3,3,3,3,3,3,2011
1736,57198487436,9,9,9,19,19,19,19,19,2011
1749,55377127000,3,3,3,3,3,3,3,3,2011
1761,8227179100,5,5,5,5,11,11,11,11,2011
1785,55400445700,4,4,4,4,4,4,4,4,2011
1813,25647614400,1,1,1,1,1,1,1,1,2011
1827,7004283739,31,31,31,31,31,31,31,31,2011
1829,9435414200,5,5,5,5,106,106,106,106,2011
1836,54784727400,7,9,9,9,9,9,9,9,2011
1865,6507183828,3,3,3,3,3,3,3,3,2011
1881,57204984529,8,8,8,8,8,8,8,8,2011
1902,23004694400,4,4,4,4,4,4,4,4,2011
1905,15044594600,8,8,8,12,12,12,12,12,2011
1915,55151451200,8,8,8,8,8,8,8,8,2011
1922,6505819753,9,9,9,9,9,9,9,9,2011
1956,42061239000,1,1,1,1,1,1,1,1,2011
