Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
30,14619163500,2,2,2,2,2,2,2,2,2,2010
35,11738782000,2,2,2,2,2,2,2,2,2,2010
55,36082756400,3,3,3,3,3,3,3,3,3,2010
73,36816324700,3,3,3,3,8,9,12,12,12,2010
106,7004354274,2,2,2,2,2,2,2,2,3,2010
112,36453712700,5,5,5,5,5,5,5,5,5,2010
118,36190699900,6,6,6,6,6,6,6,6,6,2010
184,55880050400,2,2,2,15,15,15,34,34,34,2010
220,56835894200,3,26,26,28,28,28,28,28,28,2010
229,23567554100,3,5,5,5,5,5,8,8,8,2010
238,36630798700,3,3,3,3,3,3,3,3,3,2010
264,7004173174,2,11,15,15,15,17,17,17,22,2010
268,36713774200,2,2,2,2,2,2,2,3,3,2010
313,54421301400,6,6,6,6,6,6,6,6,6,2010
332,16024795900,4,4,4,4,4,4,4,4,4,2010
336,35773795200,6,6,6,6,6,6,6,6,6,2010
345,36602617400,5,5,5,5,5,5,5,5,5,2010
357,36615299200,4,4,4,4,4,4,4,4,4,2010
374,56417168500,5,5,7,7,8,9,9,9,9,2010
426,8986539700,4,4,4,4,4,4,4,4,4,2010
444,55731374100,5,5,5,5,5,5,5,5,5,2010
463,36664812700,3,3,3,3,3,3,3,3,3,2010
484,55629643800,16,18,18,18,18,18,18,18,18,2010
547,36149156600,14,14,14,14,14,14,14,14,14,2010
555,57196716304,4,4,4,4,4,4,4,4,4,2010
572,36782061800,1,1,1,1,1,1,1,1,1,2010
576,54397760400,3,3,3,3,6,6,6,6,6,2010
600,36060113200,6,6,6,7,7,7,7,7,7,2010
608,6602331414,2,2,2,2,2,2,2,2,2,2010
612,36816589200,3,3,3,3,3,3,3,3,3,2010
627,55617584700,3,3,3,3,3,3,3,3,3,2010
638,36679991000,4,5,5,5,5,5,5,5,5,2010
643,7202920765,33,36,40,40,48,48,102,102,135,2010
668,37061485200,8,12,12,23,23,24,25,25,25,2010
680,6701769322,22,22,22,22,22,22,22,22,22,2010
725,35101799900,1,1,1,3,3,3,3,3,3,2010
749,15760500900,22,22,22,29,40,40,40,56,56,2010
772,6504350389,3,3,3,3,3,3,3,3,3,2010
776,37074222900,4,6,6,6,8,9,9,9,12,2010
795,26041121100,5,5,5,5,5,5,5,5,5,2010
797,57197357863,2,2,2,2,2,2,2,2,2,2010
816,55612084300,3,3,3,3,3,3,3,3,3,2010
846,6602934119,2,5,5,5,5,5,9,9,9,2010
859,36706434100,4,6,6,6,6,6,6,6,6,2010
864,36239540900,9,9,9,9,9,9,9,9,9,2010
877,57205051591,4,10,10,10,10,10,10,10,10,2010
902,35176316700,3,5,7,7,7,7,7,7,7,2010
911,53879643900,2,2,2,2,2,2,2,2,2,2010
919,9040778700,2,3,3,3,3,3,3,3,3,2010
950,8300989400,7,7,7,7,7,7,7,7,7,2010
963,36704068100,6,6,9,9,21,25,25,30,30,2010
