ID,2013,2014,2015,2016,2017,2018
35444766700,0,0,11,11,11,11
26648420600,10,10,14,14,14,14
36805685400,0,0,4,4,4,4
55825941600,0,0,0,18,18,18
55838084400,7,8,8,9,9,9
55995655700,2,2,3,3,7,17
56109985500,2,2,2,2,2,2
56005372600,5,5,7,7,7,7
55613312700,0,0,0,0,6,6
55858739400,2,2,2,4,6,6
14826391900,0,10,10,20,20,28
56074173200,0,0,0,2,2,2
55931016700,3,7,7,7,7,7
54909671300,13,13,13,13,13,13
55800383500,0,0,4,4,4,4
7004159827,0,83,83,83,83,83
57204225272,0,0,0,0,4,4
55912205900,0,2,2,2,2,2
36118515400,6,6,9,13,13,13
6508133198,0,0,0,0,0,9
55498856500,0,0,5,5,5,5
7004313790,0,1,19,61,61,61
55888041500,0,2,2,4,4,4
55842835600,0,0,0,47,47,47
56346223700,0,12,12,12,12,12
55672129800,0,0,0,0,30,30
56322035100,0,0,0,0,0,5
35379576100,0,3,3,3,3,3
55944036600,0,0,4,4,4,4
55647039100,0,0,10,10,10,10
56592095400,0,0,0,2,2,2
56070906400,0,0,6,6,6,9
56633370700,4,4,4,4,4,4
56126466800,0,2,2,2,2,2
55953445000,7,8,10,10,10,10
7402468478,0,0,4,4,4,4
7004603715,0,0,0,0,6,6
15043309500,15,16,16,16,16,16
50861582000,4,4,4,10,10,20
28567696800,2,2,2,8,10,10
8285298400,0,0,0,0,4,4
55816135100,4,4,4,4,4,4
55868833400,0,3,4,4,4,7
6602558845,0,0,0,0,4,6
54683504100,4,4,4,4,4,4
55755465400,4,4,6,6,6,6
56007514200,0,0,0,9,9,9
56331412400,10,11,12,13,13,13
24740729300,0,0,0,0,3,3
56368017300,0,0,0,8,8,8
55885945600,2,2,2,2,4,4
55973675500,2,12,12,25,29,35
55731830700,3,7,7,7,10,10
55428856300,7,7,7,7,7,7
13007835700,5,5,9,9,11,14
55617340600,26,26,29,29,31,37
42761951300,5,5,11,14,14,14
26026797500,0,2,2,2,2,2
55256270300,0,0,3,3,3,3
55883839400,0,2,6,6,6,6
14829112600,0,0,0,0,10,10
36665225400,0,0,0,0,0,5
55879838800,3,3,3,3,3,3
55607830000,0,5,5,17,17,17
55944721500,0,38,57,59,59,59
23487281800,2,2,2,2,2,2
6506978474,8,8,8,8,8,8
35318987800,0,2,4,4,4,4
55703013800,0,2,2,2,2,2
13204873600,0,0,3,3,3,6
23766940400,0,0,0,11,11,11
55633475000,6,6,6,9,9,9
37010609400,0,0,0,0,0,8
55640100100,26,26,27,27,27,27
9532409900,0,7,7,10,10,16
12789193200,0,0,0,4,4,4
55872174000,2,2,2,10,11,11
8902317200,0,0,0,0,20,20
55918309900,0,0,2,2,3,4
53984760200,62,83,83,83,96,106
54793074500,0,0,0,0,0,3
7006456423,4,4,7,7,10,13
55904560000,3,3,7,10,14,21
50060902700,0,4,7,7,7,8
16047374600,5,5,36,48,48,48
55630450000,7,9,10,10,10,10
40761199100,0,6,6,6,6,6
54279418200,0,0,8,8,11,11
37057062300,11,11,11,13,17,20
56026698000,2,2,4,6,7,7
55822953300,17,18,19,45,51,51
54891943200,2,2,2,2,2,2
35769026000,4,4,5,5,12,16
55558118300,0,4,6,9,9,9
55370968200,10,12,14,14,17,17
7102105347,4,4,4,4,13,48
56022839200,3,5,5,5,5,5
56384531500,0,0,6,6,6,6
13403836400,6,9,10,10,10,12
9523235,0,0,0,0,14,14
55382230700,6,6,12,12,15,15
6506054676,0,6,6,6,6,6
26031133500,0,0,0,0,6,6
55829889400,8,8,10,10,13,13
56431477000,5,5,9,9,9,9
35770054200,7,10,14,14,14,14
36145387400,1,1,6,6,6,6
57197675569,0,0,0,4,4,4
36650169000,2,3,4,4,4,4
51161041300,0,0,2,2,2,2
55987693000,0,23,23,28,36,50
16679341600,5,15,18,21,21,21
55809182600,0,0,0,4,4,4
8347040600,14,14,14,14,14,14
56402486000,0,0,0,47,47,47
56043639600,0,0,4,4,4,4
55910438600,4,6,6,9,12,17
54881348300,2,2,2,2,2,2
55620482500,0,0,0,0,0,70
55325186000,0,4,5,6,12,14
55624103600,0,0,0,0,1,1
35243698500,0,0,0,33,39,39
38961084400,0,0,37,37,37,63
7006438742,0,0,3,3,3,3
11239065100,0,6,6,6,6,6
57203046535,0,0,0,0,0,9
56013704900,0,0,9,9,9,9
57189926411,15,20,27,36,36,37
36996384200,5,7,11,11,17,17
36634109400,0,0,0,6,6,6
55930646200,6,15,25,29,29,34
55911033500,6,6,6,6,6,6
56345897300,0,0,0,4,4,4
35168598500,0,0,0,77,77,77
55975829700,0,4,5,6,6,6
55788198200,0,0,3,3,3,3
35591389100,0,0,0,47,47,47
57190300339,7,14,14,14,21,21
55605550500,0,2,2,4,4,5
36102873700,19,19,25,25,37,37
56328564800,0,0,0,6,6,6
37117515500,2,2,2,2,2,2
55626526700,0,0,0,0,16,16
8643362200,0,14,14,14,14,14
36618129400,18,18,18,18,20,20
6701730419,0,0,15,15,15,15
8550716400,0,0,0,0,12,12
37041295000,0,0,7,7,9,9
36132929900,0,0,0,4,4,4
23059323900,0,2,2,3,3,4
25927438700,9,9,9,9,9,9
55973290000,1,1,1,1,1,1
35249797000,0,14,18,21,24,24
55888534000,4,5,5,8,8,8
15832488300,0,0,0,1,1,1
55819627500,2,2,7,7,7,7
56038482800,3,6,6,15,17,17
56102714800,2,2,2,4,4,4
55810990600,0,0,0,2,2,2
55879495900,13,27,27,48,49,49
57195363265,4,5,10,11,11,11
14059984200,3,3,3,3,3,3
36809830700,0,0,0,2,4,4
55608486500,3,3,5,11,12,12
14068146400,0,36,36,36,36,36
55623607000,0,16,16,16,16,16
7007160144,0,3,6,6,6,6
24342683300,0,0,0,0,0,6
57198770017,0,5,5,5,5,5
8250844900,0,0,4,4,4,4
55859133700,2,4,4,5,13,13
55654313600,0,0,4,4,4,5
6701675231,0,0,0,0,17,17
55746041300,12,18,20,20,20,20
55872497300,0,2,2,2,2,2
57202225416,0,0,12,12,20,20
51161091000,0,0,0,0,0,11
56686015200,0,0,9,19,19,19
55978732300,1,4,6,8,10,11
55819341000,0,0,0,2,2,3
6701704171,0,0,82,82,82,82
55926100200,7,7,7,7,7,15
55568660700,5,5,6,8,8,8
42461167800,4,4,4,4,5,5
55642457400,5,5,8,8,8,8
55636319526,9,9,9,9,9,9
55803641700,11,11,20,26,27,32
26039046700,0,6,6,6,6,6
55514076400,3,6,6,9,9,9
6603321273,0,0,0,0,0,10
9738674400,4,20,34,41,47,48
55916481900,7,7,7,7,7,7
7202892794,0,19,31,31,31,31
55198873500,0,0,7,7,7,7
55998682500,4,4,4,4,4,4
7003970897,0,0,0,4,4,4
57114805000,0,0,0,3,9,9
24734224500,7,8,8,8,8,8
55888309000,4,7,7,13,18,18
55613675900,0,0,0,0,0,3
55758801800,2,2,2,2,2,2
57190578862,0,9,9,9,9,9
56022547300,2,4,6,6,9,10
35192078600,0,4,4,6,6,6
55903604000,11,11,17,29,34,40
26421678500,0,4,4,4,4,4
55785771700,2,2,6,6,6,6
55819774100,0,2,2,2,2,2
56177517300,2,2,2,2,2,2
57192816484,0,0,0,0,12,13
24474080000,0,0,0,0,0,11
56041058500,3,3,16,16,16,16
24823900000,6,7,7,9,9,11
55795480200,0,0,0,1,1,1
56110183300,0,0,5,5,5,9
55871623800,0,0,0,0,0,8
31767588100,1,4,5,12,12,12
6603597165,0,0,12,12,20,20
6507008783,3,3,6,6,6,6
55626082200,0,5,5,5,5,5
55649569833,6,6,6,6,6,6
55734366100,0,0,2,2,3,3
55667068400,0,2,2,2,2,2
55682946100,0,0,5,5,5,5
55220526900,4,5,6,6,6,9
55646749500,5,11,11,11,16,16
55844652000,0,0,6,8,8,8
57120213300,0,17,17,17,17,17
57197162385,3,3,3,3,3,3
55844318500,11,15,17,22,24,24
55962635200,0,5,5,5,5,5
55559767400,0,7,7,7,7,7
